title,name,area,rooms,price_lower,price_upper
整租·信达天御林语苑 4室2厅 南,包河-常青-信达天御林语苑,128.38,4,3000,3000
合租·望湖城桂香居紫桂苑 4居室 南卧,包河-常青-信达天御林语苑,128.38,4,950,950
整租·万振逍遥苑四期 2室2厅 南,包河-周谷堆-万振逍遥苑四期,103.92,2,3000,3000
独栋·龙湖冠寓 黄河路地铁站店 滨湖芯 花园大道！ 开间,,28.00,1,1388,1388
整租·珠光花苑 2室1厅 南,包河-周谷堆-珠光花苑,69.98,2,2400,2400
合租·地矿家园 3居室 北卧,包河-周谷堆-珠光花苑,69.98,2,800,800
整租·信达天御琅诗郡 3室2厅 南/北,包河-常青-信达天御琅诗郡,89.80,3,2700,2700
合租·信达文景雅居 3居室 南卧,包河-常青-信达天御琅诗郡,89.80,3,880,880
整租·周谷堆村民恢复楼 2室1厅 南,包河-包公-周谷堆村民恢复楼,73.80,2,1600,1600
独栋·龙湖冠寓 合肥黄河路地铁站店 精选阳光一居A 开间,,24.00,1,1468,1468
整租·信达天御林语苑 3室2厅 南,包河-常青-信达天御林语苑,88.62,3,3000,3000
整租·恒大水晶国际广场 4室2厅 南/北,包河-常青-恒大水晶国际广场,128.16,4,3500,3500
整租·水丽坊自在城 2室2厅 南,包河-工业园-水丽坊自在城,79.33,2,2300,2300
独栋·忆初公寓 中辰优唐店 c 2室1厅,包河-工业园-水丽坊自在城,79.33,2,2500,2500
整租·绿地中心公馆 3室1厅 南,包河-常青-绿地中心公馆,87.85,3,2500,2500
整租·曙宏南苑 1室1厅 南,包河-常青-曙宏南苑,53.24,1,1600,1600
合租·滨湖阳光里 4居室 北卧,包河-工业园-滨湖阳光里,15.00,4,650,650
独栋·泊寓 大东门 万达千元经济LOFT 开间,包河-工业园-滨湖阳光里,15.00,4,1299,1299
整租·万振城市广场 3室2厅 南,包河-周谷堆-万振城市广场,120.77,3,2900,2900
独栋·泊寓 大东门 万达广场阳光大平层 1室1厅,包河-周谷堆-万振城市广场,120.77,3,1699,1799
整租·信达银杏尚郡 3室1厅 南,包河-骆岗-信达银杏尚郡,89.00,3,2300,2300
独栋·龙湖冠寓 黄河路地铁站店 悦方商圈！5号地铁口 开间,包河-骆岗-信达银杏尚郡,89.00,3,1430,1430
整租·和昌都汇华府 4室2厅 南,包河-周谷堆-和昌都汇华府,112.00,4,3500,3500
合租·珠光花园 4居室 南卧,包河-周谷堆-和昌都汇华府,112.00,4,1050,1050
整租·万振逍遥苑四期 3室2厅 南,包河-周谷堆-万振逍遥苑四期,127.07,3,3300,3300
合租·信达文景雅居 5居室 南卧,包河-周谷堆-万振逍遥苑四期,127.07,3,1000,1000
整租·龙湖·景粼玖序 3室2厅 南,包河-工业园-龙湖·景粼玖序,141.33,3,3200,3200
独栋·合肥伊家公寓 金寨路店 现代简约 1室1厅,包河-工业园-龙湖·景粼玖序,141.33,3,1800,1800
整租·恒大水晶国际广场 1室1厅 南,包河-常青-恒大水晶国际广场,51.64,1,2500,2500
独栋·泊寓 大东门 步行街复式元旦特价 1室1厅,包河-常青-恒大水晶国际广场,51.64,1,1599,1699
整租·文昌家园 2室1厅 南,包河-周谷堆-文昌家园,71.32,2,1800,1800
独栋·龙湖冠寓 黄河路地铁站店 学生专属！地铁口 开间,,28.00-40.00,1,1290,1290
整租·安粮中心 3室2厅 南/北,包河-工业园-安粮中心,125.20,3,2800,2800
合租·望湖城桂香居月桂苑 4居室 南卧,包河-工业园-安粮中心,125.20,3,1000,1000
整租·高速时代首府 3室2厅 南,包河-工业园-高速时代首府,98.32,3,2500,2500
合租·绿地海顿公馆C 3居室 北卧,包河-工业园-高速时代首府,98.32,3,780,780
整租·邮电西村 2室1厅 南,包河-芜湖路-邮电西村,60.00,2,2000,2000
合租·金地国际城 3居室 南卧,包河-芜湖路-邮电西村,60.00,2,720,720
整租·万振逍遥苑3期 3室2厅 南,包河-周谷堆-万振逍遥苑3期,126.95,3,3000,3000
合租·远大家园 3居室 南卧,包河-周谷堆-万振逍遥苑3期,126.95,3,990,990
整租·九珑湾 3室2厅 南/北,包河-工业园-九珑湾,143.77,3,3300,3300
整租·铂金汉宫 2室1厅 东,包河-包公-铂金汉宫,50.17,2,2500,2500
整租·融侨观澜 1室1厅 南,包河-常青-融侨观澜,55.00,1,2600,2600
合租·包河花园B区 4居室 北卧,包河-常青-融侨观澜,55.00,1,650,650
整租·绿地海顿公馆C 3室2厅 南,包河-周谷堆-绿地海顿公馆C,117.70,3,3800,3800
整租·供电西村 2室1厅 南,包河-常青-供电西村,66.33,2,2200,2200
整租·华太小区 4室2厅 南,包河-包公-华太小区,146.60,4,2200,2200
合租·江南新里程 4居室 复式 南卧,包河-包公-华太小区,146.60,4,750,750
整租·仕嘉名苑 2室1厅 东,包河-芜湖路-仕嘉名苑,90.00,2,2800,2800
独栋·金地公寓 金地店 A户型 开间,包河-芜湖路-仕嘉名苑,90.00,2,1450,1500
整租·高速时代首府 3室2厅 南,包河-工业园-高速时代首府,124.17,3,2900,2900
合租·恒生阳光城 5居室 北卧,包河-工业园-高速时代首府,124.17,3,750,750
整租·BINGO缤购 2室2厅 南,包河-包公-BINGO缤购,68.84,2,2400,2400
合租·太湖新村 3居室 南卧,包河-包公-BINGO缤购,68.84,2,800,800
整租·金科博翠天辰 3室2厅 南,包河-工业园-金科博翠天辰,104.00,3,2200,2200
合租·远大家园 3居室 南卧,包河-工业园-金科博翠天辰,104.00,3,900,900
整租·高速时代首府 3室2厅 南,包河-工业园-高速时代首府,124.17,3,2900,2900
合租·和昌中央城邦 4居室 北卧,包河-工业园-高速时代首府,124.17,3,490,490
整租·BINGO缤购 2室2厅 南,包河-包公-BINGO缤购,68.84,2,2400,2400
合租·和昌中央城邦 4居室 东卧,包河-包公-BINGO缤购,68.84,2,650,650
整租·金科博翠天辰 3室2厅 南,包河-工业园-金科博翠天辰,104.00,3,2200,2200
合租·万振逍遥苑一期 4居室 南卧,包河-工业园-金科博翠天辰,104.00,3,880,880
整租·邮政局宿舍 3室1厅 南,包河-芜湖路-邮政局宿舍,65.00,3,1500,1500
合租·高铁都市花园 4居室 北卧,包河-芜湖路-邮政局宿舍,65.00,3,500,500
整租·绿地海顿公馆A 3室2厅 南,包河-周谷堆-绿地海顿公馆A,141.35,3,4000,4000
合租·力高柏林春天 4居室 南卧,包河-周谷堆-绿地海顿公馆A,141.35,3,1050,1050
整租·供电西村 2室1厅 南,包河-常青-供电西村,66.33,2,2200,2200
合租·地矿家园 3居室 南卧,包河-常青-供电西村,66.33,2,880,880
整租·宝利丰广场 1室1厅 北,包河-包公-宝利丰广场,42.00,1,1600,1600
合租·珠光花园 4居室 南卧,包河-包公-宝利丰广场,42.00,1,780,780
整租·信达天御御公馆 3室2厅 南,包河-常青-信达天御御公馆,77.00,3,2700,2700
整租·绿地中心 4室1厅 南,包河-常青-绿地中心,200.00,4,11000,11000
整租·邮电东村 2室1厅 南,包河-芜湖路-邮电东村,72.69,2,2300,2300
合租·皖都徽韵和锦园 4居室 南卧,包河-芜湖路-邮电东村,72.69,2,890,890
整租·中铁·悦和院 3室2厅 南,包河-常青-中铁·悦和院,145.00,3,3500,3500
整租·万振逍遥苑四期 2室2厅 南,包河-周谷堆-万振逍遥苑四期,106.63,2,2700,2700
整租·顶峰国际公寓 2室2厅 南,包河-芜湖路-顶峰国际公寓,108.28,2,3200,3200
合租·和昌都汇华府 3居室 南卧,包河-芜湖路-顶峰国际公寓,108.28,2,780,780
整租·绿地铭公馆 4室2厅 南/北,包河-常青-绿地铭公馆,179.70,4,5000,5000
合租·万振逍遥苑二期 5居室 南卧,包河-常青-绿地铭公馆,179.70,4,1150,1150
整租·绿地海顿公馆A 2室1厅 南,包河-周谷堆-绿地海顿公馆A,70.00,2,2700,2700
合租·榆林桥畔 5居室 南卧,包河-周谷堆-绿地海顿公馆A,70.00,2,830,830
整租·万泓中心 3室2厅 南,包河-工业园-万泓中心,106.07,3,2390,2390
整租·创智广场 2室1厅 南/北,包河-工业园-万泓中心,106.07,3,2700,2700
整租·绿地中心 5室2厅 南,包河-常青-绿地中心,220.00,5,14000,14000
合租·民航小区 5居室 复式 北卧,包河-常青-绿地中心,220.00,5,550,550
整租·万泓中心 3室2厅 南,包河-工业园-万泓中心,106.07,3,2390,2390
合租·万振逍遥苑四期 4居室 南卧,包河-工业园-万泓中心,106.07,3,1000,1000
整租·绿地中心 5室2厅 南,包河-常青-绿地中心,220.00,5,14000,14000
合租·和昌都汇华府 5居室 南卧,包河-常青-绿地中心,220.00,5,850,850
整租·地矿家园 3室2厅 南,包河-周谷堆-地矿家园,120.00,3,3300,3300
合租·和昌都汇华府 5居室 北卧,包河-周谷堆-地矿家园,120.00,3,700,700
整租·绿地海顿公馆B 2室1厅 南/北,包河-周谷堆-绿地海顿公馆B,85.60,2,2800,2800
合租·周谷堆小区 4居室 南卧,包河-周谷堆-绿地海顿公馆B,85.60,2,1000,1000
整租·宝利丰广场 1室1厅 北,包河-包公-宝利丰广场,42.00,1,1600,1600
合租·珠光花园 4居室 北卧,包河-包公-宝利丰广场,42.00,1,750,750
整租·信达天御御公馆 3室2厅 南,包河-常青-信达天御御公馆,77.00,3,2700,2700
整租·绿地铭公馆 4室2厅 南/北,包河-常青-绿地铭公馆,179.70,4,5000,5000
整租·金科博翠天辰 4室2厅 南/北,包河-工业园-金科博翠天辰,143.00,4,3000,3000
整租·恒生阳光城 3室2厅 南,包河-芜湖路-恒生阳光城,90.88,3,2700,2700
整租·警民小区 2室1厅 南/北,包河-包公-警民小区,66.00,2,1950,1950
整租·新鸿意瀚海星座 1室1厅 北,包河-芜湖路-新鸿意瀚海星座,43.00,1,1500,1500
整租·高铁都市花园东苑 3室2厅 南,包河-常青-高铁都市花园东苑,118.00,3,2600,2600
整租·唯美·创想城 1室1厅 东/南,包河-工业园-唯美·创想城,46.00,1,1600,1600
整租·民航家园 4室2厅 南,包河-望湖-民航家园,143.18,4,2800,2800
整租·绿地中心公馆 3室2厅 南,包河-常青-绿地中心公馆,89.00,3,2500,2500
整租·金地国际城 1室1厅 南,包河-周谷堆-金地国际城,37.00,1,1400,1400
整租·和昌都汇华府 3室2厅 南,包河-周谷堆-和昌都汇华府,91.17,3,2200,2200
整租·川海花园 2室1厅 南/北,包河-淝河镇-川海花园,78.83,2,1700,1700
整租·信达华宇锦绣龙川 3室2厅 南,包河-淝河镇-信达华宇锦绣龙川,98.32,3,3000,3000
整租·绿地海顿公馆B 2室1厅 南,包河-周谷堆-绿地海顿公馆B,83.33,2,2800,2800
整租·文昌雅居 2室1厅 南,包河-周谷堆-文昌雅居,86.39,2,2100,2100
整租·融侨观澜 3室2厅 南,包河-常青-融侨观澜,104.65,3,3500,3500
整租·东风新村 3室2厅 南,包河-常青-东风新村,131.21,3,2400,2400
整租·省地震局宿舍 3室1厅 南,包河-包公-省地震局宿舍,79.91,3,1600,1600
整租·徽商小区 3室0厅 南,包河-芜湖路-徽商小区,81.10,3,1900,1900
整租·徽商小区 3室0厅 南,包河-芜湖路-徽商小区,81.10,3,1900,1900
整租·绿地中心公馆 3室2厅 南,包河-常青-绿地中心公馆,89.00,3,2500,2500
整租·东风新村 3室2厅 南,包河-常青-东风新村,131.21,3,2400,2400
整租·省地震局宿舍 3室1厅 南,包河-包公-省地震局宿舍,79.91,3,1600,1600
整租·锦绣花城 3室2厅 南/北,包河-工业园-锦绣花城,96.16,3,2000,2000
整租·幸福雅苑 3室1厅 南,包河-淝河镇-幸福雅苑,90.00,3,1900,1900
整租·曙宏新村 3室1厅 南,包河-常青-曙宏新村,91.40,3,2500,2500
整租·恒大水晶国际广场 1室1厅 北,包河-常青-恒大水晶国际广场,58.00,1,1800,1800
整租·省人大宿舍 3室1厅 南/北,包河-芜湖路-省人大宿舍,78.78,3,3000,3000
整租·万达公馆 3室2厅 东南,包河-包公-万达公馆,195.62,3,8500,8500
整租·高铁都市花园 2室2厅 南,包河-常青-高铁都市花园,85.17,2,2260,2260
整租·万达公馆 4室2厅 东/西,包河-包公-万达公馆,199.99,4,7900,7900
整租·高压开关厂宿舍 2室1厅 南/北,包河-包公-高压开关厂宿舍,59.00,2,1500,1500
整租·华盛格林雅地 1室1厅 南,包河-工业园-华盛格林雅地,51.59,1,1500,1500
整租·蓝鼎星河府 3室1厅 东南,包河-周谷堆-蓝鼎星河府,106.00,3,2700,2700
整租·恒大水晶国际广场 1室1厅 南,包河-常青-恒大水晶国际广场,50.00,1,2000,2000
整租·滨湖阳光里 3室1厅 南,包河-工业园-滨湖阳光里,102.56,3,1900,1900
整租·唯美·创想城 2室1厅 南,包河-工业园-唯美·创想城,48.00,2,1700,1700
整租·大摩华尔街生活广场 1室1厅 南,包河-望湖-大摩华尔街生活广场,56.00,1,1400,1400
整租·淝南家园南区 1室1厅 南,包河-常青-淝南家园南区,50.00,1,1600,1600
整租·望湖城桂香居金桂苑 4室2厅 南/北,包河-望湖-望湖城桂香居金桂苑,169.50,4,3000,3000
整租·铂金汉宫 2室2厅 南,包河-包公-铂金汉宫,90.81,2,2800,2800
整租·南翔汽车智慧新城 1室1厅 南,包河-工业园-南翔汽车智慧新城,52.00,1,1000,1000
整租·和昌中央城邦 1室1厅 东,包河-工业园-和昌中央城邦,64.45,1,1000,1000
整租·望湖北苑 2室1厅 南,包河-望湖-望湖北苑,74.00,2,1500,1500
整租·淝河佳苑 1室1厅 南,包河-周谷堆-淝河佳苑,20.00,1,900,900
整租·中铁四局集团机关大院北区 2室2厅 南,包河-芜湖路-中铁四局集团机关大院北区,81.00,2,1700,1700
合租·江南新里程 4居室 南卧,包河-芜湖路-江南新里程,15.00,4,750,750
整租·榆林桥畔2期 3室2厅 南,包河-工业园-榆林桥畔2期,120.00,3,2200,2200
整租·望湖城桂香居福桂苑 3室1厅 南,包河-望湖-望湖城桂香居福桂苑,129.00,3,3000,3000
整租·江南新里程 1室1厅 西,包河-芜湖路-江南新里程,37.18,1,1700,1700
整租·文昌雅居 2室1厅 南,包河-周谷堆-文昌雅居,86.39,2,2100,2100
整租·锦城公馆 1室1厅 东,包河-常青-锦城公馆,54.14,1,1700,1700
整租·云辉阁 3室2厅 南,包河-淝河镇-云辉阁,132.86,3,2800,2800
整租·万振逍遥苑四期 3室1厅 南,包河-周谷堆-万振逍遥苑四期,122.96,3,3000,3000
整租·雍荣府 3室2厅 南,包河-淝河镇-雍荣府,116.00,3,3300,3300
整租·创智广场 1室1厅 南,包河-包公-创智广场,47.38,1,1800,1800
整租·九珑湾 2室2厅 南,包河-工业园-九珑湾,124.45,2,2800,2800
整租·松湖苑 3室2厅 南,包河-芜湖路-松湖苑,123.00,3,3700,3700
整租·地矿家园 2室2厅 南,包河-周谷堆-地矿家园,97.48,2,2550,2550
整租·铂金汉宫 1室1厅 南,包河-包公-铂金汉宫,51.00,1,2100,2100
整租·创智广场 2室2厅 南,包河-包公-创智广场,77.19,2,2300,2300
整租·高铁都市花园和苑 4室1厅 南,包河-常青-高铁都市花园和苑,113.11,4,2700,2700
整租·铂金汉宫 1室1厅 南,包河-包公-铂金汉宫,37.68,1,1700,1700
合租·力高柏林春天 5居室 南卧,包河-包公-力高柏林春天,12.00,5,1008,1008
整租·巢湖路281号 3室1厅 南/北,包河-包公-巢湖路281号,73.00,3,1700,1700
整租·和昌中央城邦 3室0厅 西,包河-工业园-和昌中央城邦,75.00,3,2800,2800
整租·邮电东村 2室1厅 南/北,包河-芜湖路-邮电东村,60.00,2,2000,2000
整租·南丽湾 3室2厅 南,包河-工业园-南丽湾,99.00,3,2000,2000
整租·美生滨江花月 2室2厅 南/北,包河-淝河镇-美生滨江花月,90.54,2,2200,2200
整租·恒大水晶国际广场 1室1厅 南,包河-常青-恒大水晶国际广场,58.62,1,2500,2500
整租·金地国际城 3室2厅 南,包河-周谷堆-金地国际城,103.62,3,2500,2500
整租·包河万达广场 3室1厅 南/北,包河-包公-包河万达广场,287.32,3,19000,19000
整租·星海城 1室1厅 南,包河-包公-星海城,63.30,1,1900,1900
整租·双河路11号 3室1厅 西南,包河-望湖-双河路11号,83.17,3,2100,2100
合租·太湖新村 4居室 南卧,包河-芜湖路-太湖新村,28.00,4,830,830
整租·创智广场 1室1厅 东,包河-包公-创智广场,56.79,1,2100,2100
整租·王大郢家园欣苑 3室2厅 南/北,包河-周谷堆-王大郢家园欣苑,120.00,3,2300,2300
整租·中铁·悦和院 3室2厅 南,包河-常青-中铁·悦和院,145.00,3,3500,3500
整租·时代领峯 3室2厅 西南/西,包河-淝河镇-时代领峯,95.00,3,2200,2200
整租·江南新里程 2室2厅 复式 南,包河-芜湖路-江南新里程,67.53,2,2800,2800
整租·BINGO缤购 2室1厅 南,包河-包公-BINGO缤购,68.00,2,2600,2600
合租·城南影剧院 3居室 南卧,包河-包公-城南影剧院,31.93,3,700,700
整租·中辰优唐广场 1室1厅 南,包河-常青-中辰优唐广场,50.00,1,1800,1800
整租·江南新里程 3室2厅 南,包河-芜湖路-江南新里程,125.00,3,3800,3800
整租·金隅大成郡 3室2厅 南,包河-淝河镇-金隅大成郡,94.00,3,2700,2700
整租·和昌中央城邦 1室1厅 北,包河-工业园-和昌中央城邦,39.18,1,1600,1600
整租·徽州大道木材厂宿舍 2室2厅 南/北,包河-芜湖路-徽州大道木材厂宿舍,80.00,2,2700,2700
整租·龙湖·景粼玖序 1室1厅 南,包河-工业园-龙湖·景粼玖序,53.14,1,10000,10000
整租·青年西区 1室1厅 南,包河-包公-青年西区,45.00,1,1600,1600
整租·龙湖·景粼玖序 1室1厅 南,包河-工业园-龙湖·景粼玖序,59.67,1,7200,7200
合租·信达文景雅居 5居室 北卧,包河-周谷堆-信达文景雅居,21.00,5,700,700
整租·淝河安百苑B区 3室1厅 南,包河-淝河镇-淝河安百苑B区,100.00,3,2000,2000
合租·力高柏林春天 5居室 南卧,包河-包公-力高柏林春天,19.40,5,800,800
整租·和昌中央城邦 5室0厅 南/北,包河-工业园-和昌中央城邦,164.00,5,8000,8000
整租·滨湖一号 2室1厅 西,包河-工业园-滨湖一号,66.72,2,2700,2700
整租·南翔汽车智慧新城 1室1厅 南,包河-工业园-南翔汽车智慧新城,45.00,1,1350,1350
整租·秋实苑 2室1厅 南,包河-常青-秋实苑,87.50,2,2200,2200
整租·京华世家 2室1厅 南,包河-淝河镇-京华世家,97.57,2,2200,2200
整租·绿苑小区 2室1厅 南,包河-包公-绿苑小区,75.00,2,1600,1600
整租·滨湖龙川里 3室2厅 南,包河-常青-滨湖龙川里,107.00,3,3000,3000
整租·民航小区 2室1厅 南,包河-望湖-民航小区,68.51,2,1600,1600
整租·文昌雅居 0室2厅 南,包河-周谷堆-文昌雅居,74.44,未,1600,1600
整租·南翔汽车智慧新城 1室0厅 东南,包河-工业园-南翔汽车智慧新城,56.00,1,1400,1400
整租·地矿家园 3室2厅 南,包河-周谷堆-地矿家园,110.00,3,2200,2200
整租·枫丹城市花园 3室1厅 南,包河-望湖-枫丹城市花园,105.93,3,2400,2400
整租·东祥府 3室2厅 南,包河-常青-东祥府,107.00,3,2500,2500
整租·绿地海顿公馆B 9室3厅 南,包河-周谷堆-绿地海顿公馆B,1300.00,9,50000,50000
整租·合肥工业大学西村 2室1厅 东南/南/西南,包河-包公-合肥工业大学西村,66.00,2,2200,2200
整租·锦绣花城 3室2厅 南/北,包河-工业园-锦绣花城,108.00,3,1500,1500
整租·世纪阳光花园青阳苑 4室2厅 南,包河-包公-世纪阳光花园青阳苑,130.60,4,3800,3800
整租·英华大厦 3室1厅 南,包河-常青-英华大厦,140.00,3,3500,3500
整租·时代领峯 4室2厅 南/北,包河-淝河镇-时代领峯,109.15,4,2600,2600
整租·金地国际城 1室1厅 复式 南,包河-周谷堆-金地国际城,60.75,1,2200,2200
整租·世纪阳光花园红阳苑 3室2厅 南,包河-包公-世纪阳光花园红阳苑,120.26,3,2600,2600
整租·和昌都汇华府 3室2厅 南,包河-周谷堆-和昌都汇华府,88.00,3,2200,2200
整租·融侨观澜 3室2厅 南,包河-常青-融侨观澜,104.65,3,3500,3500
整租·翡翠天际 3室2厅 南,包河-淝河镇-翡翠天际,102.80,3,3300,3300
整租·江南新里程 1室1厅 西,包河-芜湖路-江南新里程,43.32,1,1300,1300
整租·信达华宇锦绣龙川 3室2厅 南,包河-淝河镇-信达华宇锦绣龙川,123.00,3,2300,2300
整租·金隅大成郡 4室2厅 南,包河-淝河镇-金隅大成郡,129.12,4,3500,3500
整租·电影学校宿舍 2室1厅 南/北,包河-芜湖路-电影学校宿舍,62.00,2,1700,1700
整租·青年小区 3室1厅 南/北,包河-包公-青年小区,71.11,3,1850,1850
整租·包河苑F区 3室1厅 南,包河-工业园-包河苑F区,91.50,3,1900,1900
整租·江南新里程 3室1厅 东南,包河-芜湖路-江南新里程,76.00,3,2300,2300
整租·恒大水晶国际广场 1室1厅 南,包河-常青-恒大水晶国际广场,51.64,1,2500,2500
整租·盛景融城 3室2厅 南,包河-工业园-盛景融城,89.00,3,2400,2400
整租·滨湖龙川里 3室1厅 南,包河-常青-滨湖龙川里,92.26,3,2800,2800
整租·中辰优唐广场 1室1厅 南,包河-常青-中辰优唐广场,45.00,1,2400,2400
整租·南庭芳 3室2厅 南,包河-常青-南庭芳,100.00,3,2600,2600
整租·地矿家园 2室1厅 南,包河-周谷堆-地矿家园,96.84,2,2600,2600
整租·中辰优唐广场 1室1厅 南,包河-常青-中辰优唐广场,65.75,1,1800,1800
整租·铂金汉宫 1室1厅 南,包河-包公-铂金汉宫,50.86,1,1500,1500
整租·华地大厦 1室1厅 南,包河-芜湖路-华地大厦,50.00,1,1400,1400
整租·淝河安百苑 3室2厅 南,包河-淝河镇-淝河安百苑,93.11,3,1600,1600
整租·新世界公馆 2室2厅 南,包河-包公-新世界公馆,77.63,2,2900,2900
整租·宝利丰广场 1室1厅 西北,包河-包公-宝利丰广场,38.68,1,1800,1800
整租·新世界公馆 2室2厅 南,包河-包公-新世界公馆,82.00,2,2800,2800
整租·恒大水晶国际广场 1室1厅 北,包河-常青-恒大水晶国际广场,67.73,1,2000,2000
整租·宝利丰广场 1室0厅 西南,包河-包公-宝利丰广场,42.00,1,1650,1650
整租·幸福雅苑 2室1厅 南,包河-淝河镇-幸福雅苑,60.00,2,2300,2300
整租·和昌中央城邦 3室2厅 南,包河-工业园-和昌中央城邦,91.16,3,2000,2000
整租·顶峰国际公寓 3室2厅 南,包河-芜湖路-顶峰国际公寓,119.16,3,3700,3700
整租·龙湖·景粼玖序 4室2厅 南,包河-工业园-龙湖·景粼玖序,147.26,4,3200,3200
整租·天下锦城康桥郡 2室1厅 南,包河-常青-天下锦城康桥郡,94.04,2,1700,1700
整租·芜湖路174号 2室0厅 南,包河-芜湖路-芜湖路174号,50.00,2,1500,1500
整租·国贸天悦 1室0厅 东南/南,包河-常青-国贸天悦,265.00,1,15000,15000
整租·星隆购物广场 3室2厅 南,包河-周谷堆-星隆购物广场,113.00,3,2600,2600
整租·兰亭公寓 1室1厅 北,包河-芜湖路-兰亭公寓,39.33,1,1500,1500
整租·金地国际城 1室1厅 东,包河-周谷堆-金地国际城,35.95,1,1500,1500
整租·寰宇上都大厦 1室1厅 东,包河-周谷堆-寰宇上都大厦,43.24,1,1500,1500
整租·宝利丰广场 1室1厅 南,包河-包公-宝利丰广场,44.15,1,1600,1600
整租·新鸿意瀚海星座 1室0厅 北,包河-芜湖路-新鸿意瀚海星座,55.00,1,1500,1500
整租·东方广场 4室2厅 南,包河-包公-东方广场,106.31,4,4000,4000
整租·星光苑 1室1厅 南/北,包河-包公-星光苑,55.00,1,2700,2700
整租·航运大院宿舍 3室1厅 南,包河-包公-航运大院宿舍,75.20,3,1800,1800
整租·东方广场 4室2厅 南,包河-包公-东方广场,106.31,4,3900,3900
整租·万振城市广场 1室1厅 北,包河-周谷堆-万振城市广场,49.61,1,1980,1980
整租·创智广场 2室1厅 西,包河-包公-创智广场,78.37,2,2100,2100
整租·蓝鼎星河府 3室2厅 南,包河-周谷堆-蓝鼎星河府,106.58,3,2200,2200
整租·南翔汽车智慧新城 1室1厅 南,包河-工业园-南翔汽车智慧新城,52.00,1,1000,1000
整租·甘棠苑 3室2厅 南,包河-周谷堆-甘棠苑,120.00,3,2700,2700
整租·东方广场 1室1厅 南,包河-包公-东方广场,55.14,1,2000,2000
