title,name,area,rooms,price_lower,price_upper
整租·常楹公元自由派 1房间 西/北,朝阳-常营-常楹公元自由派,37.00,1,4300,4300
整租·金隅自由筑 3房间 东,通州-临河里-金隅自由筑,100.00,3,4500,4500
整租·上线6号 1房间 东,朝阳-常营-上线6号,55.00,1,3980,3980
整租·后现代城B区 2室2厅 北,朝阳-大望路-后现代城B区,115.00,2,11000,11000
整租·后现代城B区 2室2厅 北,朝阳-大望路-后现代城B区,115.00,2,11000,11000
整租·众美MIMO公馆 1房间 南,大兴-大兴新机场-众美MIMO公馆,51.75,1,2300,2300
整租·领地OFFICE 2室1厅 东,朝阳-北苑-领地OFFICE,146.41,2,12600,12600
整租·苹果汇 5房间 北,石景山-苹果园-苹果汇,84.00,5,6000,6000
整租·鸿坤七星长安 3房间 东/南,门头沟-滨河西区-鸿坤七星长安,69.86,3,3400,3400
整租·林达海渔广场 3房间 西/北,朝阳-十里河-林达海渔广场,82.01,3,6000,6000
整租·IDCITY艾迪城 4房间 南,顺义-后沙峪-IDCITY艾迪城,47.60,4,6800,6800
整租·莲花池东路24号院 1室1厅 西北,西城-广安门-莲花池东路24号院,55.92,1,5500,5500
整租·二里庄小区 1室1厅 东,海淀-二里庄-二里庄小区,42.20,1,6200,6200
整租·北京像素南区 2房间 北,朝阳-常营-北京像素南区,50.00,2,5100,5100
整租·美立方 5房间 东,朝阳-北苑-美立方,50.42,5,9300,9300
整租·金沟河5号院 3室1厅 南/北,海淀-五棵松-金沟河5号院,69.10,3,5900,5900
整租·紫金庄园 2室1厅 东,海淀-苏州桥-紫金庄园,66.91,2,8000,8000
整租·瞰都国际 2室1厅 西北/东北,朝阳-朝阳公园-瞰都国际,86.23,2,10500,10500
整租·玲珑山 2房间 东,朝阳-双桥-玲珑山,65.00,2,6200,6200
整租·远洋新天地 3房间 东,门头沟-上岸地铁-远洋新天地,60.00,3,4499,4499
整租·旗胜家园 3室1厅 东南/北,昌平-西三旗-旗胜家园,90.50,3,5100,5100
整租·易居国际 3房间 南,亦庄开发区-亦庄-易居国际,74.00,3,5400,5400
整租·前门前酒店公寓 1房间 东北,东城-天坛-前门前酒店公寓,50.11,1,5000,5000
整租·阿曼寓所 1室0厅 东南,朝阳-高碑店-阿曼寓所,63.10,1,4500,4500
整租·美利国际 2房间 北,大兴-旧宫-美利国际,130.00,2,7900,7900
整租·林达海渔广场 3房间 北,朝阳-十里河-林达海渔广场,93.00,3,6900,6900
整租·尚峯壹号 1房间 南,顺义-顺义其它-尚峯壹号,54.58,1,3100,3100
整租·嘉慧苑 7房间 南/北,海淀-紫竹桥-嘉慧苑,264.76,7,25000,25000
整租·智地香蜜湾 3房间 南,顺义-后沙峪-智地香蜜湾,69.90,3,6800,6800
整租·金澳国际 1室0厅 西南,海淀-马甸-金澳国际,55.00,1,7200,7200
整租·中海城紫鑫阁 2房间 北,朝阳-成寿寺-中海城紫鑫阁,48.00,2,5200,5200
整租·海淀路小区 2室1厅 南/北,海淀-圆明园-海淀路小区,58.00,2,7900,7900
整租·金隅可乐 3房间 西/北,朝阳-双桥-金隅可乐,65.49,3,4800,4800
整租·波普公社 3房间 西,大兴-枣园-波普公社,89.16,3,5000,5000
整租·金澳国际 1室0厅 西南,海淀-马甸-金澳国际,55.00,1,7200,7200
整租·美利国际 2房间 北,大兴-旧宫-美利国际,130.00,2,7900,7900
整租·东亚三环 2房间 北,丰台-马家堡-东亚三环,53.68,2,5200,5200
整租·东直门外大街(东城） 1室1厅 南,东城-东直门-东直门外大街(东城）,38.38,1,6300,6300
整租·IDCITY艾迪城 3房间 南,顺义-后沙峪-IDCITY艾迪城,74.00,3,8500,8500
整租·IDCITY艾迪城 3房间 复式 东,顺义-后沙峪-IDCITY艾迪城,60.84,3,6120,6120
整租·昆泰嘉诚 4房间 南/北,朝阳-望京-昆泰嘉诚,155.00,4,15300,15300
整租·众美MIMO公馆 2房间 北,大兴-大兴新机场-众美MIMO公馆,61.00,2,2280,2280
整租·安河家园 1室1厅 南,海淀-海淀其它-安河家园,70.00,1,5000,5000
整租·安宁里南区 2室1厅 南/北,海淀-安宁庄-安宁里南区,75.16,2,3600,3600
整租·永定路85号院 2室1厅 东,海淀-五棵松-永定路85号院,60.70,2,6000,6000
整租·臻御府 3室1厅 南/北,丰台-科技园区-臻御府,89.00,3,7500,7500
整租·领秀新硅谷2号院 3室2厅 南/北,海淀-西二旗-领秀新硅谷2号院,144.00,3,14000,14000
整租·星悦国际 4房间 南,通州-通州其它-星悦国际,101.50,4,5500,5500
整租·东大街西里 3室1厅 南/北,丰台-七里庄-东大街西里,71.00,3,5500,5500
整租·首开龙湖天琅 6房间 南/北,大兴-瀛海-首开龙湖天琅,127.12,6,11000,11000
整租·庑殿家苑B区 1室1厅 南/北,大兴-旧宫-庑殿家苑B区,64.00,1,2600,2600
整租·苏州街33号公寓 1房间 西北,海淀-苏州桥-苏州街33号公寓,67.40,1,8500,8500
整租·上东8号 3房间 东/南,朝阳-酒仙桥-上东8号,112.73,3,15600,15600
整租·首开国风美唐综合楼 1房间 西,昌平-回龙观-首开国风美唐综合楼,60.39,1,5300,5300
整租·中国铁建顺鑫汇 3房间 南/北,顺义-顺义其它-中国铁建顺鑫汇,66.00,3,3700,3700
整租·东亚望京中心 2房间 东北,朝阳-望京-东亚望京中心,58.95,2,6300,6300
整租·金茂府东区 3室2厅 南/北,朝阳-大望路-金茂府东区,201.00,3,40000,40000
整租·冠城名敦道A区 1室1厅 西南,东城-广渠门-冠城名敦道A区,83.00,1,8800,8800
整租·悦MOMA 1房间 西,海淀-上地-悦MOMA,68.47,1,6500,6500
整租·樱花园 2室1厅 东北,朝阳-惠新西街-樱花园,62.00,2,6800,6800
整租·马甸南村 2室1厅 西北,西城-马甸-马甸南村,65.00,2,7500,7500
整租·星光视界中心 1房间 西/北,大兴-高米店-星光视界中心,75.80,1,5500,5500
整租·新华联丽港 1房间 东,朝阳-酒仙桥-新华联丽港,52.00,1,5500,5500
整租·IDCITY艾迪城 3房间 复式 南,顺义-后沙峪-IDCITY艾迪城,62.00,3,7600,7600
整租·新华联丽港 1房间 东,朝阳-酒仙桥-新华联丽港,52.00,1,5500,5500
整租·IDCITY艾迪城 3房间 复式 南,顺义-后沙峪-IDCITY艾迪城,62.00,3,7600,7600
整租·绿地中央广场 2房间 南,大兴-高米店-绿地中央广场,91.68,2,8500,8500
整租·宜品上层 1房间 南,海淀-上地-宜品上层,58.00,1,5600,5600
整租·辉煌国际 1房间 北,海淀-上地-辉煌国际,64.00,1,6500,6500
整租·兴创D标 3房间 西,大兴-高米店-兴创D标,83.15,3,8000,8000
整租·八里庄路62号院 2房间 南,海淀-定慧寺-八里庄路62号院,79.00,2,8600,8600
整租·嘉瑞公寓 2房间 南,朝阳-望京-嘉瑞公寓,106.00,2,18000,18000
整租·通州富力中心A 4房间 西北,通州-武夷花园-通州富力中心A,104.31,4,9000,9000
整租·金地未未来 3房间 西,顺义-顺义其它-金地未未来,42.00,3,3300,3300
整租·首创新悦都二区 3室1厅 南/北,房山-长阳-首创新悦都二区,81.17,3,4300,4300
整租·中国铁建顺鑫汇 3房间 南/北,顺义-顺义其它-中国铁建顺鑫汇,66.00,3,3700,3700
整租·辉煌国际 2房间 南,海淀-上地-辉煌国际,51.00,2,5150,5150
整租·东亚三环 1房间 南,丰台-马家堡-东亚三环,54.00,1,5000,5000
整租·鸿坤七星长安 3房间 北,门头沟-滨河西区-鸿坤七星长安,65.00,3,3500,3500
整租·华润悦景湾 4房间 南,门头沟-上岸地铁-华润悦景湾,68.00,4,5800,5800
整租·合立方 4房间 南/北,昌平-立水桥-合立方,70.00,4,12000,12000
整租·新华联丽港 1房间 东,朝阳-酒仙桥-新华联丽港,52.00,1,6280,6280
整租·上线6号 1房间 北,朝阳-常营-上线6号,51.62,1,3600,3600
整租·铭科苑 2室1厅 南/北,海淀-西二旗-铭科苑,65.00,2,6800,6800
整租·城市广场 2室1厅 西南,朝阳-十里堡-城市广场,105.91,2,5200,5200
整租·三里河二区A区 2室1厅 西南,西城-月坛-三里河二区A区,87.90,2,12600,12600
整租·常楹公元自由派 2房间 西,朝阳-常营-常楹公元自由派,67.00,2,6700,6700
整租·通泰国际公馆 2室1厅 南/北,亦庄开发区-亦庄-通泰国际公馆,89.00,2,4600,4600
整租·君安国际 4房间 东南,亦庄开发区-亦庄-君安国际,141.33,4,11000,11000
整租·金隅自由筑 2房间 复式 西,通州-临河里-金隅自由筑,59.00,2,3100,3100
整租·润枫领尚 4室2厅 南/北,通州-通州其它-润枫领尚,265.54,4,15000,15000
整租·华清嘉园 2室1厅 东,海淀-五道口-华清嘉园,74.35,2,12500,12500
整租·加气混凝土厂宿舍 3室1厅 东/西,海淀-清河-加气混凝土厂宿舍,80.00,3,6300,6300
整租·北京像素北区 4房间 东南,朝阳-常营-北京像素北区,70.00,4,7000,7000
整租·碧水云天 3室1厅 南/北,海淀-万柳-碧水云天,146.93,3,29000,29000
整租·加气混凝土厂宿舍 2室1厅 东/南/北,海淀-清河-加气混凝土厂宿舍,75.60,2,6600,6600
整租·和光里 1室1厅 北,丰台-五里店-和光里,55.00,1,3150,3150
整租·东亚上北中心 1房间 北,昌平-回龙观-东亚上北中心,37.19,1,4000,4000
整租·和平街十三区 2室1厅 东/西,朝阳-和平里-和平街十三区,54.29,2,4300,4300
整租·林达海渔广场 2房间 南,朝阳-十里河-林达海渔广场,75.90,2,5300,5300
整租·华人一品大厦 2房间 北,东城-东四-华人一品大厦,56.00,2,5600,5600
整租·苏州胡同 2室1厅 南/北,东城-建国门内-苏州胡同,65.00,2,8500,8500
整租·西长安壹号 2房间 西,门头沟-上岸地铁-西长安壹号,38.00,2,3600,3600
整租·中国铁建梧桐汇 3房间 西/北,门头沟-上岸地铁-中国铁建梧桐汇,80.12,3,4000,4000
整租·北京方糖 3房间 南,顺义-后沙峪-北京方糖,58.60,3,6900,6900
整租·建国门北大街5号 3室1厅 南,东城-建国门内-建国门北大街5号,300.00,3,45000,45000
整租·嘉特美公馆 2房间 东南,丰台-北京南站-嘉特美公馆,48.00,2,5600,5600
整租·城南大道 3房间 南,丰台-马家堡-城南大道,46.16,3,8000,8000
整租·东亚上北中心 3房间 东南,昌平-回龙观-东亚上北中心,83.62,3,6500,6500
整租·后现代城B区 1室0厅 南/北,朝阳-大望路-后现代城B区,222.00,1,26000,26000
整租·北回归线 3房间 北,昌平-回龙观-北回归线,74.00,3,5800,5800
整租·万恒家园 3室2厅 南/北,丰台-青塔-万恒家园,116.00,3,7800,7800
整租·辉煌国际 1房间 西,海淀-上地-辉煌国际,51.00,1,5500,5500
整租·延静西里 2室1厅 南,朝阳-红庙-延静西里,62.00,2,6300,6300
整租·庑殿家苑C区 1室1厅 南,大兴-旧宫-庑殿家苑C区,48.30,1,3500,3500
整租·兆丰园 2室1厅 东南,丰台-青塔-兆丰园,67.22,2,3500,3500
整租·西府颐园 2室1厅 南,丰台-岳各庄-西府颐园,94.00,2,6000,6000
整租·慧忠北里 3室1厅 东,朝阳-亚运村-慧忠北里,94.36,3,8500,8500
整租·熙公馆 3房间 西,丰台-青塔-熙公馆,98.00,3,6500,6500
整租·金地未未来 3房间 东,顺义-顺义其它-金地未未来,42.00,3,4000,4000
整租·红庭 3房间 南/北,丰台-岳各庄-红庭,48.61,3,5200,5200
整租·蓝光云鼎 2房间 跃层 南,丰台-马家堡-蓝光云鼎,60.00,2,5200,5200
整租·绿地中央广场 2室1厅 东/西,大兴-高米店-绿地中央广场,108.00,2,7000,7000
整租·珠江帝景 2室1厅 南/北,朝阳-大望路-珠江帝景,180.00,2,16800,16800
整租·城乡世纪广场莫尔空间 3房间 东,通州-通州其它-城乡世纪广场莫尔空间,55.00,3,5000,5000
整租·东亚上北中心 2房间 东北,昌平-回龙观-东亚上北中心,56.57,2,5100,5100
整租·嘉美风尚中心 3室2厅 南/北,朝阳-望京-嘉美风尚中心,161.50,3,17500,17500
整租·果岭假日 5室5厅 南/北,大兴-义和庄-果岭假日,580.00,5,20000,20000
整租·东升园 2室1厅 南/北,海淀-五道口-东升园,75.00,2,9300,9300
整租·世纪经贸大厦 2房间 南,海淀-甘家口-世纪经贸大厦,138.00,2,23000,23000
整租·城市之光·东望 3室2厅 南,通州-通州其它-城市之光·东望,89.00,3,15000,15000
整租·星岛假日 4室1厅 南/北,亦庄开发区-亦庄-星岛假日,267.00,4,10000,10000
整租·梨园小镇 1室1厅 西,通州-梨园-梨园小镇,71.00,1,3800,3800
整租·红联北村 3室1厅 东北,海淀-小西天-红联北村,81.00,3,7500,7500
整租·百合湾西区 2房间 东,通州-武夷花园-百合湾西区,28.94,2,3300,3300
整租·兴海家园星苑 2室1厅 南/北,大兴-西红门-兴海家园星苑,84.00,2,5000,5000
整租·首开国风美唐综合楼 1房间 西/北,昌平-回龙观-首开国风美唐综合楼,60.55,1,5000,5000
整租·龙德紫金 1房间 西,昌平-天通苑-龙德紫金,55.37,1,4500,4500
整租·玉带河西街 2室2厅 南/北,通州-万达-玉带河西街,61.00,2,3600,3600
整租·恒富花园1号院 3室2厅 南/北,丰台-科技园区-恒富花园1号院,115.00,3,7500,7500
整租·天伦北里 3室2厅 东南,丰台-菜户营-天伦北里,179.00,3,10800,10800
整租·希格玛公寓 6室2厅 东南,海淀-中关村-希格玛公寓,290.75,6,32000,32000
整租·汇景苑二区 2室1厅 南,朝阳-东坝-汇景苑二区,87.17,2,5300,5300
整租·益辰欣园 2室1厅 东/南/北,丰台-科技园区-益辰欣园,90.00,2,6400,6400
整租·国悦府 2房间 北,海淀-公主坟-国悦府,102.53,2,15000,15000
整租·首开国风美唐综合楼 1房间 西,昌平-回龙观-首开国风美唐综合楼,48.00,1,4800,4800
整租·空港新苑五区13号院 2室1厅 南/北,大兴-大兴机场空港-空港新苑五区13号院,89.00,2,1800,1800
整租·非常生活 1室1厅 东,朝阳-双井-非常生活,64.88,1,7500,7500
整租·西马金润二区 1室1厅 南,丰台-马家堡-西马金润二区,50.00,1,5200,5200
整租·新城国际 2室2厅 东南,朝阳-东大桥-新城国际,140.00,2,27000,27000
整租·炫特嘉园二期 2室1厅 南,朝阳-石佛营-炫特嘉园二期,93.49,2,8200,8200
整租·西长安壹号 4房间 西,门头沟-上岸地铁-西长安壹号,86.00,4,6000,6000
整租·关东店南街 2室1厅 北,朝阳-东大桥-关东店南街,58.17,2,7800,7800
整租·矿建街268号院 2室1厅 南/北,门头沟-门头沟其它-矿建街268号院,88.02,2,3400,3400
整租·紫御国际 4房间 南/北,石景山-鲁谷-紫御国际,87.00,4,12000,12000
整租·首开华润城 4室2厅 南/北,丰台-科技园区-首开华润城,171.00,4,16000,16000
整租·北花园小区3号院 2室1厅 南/北,朝阳-双桥-北花园小区3号院,101.00,2,6800,6800
整租·常楹公元自由派 1房间 北,朝阳-常营-常楹公元自由派,55.92,1,6000,6000
整租·苹果社区南区 2室1厅 西北,朝阳-双井-苹果社区南区,94.00,2,11300,11300
整租·国融国际 1室0厅 北,亦庄开发区-亦庄-国融国际,33.00,1,3800,3800
整租·金泉时代 1室0厅 南/西南,朝阳-亚运村-金泉时代,151.00,1,14999,14999
整租·厂洼小区 3室1厅 南/北,海淀-厂洼-厂洼小区,95.00,3,12500,12500
整租·尚西泊图 1室1厅 西北,丰台-太平桥-尚西泊图,64.00,1,6100,6100
整租·模式口西里 2室1厅 东/西,石景山-苹果园-模式口西里,55.00,2,3800,3800
整租·泷悦•长安剑桥园 5室2厅 南/北,门头沟-上岸地铁-泷悦•长安剑桥园,248.00,5,33000,33000
整租·上京新航线 5室2厅 南/北,朝阳-望京-上京新航线,239.00,5,23000,23000
整租·劲松四区 2室1厅 南/北,朝阳-劲松-劲松四区,59.30,2,6400,6400
整租·广渠门外大街6号院 2室1厅 南/北,朝阳-劲松-广渠门外大街6号院,56.83,2,6600,6600
整租·建邦华府 2室1厅 南,丰台-刘家窑-建邦华府,94.00,2,9300,9300
整租·富力城B区 3室1厅 南,朝阳-双井-富力城B区,139.70,3,17500,17500
整租·南十里居 2室1厅 东/西,朝阳-朝阳公园-南十里居,59.12,2,5600,5600
整租·裘马都 4室2厅 南/北,朝阳-三元桥-裘马都,291.31,4,35000,35000
整租·世华泊郡 1室1厅 南,朝阳-北苑-世华泊郡,69.00,1,6900,6900
整租·海户西里 2室1厅 南/北,丰台-洋桥-海户西里,65.10,2,5100,5100
整租·定慧东里 3室1厅 南/北,海淀-定慧寺-定慧东里,69.70,3,8500,8500
整租·海悦名门 1室1厅 西,朝阳-农展馆-海悦名门,67.00,1,11000,11000
整租·安外大街 1室1厅 东,东城-安贞-安外大街,46.83,1,6300,6300
整租·世纪经贸大厦 2房间 南,海淀-甘家口-世纪经贸大厦,268.00,2,42000,42000
整租·三里河东路 3室1厅 西,西城-月坛-三里河东路,80.00,3,12000,12000
整租·华贸公寓 3室1厅 南/北,朝阳-CBD-华贸公寓,151.37,3,21000,21000
整租·江山赋 3室2厅 南/北,顺义-后沙峪-江山赋,153.00,3,15000,15000
整租·南沙滩小区 2室1厅 东南,朝阳-南沙滩-南沙滩小区,69.00,2,7700,7700
整租·北京像素南区 1房间 西南,朝阳-常营-北京像素南区,50.00,1,4300,4300
整租·凤凰城一期 1室1厅 西北,朝阳-三元桥-凤凰城一期,74.00,1,12500,12500
整租·蓝堡国际公寓 3室2厅 南/北,朝阳-CBD-蓝堡国际公寓,180.00,3,28000,28000
整租·中粮祥云国际生活区 2室1厅 南/北,顺义-后沙峪-中粮祥云国际生活区,113.00,2,10500,10500
整租·新城国际 1室1厅 西北,朝阳-东大桥-新城国际,86.47,1,15000,15000
整租·潞河名苑 1室1厅 西,通州-万达-潞河名苑,61.41,1,4000,4000
整租·明德家园 2室1厅 南/北,顺义-后沙峪-明德家园,94.00,2,5000,5000
整租·林肯公寓 3房间 西,亦庄开发区-亦庄-林肯公寓,58.00,3,7200,7200
整租·世贸国际公寓 1室1厅 北,朝阳-东大桥-世贸国际公寓,75.00,1,21000,21000
整租·清上园 3室1厅 南,海淀-安宁庄-清上园,150.00,3,14000,14000
整租·万年花城一期 3室1厅 南/北,丰台-玉泉营-万年花城一期,117.00,3,9200,9200
整租·翠微路4号 2室1厅 东/西,海淀-公主坟-翠微路4号,57.90,2,6300,6300
整租·华龙苑中里 2室1厅 南/北,昌平-霍营-华龙苑中里,56.36,2,5700,5700
整租·西山艺境华墅 3室2厅 南/北,门头沟-大峪-西山艺境华墅,225.00,3,11000,11000
整租·珠江罗马嘉园西区 3室2厅 南/北,朝阳-朝青-珠江罗马嘉园西区,149.00,3,13900,13900
整租·沿湖小区南区 3室2厅 南/北,密云-鼓楼街道-沿湖小区南区,93.61,3,1700,1700
整租·蓝珏苑 2室2厅 北,朝阳-惠新西街-蓝珏苑,138.72,2,14900,14900
整租·龙湖香醍漫步二区 4室2厅 复式 南/北,顺义-马坡-龙湖香醍漫步二区,186.00,4,16500,16500
整租·车道沟南里 1室1厅 南,海淀-紫竹桥-车道沟南里,58.00,1,6500,6500
整租·前永康二巷 1室1厅 南,东城-东直门-前永康二巷,44.00,1,5700,5700
整租·西罗园四区 2室1厅 南/北,丰台-西罗园-西罗园四区,49.60,2,4400,4400
整租·华鼎世家 2室2厅 西南,朝阳-望京-华鼎世家,136.87,2,14000,14000
整租·常楹公元自由派 1房间 北,朝阳-常营-常楹公元自由派,37.00,1,4500,4500
整租·金泰旅游大厦 1室1厅 北,丰台-菜户营-金泰旅游大厦,81.00,1,8000,8000
整租·金泰旅游大厦 1室1厅 南,丰台-菜户营-金泰旅游大厦,88.00,1,9600,9600
整租·西山锦绣府 3室1厅 南/北,海淀-海淀北部新区-西山锦绣府,89.00,3,8000,8000
整租·苏州街33号公寓 1房间 西北,海淀-苏州桥-苏州街33号公寓,67.40,1,8500,8500
整租·金泰旅游大厦 1室1厅 南,丰台-菜户营-金泰旅游大厦,76.00,1,9600,9600
整租·衙府业园 2室1厅 南,石景山-鲁谷-衙府业园,68.74,2,5100,5100
整租·汇园公寓 4室1厅 南/北,朝阳-亚运村-汇园公寓,136.00,4,23800,23800
整租·纽约豪园 3室2厅 东北,朝阳-红庙-纽约豪园,191.00,3,18000,18000
整租·贵园南里丁区 1室1厅 南,亦庄开发区-亦庄-贵园南里丁区,52.00,1,3600,3600
整租·天裕昕园东区 2室1厅 南/北,顺义-中央别墅区-天裕昕园东区,78.00,2,4600,4600
整租·方恒偶寓 3室1厅 西,丰台-宋家庄-方恒偶寓,65.00,3,8300,8300
整租·模式口北里 2室1厅 南/北,石景山-苹果园-模式口北里,62.00,2,4500,4500
整租·龙湖唐宁one 1房间 北,海淀-五道口-龙湖唐宁one,50.00,1,9500,9500
整租·和光尘樾 4室2厅 南/北,朝阳-东坝-和光尘樾,181.30,4,17000,17000
整租·中加荣园南区 7室1厅 跃层 南/北,密云-密云镇-中加荣园南区,397.11,7,5500,5500
整租·香花畦家园 3室2厅 南/北,顺义-后沙峪-香花畦家园,145.00,3,9500,9500
整租·天鹅堡 3室2厅 南/北,通州-马驹桥-天鹅堡,248.70,3,7000,7000
整租·先锋公寓 4房间 西,大兴-枣园-先锋公寓,486.60,4,39500,39500
整租·清逸园 2室1厅 南/北,大兴-旧宫-清逸园,70.00,2,5100,5100
整租·长阳半岛祥云墅 6房间 南/北,房山-长阳-长阳半岛祥云墅,212.17,6,20000,20000
整租·金泉时代 1室0厅 东,朝阳-亚运村-金泉时代,85.00,1,9000,9000
整租·江山赋 2房间 南,顺义-后沙峪-江山赋,104.00,2,5000,5000
整租·凯景铭座 2室1厅 东/北,朝阳-安定门-凯景铭座,156.20,2,17500,17500
整租·凯景铭座 2室1厅 西,朝阳-安定门-凯景铭座,122.00,2,14500,14500
整租·京瑞大厦 3室2厅 东南/南,朝阳-潘家园-京瑞大厦,190.88,3,19000,19000
整租·旺座中心公寓 1室1厅 西,朝阳-东大桥-旺座中心公寓,115.00,1,16000,16000
整租·景粼原著 3室2厅 南/北,朝阳-中央别墅区-景粼原著,137.00,3,25000,25000
整租·7克拉 4房间 复式 西南,丰台-马家堡-7克拉,31.99,4,8500,8500
整租·郦城工作区 2房间 西,海淀-四季青-郦城工作区,114.49,2,21000,21000
整租·南湖中园二区 2室1厅 复式 南/北,朝阳-望京-南湖中园二区,87.49,2,8000,8000
整租·花园北路乙28号院 2室1厅 南/北,海淀-牡丹园-花园北路乙28号院,61.20,2,8200,8200
整租·核桃园北里 2室1厅 南/北,朝阳-东大桥-核桃园北里,67.31,2,8600,8600
整租·首创远洋·禧瑞春秋 4室3厅 南/北,朝阳-中央别墅区-首创远洋·禧瑞春秋,450.00,4,28000,28000
整租·空港富苑3号院 1室1厅 南,大兴-大兴机场空港-空港富苑3号院,60.00,1,1600,1600
整租·百荣嘉园 2室1厅 南,东城-永定门-百荣嘉园,56.63,2,6300,6300
整租·阿凯笛亚庄园 4室1厅 复式 南/西/北,顺义-后沙峪-阿凯笛亚庄园,461.00,4,43000,43000
整租·芳星园三区 2室1厅 南,丰台-方庄-芳星园三区,64.00,2,5800,5800
整租·万年花城二期 1室0厅 北,丰台-玉泉营-万年花城二期,47.00,1,5000,5000
整租·保利东郡 3室2厅 南/北,朝阳-石佛营-保利东郡,167.09,3,26000,26000
整租·复康南里 3室1厅 南/北,东城-天坛-复康南里,61.00,3,5100,5100
整租·成铭大厦 3室3厅 复式 南/北,西城-官园-成铭大厦,305.00,3,31700,31700
整租·东后河沿 1室1厅 东,东城-崇文门-东后河沿,82.00,1,8300,8300
整租·安化南里 2室1厅 东,东城-广渠门-安化南里,70.00,2,7100,7100
整租·营房西街 1室1厅 南,东城-崇文门-营房西街,45.65,1,5300,5300
整租·金鱼池中区 4室2厅 南/北,东城-天坛-金鱼池中区,151.59,4,12500,12500
整租·金鱼池东区 1室0厅 西,东城-天坛-金鱼池东区,42.85,1,5500,5500
整租·天坛东里中区 2室1厅 南,东城-天坛-天坛东里中区,50.00,2,6200,6200
整租·郭庄北里 1室1厅 南,东城-永定门-郭庄北里,41.07,1,4800,4800
整租·前门前酒店公寓 1室1厅 东南,东城-天坛-前门前酒店公寓,97.00,1,8900,8900
整租·景泰西里 3室1厅 南/北,东城-永定门-景泰西里,66.57,3,6300,6300
整租·沙子口路65号 2室1厅 东/西,东城-永定门-沙子口路65号,64.00,2,4900,4900
整租·前门前 2房间 南,东城-天坛-前门前,109.06,2,9800,9800
整租·广渠家园 1室1厅 西,东城-广渠门-广渠家园,50.00,1,5400,5400
整租·广渠家园 2室2厅 西,东城-广渠门-广渠家园,71.54,2,5500,5500
整租·广渠家园 2室1厅 西,东城-广渠门-广渠家园,71.00,2,6200,6200
整租·荣丰2008 1室0厅 南/北,西城-广安门-荣丰2008,24.50,1,3800,3800
整租·广安小区 2室2厅 南/北,西城-广安门-广安小区,128.89,2,11500,11500
整租·远见名苑 2室1厅 东北,西城-广安门-远见名苑,88.81,2,9500,9500
整租·李村南里 3室1厅 南/北,东城-永定门-李村南里,73.00,3,6600,6600
整租·建予园 2室1厅 南,东城-永定门-建予园,88.00,2,6500,6500
整租·远见名苑 1室0厅 南,西城-广安门-远见名苑,51.09,1,5500,5500
整租·荣丰2008 1室0厅 南/北,西城-广安门-荣丰2008,25.84,1,3700,3700
