title,name,area,rooms,price_lower,price_upper,price_average,price_square_lower,price_square_upper,price_square_average
独栋·八号季 洪湖店 朝阳单间短租短租押一 开间,罗湖区-笋岗-祥福雅居,38.00,1,2380,2700,2540.0,62.63157894736842,71.05263157894737,66.84210526315789
整租·金城华庭 1室1厅 东南/南,罗湖区-螺岭-金城华庭,36.00,1,3600,3600,3600.0,100.0,100.0,100.0
独栋·啟岸青年公寓 总店 地王精装特价房 开间,罗湖区-螺岭-金城华庭,36.00,1,2180,2380,2280.0,60.55555555555556,66.11111111111111,63.333333333333336
整租·华丽花园 3室2厅 东南,罗湖区-螺岭-华丽花园,88.50,3,5000,5000,5000.0,56.49717514124294,56.49717514124294,56.49717514124294
整租·田心大厦 1室1厅 西北,罗湖区-笋岗-田心大厦,49.00,1,3800,3800,3800.0,77.55102040816327,77.55102040816327,77.55102040816327
整租·同乐大厦 3室2厅 南,罗湖区-东门-同乐大厦,100.00,3,6400,6400,6400.0,64.0,64.0,64.0
独栋·星窝青年公寓 新秀店 新秀大露台单间采光好 1室1厅,罗湖区-东门-同乐大厦,100.00,3,2199,2199,2199.0,21.99,21.99,21.99
整租·红岗花园 2室1厅 东/西,罗湖区-清水河-红岗花园,56.40,2,3000,3000,3000.0,53.19148936170213,53.19148936170213,53.19148936170213
整租·红群楼 2室1厅 南,罗湖区-地王-红群楼,72.00,2,4600,4600,4600.0,63.888888888888886,63.888888888888886,63.888888888888886
整租·MR.91公馆 1室0厅 南,罗湖区-笋岗-MR.91公馆,39.00,1,3600,3600,3600.0,92.3076923076923,92.3076923076923,92.3076923076923
独栋·湾涛公寓 罗湖一号公寓1 “特惠”送房租888 1室1厅,罗湖区-笋岗-MR.91公馆,39.00,1,3550,3980,3765.0,91.02564102564102,102.05128205128206,96.53846153846155
整租·深业东岭一期 1室0厅 南,罗湖区-黄贝岭-深业东岭一期,33.00,1,3600,3600,3600.0,109.0909090909091,109.0909090909091,109.0909090909091
独栋·融寓 红岭地铁店 诗情画意 落地窗一居 1室1厅,罗湖区-黄贝岭-深业东岭一期,33.00,1,4017,4950,4483.5,121.72727272727273,150.0,135.86363636363637
整租·深发花园 3室2厅 南,罗湖区-黄贝岭-深发花园,83.00,3,6200,6200,6200.0,74.6987951807229,74.6987951807229,74.6987951807229
独栋·柚米国际社区 笋岗西路店 精装飘窗近地铁一居 开间,罗湖区-黄贝岭-深发花园,83.00,3,2800,2800,2800.0,33.734939759036145,33.734939759036145,33.734939759036145
合租·西湖小区 6居室 南卧,罗湖区-地王-西湖小区,22.00,6,2200,2200,2200.0,100.0,100.0,100.0
独栋·融寓 红岭地铁店 精致阳台单间 可短租 开间,罗湖区-地王-西湖小区,22.00,6,3403,3544,3473.5,154.6818181818182,161.0909090909091,157.88636363636363
整租·东门168 1室0厅 东南,罗湖区-螺岭-东门168,27.00,1,2200,2200,2200.0,81.48148148148148,81.48148148148148,81.48148148148148
独栋·星窝青年公寓 新秀店二期 高端公寓近瑞思国际 1室1厅,罗湖区-螺岭-东门168,27.00,1,2450,2700,2575.0,90.74074074074075,100.0,95.37037037037038
整租·美荔园 3室2厅 西南,罗湖区-地王-美荔园,126.00,3,10000,10000,10000.0,79.36507936507937,79.36507936507937,79.36507936507937
独栋·晨熙生活公寓 东门一店 东门优惠超大单间 1室1厅,罗湖区-地王-美荔园,126.00,3,1780,2180,1980.0,14.126984126984127,17.3015873015873,15.714285714285714
整租·靖轩豪苑 2室1厅 东,罗湖区-黄贝岭-靖轩豪苑,70.00,2,6900,6900,6900.0,98.57142857142857,98.57142857142857,98.57142857142857
独栋·魔方公寓 深圳国贸店 年底特惠限时秒杀押一 1室1厅,罗湖区-黄贝岭-靖轩豪苑,70.00,2,2100,2450,2275.0,30.0,35.0,32.5
整租·美荔园 3室1厅 南,罗湖区-地王-美荔园,129.81,3,12000,12000,12000.0,92.4428010168708,92.4428010168708,92.4428010168708
独栋·冠寓 深圳上水径二店 首月8折 押一付一 1室1厅,nan,20.00-27.00,1,1699,2199,1949.0,72.29787234042553,93.57446808510639,82.93617021276596
整租·百仕达花园二期 2室1厅 南,罗湖区-百仕达-百仕达花园二期,73.00,2,6800,6800,6800.0,93.15068493150685,93.15068493150685,93.15068493150685
独栋·湾涛公寓 莲塘店 近地铁大单间 开间,罗湖区-百仕达-百仕达花园二期,73.00,2,1860,2420,2140.0,25.47945205479452,33.15068493150685,29.315068493150687
整租·世界金融中心 2室1厅 东/西,罗湖区-万象城-世界金融中心,51.00,2,6500,6500,6500.0,127.45098039215686,127.45098039215686,127.45098039215686
独栋·魔方公寓 深圳国贸店 春节探亲短租特惠房 1室1厅,罗湖区-万象城-世界金融中心,51.00,2,1280,1280,1280.0,25.098039215686274,25.098039215686274,25.098039215686274
整租·翠榕花园 3室2厅 南,罗湖区-莲塘-翠榕花园,77.06,3,4000,4000,4000.0,51.90760446405398,51.90760446405398,51.90760446405398
独栋·晨熙生活公寓 东门一店 东门过渡房 开间,罗湖区-莲塘-翠榕花园,77.06,3,1000,1380,1190.0,12.976901116013495,17.908123540098625,15.442512328056061
整租·虹桥星座大厦 3室2厅 东,罗湖区-笋岗-虹桥星座大厦,74.00,3,6800,6800,6800.0,91.89189189189189,91.89189189189189,91.89189189189189
独栋·红柚公寓 梧桐山南店 阳台单间 开间,罗湖区-笋岗-虹桥星座大厦,74.00,3,1880,1880,1880.0,25.405405405405407,25.405405405405407,25.405405405405407
整租·万科深南广场 1室1厅 南,罗湖区-春风路-万科深南广场,45.00,1,4500,4500,4500.0,100.0,100.0,100.0
整租·嘉宝田花园 3室2厅 北,罗湖区-笋岗-嘉宝田花园,83.91,3,8300,8300,8300.0,98.91550470742463,98.91550470742463,98.91550470742463
整租·贝悦汇大厦 1室1厅 南,罗湖区-翠竹-贝悦汇大厦,32.00,1,4200,4200,4200.0,131.25,131.25,131.25
独栋·星窝青年公寓 新秀店 地铁口朝阳大窗大单间 开间,罗湖区-翠竹-贝悦汇大厦,32.00,1,2180,2180,2180.0,68.125,68.125,68.125
整租·洪湖一街五号大院罗湖区 3室1厅 南/北,罗湖区-洪湖-洪湖一街五号大院罗湖区,81.80,3,4300,4300,4300.0,52.567237163814184,52.567237163814184,52.567237163814184
整租·深业泰富广场 1室1厅 东北,罗湖区-笋岗-深业泰富广场,58.00,1,6000,6000,6000.0,103.44827586206897,103.44827586206897,103.44827586206897
整租·东方凤雅台 3室2厅 南,罗湖区-莲塘-东方凤雅台,126.00,3,7000,7000,7000.0,55.55555555555556,55.55555555555556,55.55555555555556
独栋·泊寓 深南68号 湖贝地铁口温馨一房 开间,罗湖区-莲塘-东方凤雅台,126.00,3,4499,4859,4679.0,35.70634920634921,38.56349206349206,37.13492063492063
整租·深业东岭一期 1室0厅 东,罗湖区-黄贝岭-深业东岭一期,39.00,1,3600,3600,3600.0,92.3076923076923,92.3076923076923,92.3076923076923
独栋·星窝青年公寓 新秀店三期 特价一房一厅 1室1厅,罗湖区-黄贝岭-深业东岭一期,39.00,1,2299,2399,2349.0,58.94871794871795,61.51282051282051,60.230769230769226
整租·海珑华苑 1室0厅 北,罗湖区-螺岭-海珑华苑,44.80,1,3000,3000,3000.0,66.96428571428572,66.96428571428572,66.96428571428572
独栋·晨熙生活公寓 东门一店 特价 阳光房 1室1厅,罗湖区-螺岭-海珑华苑,44.80,1,2280,2280,2280.0,50.892857142857146,50.892857142857146,50.892857142857146
整租·TCL雅馨居 1室0厅 南,罗湖区-地王-TCL雅馨居,40.00,1,4380,4380,4380.0,109.5,109.5,109.5
独栋·魔方公寓 深圳国贸店 地铁直达福田拎包住 1室1厅,罗湖区-地王-TCL雅馨居,40.00,1,2680,3200,2940.0,67.0,80.0,73.5
整租·航天晴山月 3室2厅 南,罗湖区-莲塘-航天晴山月,127.64,3,9500,9500,9500.0,74.42807897210906,74.42807897210906,74.42807897210906
独栋·星窝青年公寓 新秀店三期 一押阳台大一居 1室1厅,罗湖区-莲塘-航天晴山月,127.64,3,2399,2499,2449.0,18.7950485741147,19.578502036979003,19.186775305546853
整租·东门168 1室1厅 东南,罗湖区-螺岭-东门168,42.45,1,3200,3200,3200.0,75.38280329799764,75.38280329799764,75.38280329799764
独栋·星窝青年公寓 新秀店三期 一押阳台大一居 1室1厅,罗湖区-螺岭-东门168,42.45,1,2399,2499,2449.0,56.513545347467605,58.869257950530034,57.69140164899882
整租·联城美园 2室1厅 南,罗湖区-春风路-联城美园,64.00,2,6500,6500,6500.0,101.5625,101.5625,101.5625
独栋·深圳青柠公寓 富根深-红岭店 减免管理费 押一付一 开间,罗湖区-春风路-联城美园,64.00,2,1550,1550,1550.0,24.21875,24.21875,24.21875
独栋·啟岸青年公寓 旗舰店 独栋园林式公寓有特惠 开间,nan,20.00-35.00,1,2600,2900,2750.0,94.54545454545455,105.45454545454545,100.0
整租·华丽路1039号 3室2厅 南/北,罗湖区-螺岭-华丽路1039号,78.00,3,4500,4500,4500.0,57.69230769230769,57.69230769230769,57.69230769230769
合租·贝丽花园 3居室 北卧,罗湖区-螺岭-华丽路1039号,78.00,3,1830,1830,1830.0,23.46153846153846,23.46153846153846,23.46153846153846
整租·凤凰印象 1室1厅 南,罗湖区-螺岭-凤凰印象,45.00,1,4300,4300,4300.0,95.55555555555556,95.55555555555556,95.55555555555556
合租·骏庭名园 3居室 北卧,罗湖区-螺岭-凤凰印象,45.00,1,1830,1830,1830.0,40.666666666666664,40.666666666666664,40.666666666666664
整租·荣华里 3室2厅 南,罗湖区-地王-荣华里,95.00,3,6000,6000,6000.0,63.1578947368421,63.1578947368421,63.1578947368421
合租·滨苑小区 4居室 北卧,罗湖区-地王-荣华里,95.00,3,1630,1630,1630.0,17.157894736842106,17.157894736842106,17.157894736842106
整租·观山盛苑 3室2厅 东,罗湖区-布心-观山盛苑,101.55,3,6500,6500,6500.0,64.00787789266371,64.00787789266371,64.00787789266371
独栋·星窝青年公寓 新秀店二期 毕业季免押福利大单间 开间,罗湖区-布心-观山盛苑,101.55,3,2100,2400,2250.0,20.6794682422452,23.633677991137372,22.156573116691284
整租·旭飞华达园 2室1厅 西,罗湖区-百仕达-旭飞华达园,56.98,2,5500,5500,5500.0,96.52509652509653,96.52509652509653,96.52509652509653
整租·京基水贝城市广场 2室1厅 南,罗湖区-翠竹-京基水贝城市广场,70.00,2,7500,7500,7500.0,107.14285714285714,107.14285714285714,107.14285714285714
独栋·深圳众悦公寓 笋岗地铁站店 直租地铁口一房一厅 1室1厅,nan,59.00,1,4000,4000,4000.0,67.79661016949153,67.79661016949153,67.79661016949153
整租·华丽园 3室2厅 北,罗湖区-翠竹-华丽园,90.32,3,8000,8000,8000.0,88.57395925597875,88.57395925597875,88.57395925597875
整租·京基东方华都 1室1厅 南,罗湖区-螺岭-京基东方华都,40.00,1,4100,4100,4100.0,102.5,102.5,102.5
独栋·柚米国际社区 园岭地铁站店 HD9号线园岭地铁房 开间,罗湖区-螺岭-京基东方华都,40.00,1,4630,4630,4630.0,115.75,115.75,115.75
独栋·潮生活公寓 泥岗店 舒适雅居 开间,罗湖区-黄贝岭-深业东岭一期,39.00,1,2880,2880,2880.0,73.84615384615384,73.84615384615384,73.84615384615384
整租·锦上花家园 3室2厅 南,罗湖区-黄贝岭-锦上花家园,85.12,3,6500,6500,6500.0,76.36278195488721,76.36278195488721,76.36278195488721
独栋·深圳青柠公寓 苜宿·莲塘口岸店 带阳台可养宠民水民电 1室1厅,罗湖区-黄贝岭-锦上花家园,85.12,3,2380,2380,2380.0,27.960526315789473,27.960526315789473,27.960526315789473
独栋·林克公寓 东门店 阳光大单间 开间,罗湖区-莲塘-航天晴山月,127.64,3,1880,1880,1880.0,14.72892510184895,14.72892510184895,14.72892510184895
整租·黄贝岭华侨新村 3室2厅 东南,罗湖区-黄贝岭-黄贝岭华侨新村,86.70,3,4800,4800,4800.0,55.363321799307954,55.363321799307954,55.363321799307954
合租·汇商名苑 5居室 东南卧,罗湖区-黄贝岭-黄贝岭华侨新村,86.70,3,1500,1500,1500.0,17.301038062283737,17.301038062283737,17.301038062283737
独栋·泊寓 深南68号 近国贸公寓两房两厅 2室2厅,罗湖区-螺岭-东门168,42.45,1,6479,6629,6554.0,152.62661955241458,156.16018845700825,154.3934040047114
整租·华清园 1室0厅 西,罗湖区-新秀-华清园,30.00,1,2500,2500,2500.0,83.33333333333333,83.33333333333333,83.33333333333333
独栋·深圳青柠公寓 富根深-红岭店 梵高印象·一房一厅 1室1厅,罗湖区-新秀-华清园,30.00,1,2700,2700,2700.0,90.0,90.0,90.0
整租·泊林花园 2室2厅 东,罗湖区-翠竹-泊林花园,63.00,2,8000,8000,8000.0,126.98412698412699,126.98412698412699,126.98412698412699
独栋·啟岸青年公寓 总店 独栋万象城精装阳光房 1室1厅,罗湖区-翠竹-泊林花园,63.00,2,2880,3980,3430.0,45.714285714285715,63.17460317460318,54.44444444444444
整租·德弘天下华府 2室2厅 南,罗湖区-翠竹-德弘天下华府,69.66,2,10000,10000,10000.0,143.5544071202986,143.5544071202986,143.5544071202986
独栋·湾涛公寓 莲塘店 近地铁特价一房一厅 1室1厅,罗湖区-翠竹-德弘天下华府,69.66,2,2466,2745,2605.5,35.400516795865634,39.405684754521964,37.4031007751938
整租·中贸大厦 3室2厅 西南,罗湖区-笋岗-中贸大厦,111.24,3,6000,6000,6000.0,53.93743257820928,53.93743257820928,53.93743257820928
独栋·林克公寓 老街店 电梯大单间 开间,罗湖区-笋岗-中贸大厦,111.24,3,2880,2880,2880.0,25.889967637540455,25.889967637540455,25.889967637540455
整租·宝翠苑 3室1厅 南,罗湖区-布心-宝翠苑,86.00,3,8000,8000,8000.0,93.02325581395348,93.02325581395348,93.02325581395348
独栋·诚安居公寓 东门老街店 精装阳光大单间 开间,罗湖区-布心-宝翠苑,86.00,3,1400,2180,1790.0,16.27906976744186,25.348837209302324,20.813953488372093
整租·缤纷时代家园 2室1厅 南,罗湖区-螺岭-缤纷时代家园,60.86,2,5200,5200,5200.0,85.44199802826158,85.44199802826158,85.44199802826158
独栋·冠寓 深圳上水径地铁店 14号线 可短租 开间,nan,20.00-22.00,1,1699,2100,1899.5,80.9047619047619,100.0,90.45238095238095
整租·金城大厦 2室1厅 西南,罗湖区-春风路-金城大厦,44.42,2,4500,4500,4500.0,101.30571814497974,101.30571814497974,101.30571814497974
整租·华达园公寓 1室0厅 西北,罗湖区-百仕达-华达园公寓,27.85,1,2600,2600,2600.0,93.3572710951526,93.3572710951526,93.3572710951526
整租·雅仕居 1室1厅 南,罗湖区-清水河-雅仕居,34.00,1,3100,3100,3100.0,91.17647058823529,91.17647058823529,91.17647058823529
独栋·深圳青柠公寓 苜宿·莲塘口岸店 民水民电特惠好房 开间,罗湖区-清水河-雅仕居,34.00,1,1650,1650,1650.0,48.529411764705884,48.529411764705884,48.529411764705884
整租·畔山花园 2室2厅 南,罗湖区-莲塘-畔山花园,78.00,2,4100,4100,4100.0,52.56410256410256,52.56410256410256,52.56410256410256
整租·湖馨苑 1室1厅 西,罗湖区-笋岗-湖馨苑,37.62,1,3300,3300,3300.0,87.71929824561404,87.71929824561404,87.71929824561404
整租·中怡大厦 2室1厅 南,罗湖区-万象城-中怡大厦,91.46,2,8000,8000,8000.0,87.46993221080254,87.46993221080254,87.46993221080254
合租·新银座华庭 4居室 北卧,罗湖区-万象城-中怡大厦,91.46,2,1960,1960,1960.0,21.430133391646624,21.430133391646624,21.430133391646624
整租·书院街5号大院 3室2厅 东南,罗湖区-东门-书院街5号大院,73.94,3,6800,6800,6800.0,91.96645929131729,91.96645929131729,91.96645929131729
独栋·城青年社区 泥岗店 无遮挡地铁口单间 开间,罗湖区-东门-书院街5号大院,73.94,3,2780,2880,2830.0,37.59805247497972,38.95050040573438,38.27427644035705
整租·东门168 1室1厅 东南,罗湖区-螺岭-东门168,25.00,1,2000,2000,2000.0,80.0,80.0,80.0
独栋·魔方公寓 深圳国贸店 最后特惠手慢无 1室1厅,罗湖区-螺岭-东门168,25.00,1,2380,2580,2480.0,95.2,103.2,99.2
整租·松泉公寓 3室2厅 南,罗湖区-布心-松泉公寓,74.00,3,4850,4850,4850.0,65.54054054054055,65.54054054054055,65.54054054054055
独栋·啟岸青年公寓 总店 万象城老街地铁房 开间,罗湖区-布心-松泉公寓,74.00,3,2380,2680,2530.0,32.16216216216216,36.21621621621622,34.18918918918919
整租·华裕花园 2室2厅 南,罗湖区-螺岭-华裕花园,98.59,2,5700,5700,5700.0,57.81519423876661,57.81519423876661,57.81519423876661
独栋·林克公寓 东门店 押一付一特价单间 开间,罗湖区-螺岭-华裕花园,98.59,2,2580,2580,2580.0,26.168982655441727,26.168982655441727,26.168982655441727
整租·港逸豪庭 3室1厅 北,罗湖区-罗湖口岸-港逸豪庭,90.87,3,7000,7000,7000.0,77.03312424342467,77.03312424342467,77.03312424342467
整租·红桂皇冠 1室0厅 东,罗湖区-罗湖口岸-港逸豪庭,90.87,3,2800,2800,2800.0,30.813249697369866,30.813249697369866,30.813249697369866
独栋·柚米国际社区 园岭地铁站店 红岭北地铁站一居室 开间,罗湖区-莲塘-畔山花园,78.00,2,2438,2438,2438.0,31.256410256410255,31.256410256410255,31.256410256410255
独栋·星窝青年公寓 新秀店二期 阳台大开间可押一养狗 1室1厅,罗湖区-清水河-雅仕居,34.00,1,2450,2680,2565.0,72.05882352941177,78.82352941176471,75.44117647058823
整租·置地逸轩 1室1厅 东,罗湖区-春风路-置地逸轩,43.00,1,4400,4400,4400.0,102.32558139534883,102.32558139534883,102.32558139534883
独栋·柚米国际社区 深圳红岭北店 近红岭北地铁站 开间,罗湖区-春风路-置地逸轩,43.00,1,2538,2538,2538.0,59.02325581395349,59.02325581395349,59.02325581395349
合租·马古岭小区 4居室 北卧,罗湖区-百仕达-华达园公寓,27.85,1,1190,1190,1190.0,42.72890484739677,42.72890484739677,42.72890484739677
整租·泊林花园 3室2厅 东,罗湖区-翠竹-泊林花园,80.00,3,8500,8500,8500.0,106.25,106.25,106.25
整租·深发花园 2室1厅 南,罗湖区-黄贝岭-深发花园,72.00,2,5000,5000,5000.0,69.44444444444444,69.44444444444444,69.44444444444444
整租·文锦广场 2室1厅 南,罗湖区-翠竹-文锦广场,121.38,2,3000,3000,3000.0,24.715768660405338,24.715768660405338,24.715768660405338
整租·东方凤雅台 2室1厅 北,罗湖区-莲塘-东方凤雅台,57.00,2,4200,4200,4200.0,73.6842105263158,73.6842105263158,73.6842105263158
整租·汇金天琅大厦 2室2厅 南,罗湖区-春风路-汇金天琅大厦,36.92,2,7200,7200,7200.0,195.01625135427952,195.01625135427952,195.01625135427952
整租·怡泰大厦 2室1厅 南/北,罗湖区-黄贝岭-怡泰大厦,58.00,2,4500,4500,4500.0,77.58620689655173,77.58620689655173,77.58620689655173
整租·八达商城 1室0厅 西,罗湖区-东门-八达商城,31.44,1,2300,2300,2300.0,73.15521628498728,73.15521628498728,73.15521628498728
整租·观山盛苑 3室2厅 东,罗湖区-布心-观山盛苑,73.00,3,3000,3000,3000.0,41.0958904109589,41.0958904109589,41.0958904109589
整租·畔山花园 2室2厅 南,罗湖区-莲塘-畔山花园,78.00,2,3800,3800,3800.0,48.717948717948715,48.717948717948715,48.717948717948715
整租·万科东方尊峪 3室2厅 南,罗湖区-莲塘-万科东方尊峪,158.00,3,10000,10000,10000.0,63.29113924050633,63.29113924050633,63.29113924050633
整租·幸福里雅居 4室2厅 东北,罗湖区-万象城-幸福里雅居,144.00,4,28000,28000,28000.0,194.44444444444446,194.44444444444446,194.44444444444446
整租·阳光绿地家园 3室2厅 西南,罗湖区-百仕达-阳光绿地家园,64.52,3,6500,6500,6500.0,100.74395536267825,100.74395536267825,100.74395536267825
整租·润唐山庄 4室2厅 东,罗湖区-银湖-润唐山庄,191.21,4,11000,11000,11000.0,57.52837194707389,57.52837194707389,57.52837194707389
整租·南塘物业小区 2室1厅 东南,罗湖区-东门-南塘物业小区,54.00,2,4300,4300,4300.0,79.62962962962963,79.62962962962963,79.62962962962963
整租·时尚新居 1室1厅 南,罗湖区-笋岗-时尚新居,33.00,1,2900,2900,2900.0,87.87878787878788,87.87878787878788,87.87878787878788
整租·新银座华庭 1室0厅 北,罗湖区-罗湖口岸-新银座华庭,24.00,1,2300,2300,2300.0,95.83333333333333,95.83333333333333,95.83333333333333
整租·海关草埔生活区 3室2厅 南,罗湖区-布心-海关草埔生活区,83.20,3,6000,6000,6000.0,72.11538461538461,72.11538461538461,72.11538461538461
整租·凤凰56号大院 3室1厅 东南/南,罗湖区-螺岭-凤凰56号大院,87.00,3,5200,5200,5200.0,59.770114942528735,59.770114942528735,59.770114942528735
整租·万科深南广场 1室1厅 东,罗湖区-春风路-万科深南广场,39.92,1,4500,4500,4500.0,112.7254509018036,112.7254509018036,112.7254509018036
整租·国际名园 1室0厅 北,罗湖区-春风路-国际名园,24.00,1,2100,2100,2100.0,87.5,87.5,87.5
整租·华润银湖蓝山 4室2厅 南,罗湖区-银湖-华润银湖蓝山,267.00,4,22000,22000,22000.0,82.39700374531836,82.39700374531836,82.39700374531836
整租·旭飞华天苑 1室1厅 南,罗湖区-清水河-旭飞华天苑,25.00,1,2200,2200,2200.0,88.0,88.0,88.0
整租·天越翔园 2室2厅 南,罗湖区-莲塘-天越翔园,45.00,2,4250,4250,4250.0,94.44444444444444,94.44444444444444,94.44444444444444
整租·虹桥星座大厦 1室0厅 南,罗湖区-笋岗-虹桥星座大厦,28.80,1,2800,2800,2800.0,97.22222222222221,97.22222222222221,97.22222222222221
整租·阳光绿地家园 2室1厅 东北,罗湖区-百仕达-阳光绿地家园,56.74,2,5000,5000,5000.0,88.12125484666902,88.12125484666902,88.12125484666902
整租·银田花园 2室2厅 东,罗湖区-银湖-银田花园,84.52,2,5500,5500,5500.0,65.07335541883579,65.07335541883579,65.07335541883579
整租·源兴居 1室0厅 东,罗湖区-洪湖-源兴居,22.00,1,2300,2300,2300.0,104.54545454545455,104.54545454545455,104.54545454545455
合租·嘉宝田花园 3居室 西北/北卧,罗湖区-笋岗-嘉宝田花园,14.00,3,2300,2300,2300.0,164.28571428571428,164.28571428571428,164.28571428571428
整租·实地剑兰郡 2室1厅 东,罗湖区-地王-实地剑兰郡,70.00,2,8500,8500,8500.0,121.42857142857143,121.42857142857143,121.42857142857143
整租·万科东方尊峪 3室2厅 南/北,罗湖区-莲塘-万科东方尊峪,142.00,3,16000,16000,16000.0,112.67605633802818,112.67605633802818,112.67605633802818
整租·四季御园 4室2厅 南,罗湖区-莲塘-四季御园,134.00,4,9000,9000,9000.0,67.16417910447761,67.16417910447761,67.16417910447761
整租·新银座华庭 1室0厅 北,罗湖区-罗湖口岸-新银座华庭,24.00,1,2200,2200,2200.0,91.66666666666667,91.66666666666667,91.66666666666667
整租·梧桐山新居一期 1室0厅 北,罗湖区-莲塘-梧桐山新居一期,28.50,1,2500,2500,2500.0,87.71929824561404,87.71929824561404,87.71929824561404
整租·罗湖金岸大厦 2室1厅 东,罗湖区-罗湖口岸-罗湖金岸大厦,62.00,2,4800,4800,4800.0,77.41935483870968,77.41935483870968,77.41935483870968
整租·泊林花园 2室1厅 西,罗湖区-翠竹-泊林花园,59.27,2,6000,6000,6000.0,101.23165176311792,101.23165176311792,101.23165176311792
整租·联城美园 2室1厅 南,罗湖区-春风路-联城美园,70.00,2,5300,5300,5300.0,75.71428571428571,75.71428571428571,75.71428571428571
整租·森威大厦 1室1厅 南,罗湖区-春风路-森威大厦,40.71,1,2200,2200,2200.0,54.04077622205846,54.04077622205846,54.04077622205846
整租·京基水贝城市广场 3室2厅 西南,罗湖区-翠竹-京基水贝城市广场,116.00,3,9800,9800,9800.0,84.48275862068965,84.48275862068965,84.48275862068965
整租·宝岗花园 3室1厅 南,罗湖区-笋岗-宝岗花园,90.00,3,5000,5000,5000.0,55.55555555555556,55.55555555555556,55.55555555555556
整租·马古岭小区 3室1厅 南,罗湖区-翠竹-马古岭小区,82.72,3,5500,5500,5500.0,66.48936170212767,66.48936170212767,66.48936170212767
整租·齐明别墅 5室2厅 东/东南,罗湖区-银湖-齐明别墅,275.15,5,18000,18000,18000.0,65.41886243866982,65.41886243866982,65.41886243866982
整租·翠竹苑 2室1厅 南,罗湖区-百仕达-翠竹苑,56.00,2,4100,4100,4100.0,73.21428571428571,73.21428571428571,73.21428571428571
整租·中信星光名庭 2室2厅 西南,罗湖区-东门-中信星光名庭,77.07,2,9000,9000,9000.0,116.77695601401325,116.77695601401325,116.77695601401325
整租·幸福里雅居 3室2厅 南,罗湖区-东门-中信星光名庭,77.07,2,16000,16000,16000.0,207.60347735824578,207.60347735824578,207.60347735824578
整租·红围街24号 1室0厅 东,罗湖区-地王-红围街24号,30.00,1,2000,2000,2000.0,66.66666666666667,66.66666666666667,66.66666666666667
整租·中信星光名庭 4室2厅 南,罗湖区-东门-中信星光名庭,151.00,4,19900,19900,19900.0,131.78807947019868,131.78807947019868,131.78807947019868
整租·名仕阁 1室0厅 南,罗湖区-地王-名仕阁,42.00,1,4000,4000,4000.0,95.23809523809524,95.23809523809524,95.23809523809524
整租·中海天钻 3室1厅 东南,罗湖区-地王-名仕阁,42.00,1,14500,14500,14500.0,345.23809523809524,345.23809523809524,345.23809523809524
整租·蕙兰雅居 2室2厅 南,罗湖区-莲塘-蕙兰雅居,75.00,2,5500,5500,5500.0,73.33333333333333,73.33333333333333,73.33333333333333
整租·卧龙阁 3室1厅 南,罗湖区-新秀-卧龙阁,84.00,3,5000,5000,5000.0,59.523809523809526,59.523809523809526,59.523809523809526
整租·淘金山·湖景花园二期 3室2厅 东南,罗湖区-布心-淘金山·湖景花园二期,89.00,3,12000,12000,12000.0,134.8314606741573,134.8314606741573,134.8314606741573
整租·时尚新居 1室1厅 东南,罗湖区-笋岗-时尚新居,36.00,1,3200,3200,3200.0,88.88888888888889,88.88888888888889,88.88888888888889
