repeat 1 : ['整租·龙湖春江天玺阁 4室2厅 南', '龙华区-龙华中心-龙湖春江天玺阁', '120.00', '4', 9600, 9600]
repeat 1 : ['整租·蔚蓝海岸2期 3室1厅 东南/南', '南山区-后海-蔚蓝海岸2期', '112.00', '3', 10500, 10500]
repeat 1 : ['整租·鹏基公寓 1室0厅 北', '罗湖区-莲塘-鹏基公寓', '30.00', '1', 1900, 1900]
repeat 1 : ['整租·宣嘉华庭 3室2厅 东南', '福田区-皇岗-宣嘉华庭', '77.00', '3', 7000, 7000]
repeat 1 : ['整租·翠拥华庭二期 2室2厅 东南/南', '罗湖区-百仕达-翠拥华庭二期', '82.41', '2', 8500, 8500]
repeat 1 : ['整租·中贸大厦 3室2厅 西南', '罗湖区-笋岗-中贸大厦', '111.24', '3', 6000, 6000]
repeat 1 : ['整租·大冲城市花园 2室1厅 南', '南山区-科技园-大冲城市花园', '80.00', '2', 11500, 11500]
repeat 1 : ['整租·黄埔雅苑三期 2室2厅 北', '福田区-福田中心-黄埔雅苑三期', '77.95', '2', 9500, 9500]
repeat 1 : ['整租·海景花园 3室2厅 南', '南山区-华侨城-海景花园', '117.00', '3', 12000, 12000]
repeat 1 : ['整租·中通永安大厦 3室2厅 东南', '盐田区-盐田港-中通永安大厦', '51.00', '3', 3800, 3800]
repeat 1 : ['整租·八卦岭宿舍 1室0厅 南', '福田区-八卦岭-八卦岭宿舍', '30.00', '1', 2100, 2100]
repeat 1 : ['整租·中洲湾-中洲滨海商业中心 1室0厅 西南', '福田区-上下沙-中洲湾-中洲滨海商业中心', '36.00', '1', 5500, 5500]
repeat 1 : ['整租·南方国际广场 1室0厅 南', '福田区-石厦-南方国际广场', '36.00', '1', 3800, 3800]
repeat 1 : ['整租·侨城豪苑 3室1厅 东北', '南山区-白石洲-侨城豪苑', '65.00', '3', 7800, 7800]
repeat 1 : ['整租·万象新园 3室1厅 东南', '南山区-南山中心-万象新园', '102.00', '3', 8300, 8300]
repeat 1 : ['整租·御锦公馆 1室0厅 东', '福田区-梅林-御锦公馆', '25.00', '1', 3950, 3950]
repeat 1 : ['整租·物资宿舍大院 2室2厅 南', '罗湖区-螺岭-物资宿舍大院', '75.00', '2', 5000, 5000]
repeat 1 : ['整租·南光紫荆苑 2室1厅 南/北', '福田区-福田保税区-南光紫荆苑', '74.00', '2', 7000, 7000]
repeat 1 : ['整租·宏轩大厦 2室1厅 南', '福田区-石厦-宏轩大厦', '60.00', '2', 6250, 6250]
repeat 1 : ['整租·新地中央 1室1厅 东南', '光明区-公明-新地中央', '36.77', '1', 3100, 3100]
repeat 1 : ['整租·君临天下 2室1厅 复式 南', '福田区-车公庙-君临天下', '42.82', '2', 8000, 8000]
repeat 1 : ['整租·阳光绿地家园 1室1厅 东南', '罗湖区-百仕达-阳光绿地家园', '40.00', '1', 3800, 3800]
repeat 1 : ['整租·福莲花园 3室1厅 南', '福田区-福田中心-福莲花园', '85.00', '3', 7500, 7500]
repeat 1 : ['整租·深业东岭一期 3室1厅 东南', '罗湖区-黄贝岭-深业东岭一期', '92.00', '3', 7900, 7900]
repeat 1 : ['整租·庐山花园 1室0厅 西', '罗湖区-罗湖口岸-庐山花园', '23.99', '1', 2300, 2300]
repeat 1 : ['整租·翡翠名园 3室1厅 北', '福田区-莲花-翡翠名园', '80.00', '3', 7800, 7800]
repeat 309 : ['整租·天悦湾花园 3室2厅 东', '南山区-大学城-天悦湾花园', '116.00', '3', 11000, 11000]
repeat 1 : ['整租·长平商务大厦 1室1厅 南', '福田区-福田保税区-长平商务大厦', '46.70', '1', 12000, 12000]
repeat 1 : ['整租·竹园小区 3室2厅 东南', '福田区-竹子林-竹园小区', '75.00', '3', 6300, 6300]
repeat 1 : ['整租·蓝天绿都家园 2室1厅 南', '福田区-梅林-蓝天绿都家园', '57.29', '2', 5800, 5800]
repeat 1 : ['整租·金溪大厦 4室2厅 东南', '罗湖区-东门-金溪大厦', '106.00', '4', 10000, 10000]
repeat 1 : ['整租·盛世鹏程 5室2厅 东南/南', '福田区-八卦岭-盛世鹏程', '220.21', '5', 39800, 39800]
repeat 1 : ['整租·万科温馨家园 3室2厅 东南', '福田区-香蜜湖-万科温馨家园', '118.00', '3', 12000, 12000]
repeat 1 : ['整租·吉信大厦 3室1厅 复式 南', '龙岗区-布吉街-吉信大厦', '73.78', '3', 6000, 6000]
repeat 1 : ['整租·石鸿花园 2室1厅 西南', '宝安区-翻身-石鸿花园', '78.88', '2', 5200, 5200]
repeat 1 : ['整租·城龙花园 2室2厅 南', '龙岗区-龙岗中心城-城龙花园', '83.00', '2', 2800, 2800]
repeat 1 : ['整租·大益广场 5室2厅 复式 东', '宝安区-西乡-大益广场', '177.44', '5', 8800, 8800]
repeat 1 : ['整租·五洲星苑 2室1厅 西', '福田区-景田-五洲星苑', '70.72', '2', 8000, 8000]
repeat 1 : ['整租·清凤创投大厦 3室1厅 复式 南', '福田区-八卦岭-清凤创投大厦', '70.00', '3', 8000, 8000]
repeat 1 : ['整租·彩虹新都 3室2厅 东南', '福田区-福田中心-彩虹新都', '120.00', '3', 8600, 8600]
repeat 1 : ['整租·卓越前海壹号 2室2厅 南', '南山区-前海-卓越前海壹号', '127.00', '2', 17800, 17800]
repeat 1 : ['整租·星座大厦 1室1厅 西北', '福田区-石厦-星座大厦', '43.00', '1', 5600, 5600]
repeat 1 : ['整租·漾日湾畔 3室2厅 南', '南山区-后海-漾日湾畔', '112.49', '3', 13000, 13000]
repeat 1 : ['整租·天鹅湖花园三期 3室2厅 南', '南山区-华侨城-天鹅湖花园三期', '123.00', '3', 35000, 35000]
repeat 1 : ['整租·世纪假日广场 2室2厅 西南', '南山区-华侨城-世纪假日广场', '89.33', '2', 9000, 9000]
repeat 1 : ['整租·御豪苑 3室2厅 西', '龙岗区-龙岗双龙-御豪苑', '103.41', '3', 4000, 4000]
repeat 1 : ['整租·缤纷世纪 2室1厅 西南', '龙岗区-龙岗中心城-缤纷世纪', '53.00', '2', 2900, 2900]
repeat 1 : ['整租·信义荔山公馆 2室1厅 东南', '龙岗区-布吉关-信义荔山公馆', '75.00', '2', 6000, 6000]
repeat 1 : ['整租·丁山河畔花园 4室2厅 东南', '龙岗区-坪地-丁山河畔花园', '104.00', '4', 4000, 4000]
repeat 1 : ['整租·泰美园 3室2厅 南', '福田区-石厦-泰美园', '103.00', '3', 12000, 12000]
repeat 1 : ['整租·鼎太风华一期 3室1厅 南', '南山区-前海-鼎太风华一期', '113.00', '3', 11000, 11000]
repeat 1 : ['整租·国际市长交流中心 1室0厅 东南', '南山区-红树湾-国际市长交流中心', '36.00', '1', 4100, 4100]
repeat 1 : ['整租·金湖花园B区 2室2厅 南', '罗湖区-银湖-金湖花园B区', '67.00', '2', 5800, 5800]
repeat 1 : ['整租·雅颂居 4室2厅 南', '福田区-福田中心-雅颂居', '188.00', '4', 36000, 36000]
repeat 1 : ['整租·金源大厦 3室1厅 南/西南', '罗湖区-春风路-金源大厦', '100.93', '3', 7000, 7000]
repeat 1 : ['整租·京基东方都会 1室1厅 南', '罗湖区-新秀-京基东方都会', '35.00', '1', 3800, 3800]
repeat 1 : ['整租·京基东方华都 1室0厅 东', '罗湖区-螺岭-京基东方华都', '31.87', '1', 3100, 3100]
repeat 1 : ['整租·丽阳天下 1室1厅 北', '福田区-石厦-丽阳天下', '43.86', '1', 5000, 5000]
repeat 1 : ['整租·阳光天地家园 3室2厅 东南', '罗湖区-翠竹-阳光天地家园', '101.00', '3', 10000, 10000]
repeat 1 : ['整租·珠江旭景佳园 2室2厅 南', '龙岗区-坂田-珠江旭景佳园', '78.00', '2', 5400, 5400]
repeat 1 : ['整租·桑达大厦 1室0厅 南', '福田区-华强北-桑达大厦', '33.07', '1', 4200, 4200]
repeat 1 : ['整租·龙华花半里花园 3室2厅 南', '龙华区-龙华中心-龙华花半里花园', '78.40', '3', 4900, 4900]
repeat 1 : ['整租·天汇时代花园一期 2室1厅 东南', '光明区-公明-天汇时代花园一期', '65.00', '2', 4300, 4300]
repeat 1 : ['整租·中粮祥云 3室2厅 东南', '龙岗区-大运新城-中粮祥云', '89.76', '3', 5000, 5000]
repeat 1 : ['整租·经典家园 2室1厅 北', '罗湖区-地王-经典家园', '63.00', '2', 7000, 7000]
repeat 1 : ['整租·同创华著 3室2厅 东', '龙华区-红山-同创华著', '116.42', '3', 5000, 5000]
repeat 1 : ['整租·侨城坊 2室2厅 东南/南', '南山区-华侨城-侨城坊', '221.06', '2', 70000, 70000]
repeat 1 : ['合租·万科·万致天地 7居室 南卧', '龙岗区-坂田-万科·万致天地', '30.00', '7', 3350, 3350]
repeat 20 : ['整租·宝能公馆 2室2厅 南', '福田区-竹子林-宝能公馆', '98.00', '2', 30000, 30000]
repeat 250 : ['整租·阳基御龙山 4室2厅 南', '龙华区-观澜-阳基御龙山', '88.00', '4', 4800, 4800]
repeat 301 : ['整租·朗庭豪园 2室2厅 东北', '福田区-福田保税区-朗庭豪园', '72.00', '2', 6200, 6200]
repeat 323 : ['整租·碧桂园领寓 1室1厅 南', '宝安区-福永-碧桂园领寓', '35.00', '1', 2500, 2500]
repeat 323 : ['整租·惠名花园 1室1厅 南', '罗湖区-莲塘-惠名花园', '30.00', '1', 1800, 1800]
repeat 323 : ['合租·恒立心海湾花园 6居室 东南卧', '南山区-前海-恒立心海湾花园', '20.00', '6', 2000, 2000]
repeat 323 : ['整租·盛龙花园 5室2厅 东', '龙岗区-龙岗中心城-盛龙花园', '164.00', '5', 4600, 4600]
repeat 295 : ['整租·中海深圳湾畔花园 4室2厅 南', '南山区-白石洲-中海深圳湾畔花园', '139.83', '4', 12500, 12500]
repeat 277 : ['整租·尚水天成 4室2厅 西北', '龙岗区-布吉水径-尚水天成', '83.62', '4', 6200, 6200]
repeat 239 : ['整租·电影大厦 1室1厅 南', '罗湖区-地王-电影大厦', '36.87', '1', 2800, 2800]
repeat 200 : ['整租·星座大厦 1室1厅 西北', '福田区-石厦-星座大厦', '43.00', '1', 5200, 5200]
repeat 468 : ['整租·丁山河畔花园 3室2厅 东南', '龙岗区-坪地-丁山河畔花园', '89.00', '3', 4000, 4000]
repeat 106 : ['整租·佳兆业中央广场六期 1室1厅 南', '龙岗区-坂田-佳兆业中央广场六期', '48.00', '1', 3700, 3700]
repeat 66 : ['整租·百花园一期 2室1厅 东南', '福田区-百花-百花园一期', '80.00', '2', 10000, 10000]
repeat 33 : ['整租·深物业金领 2室2厅 东南', '福田区-皇岗-深物业金领', '65.00', '2', 8700, 8700]
repeat 13 : ['整租·世茂深港国际中心 1室1厅 南', '龙岗区-大运新城-世茂深港国际中心', '59.00', '1', 5580, 5580]
repeat 5 : ['整租·万象天成 4室2厅 东南', '龙岗区-龙岗中心城-万象天成', '140.00', '4', 5000, 5000]
repeat 1 : ['整租·天明居 3室2厅 东', '福田区-香梅北-天明居', '119.70', '3', 13000, 13000]
repeat 1 : ['整租·华垦大厦 2室1厅 南', '福田区-华强南-华垦大厦', '58.00', '2', 7000, 7000]
repeat 1 : ['整租·宏宝公寓 1室0厅 南', '南山区-蛇口-宏宝公寓', '20.00', '1', 2100, 2100]
repeat 7 : ['整租·塘尾城市花园 3室2厅 西南', '龙华区-观澜-阳基御龙山', '88.00', '4', 4800, 4800]
repeat 5 : ['合租·莲城花园 4居室 北卧', '福田区-福田保税区-朗庭豪园', '72.00', '2', 1730, 1730]
repeat 4 : ['合租·海岸明珠园 4居室 西卧', '宝安区-福永-碧桂园领寓', '35.00', '1', 1760, 1760]
repeat 1 : ['合租·深南花园 5居室 西卧', '罗湖区-莲塘-惠名花园', '30.00', '1', 2490, 2490]
repeat 2 : ['合租·莲城花园 3居室 南卧', '南山区-前海-恒立心海湾花园', '20.00', '6', 2160, 2160]
repeat 322 : ['整租·皇都广场 2室1厅 北', '福田区-石厦-皇都广场', '55.28', '2', 6200, 6200]
repeat 322 : ['合租·香格名苑 10居室 东卧', '南山区-前海-香格名苑', '12.00', '1', 2300, 2300]
repeat 322 : ['整租·中康生活区 3室1厅 南', '福田区-梅林-中康生活区', '77.00', '3', 5500, 5500]
repeat 322 : ['合租·碧海富通城一期 4居室 西南卧', '宝安区-碧海-碧海富通城一期', '25.00', '4', 1700, 1700]
repeat 1 : ['合租·半岛花园A区 4居室 东卧', '宝安区-碧海-碧海富通城一期', '25.00', '4', 1490, 1490]
repeat 322 : ['整租·龙园意境 4室2厅 南', '龙岗区-布吉石芽岭-龙园意境', '163.00', '4', 15000, 15000]
repeat 322 : ['整租·林海山庄 2室1厅 南', '福田区-梅林-林海山庄', '82.00', '2', 6500, 6500]
repeat 320 : ['整租·雕塑家园 2室1厅 南', '福田区-梅林-雕塑家园', '72.13', '2', 5800, 5800]
repeat 317 : ['整租·金地海景花园 3室1厅 南', '福田区-沙尾-金地海景花园', '80.00', '3', 6800, 6800]
repeat 1 : ['合租·金地龙城中央一期 5居室 南卧', '南山区-大学城-天悦湾花园', '116.00', '3', 1160, 1160]
repeat 3 : ['合租·天悦龙庭一期 4居室 东卧', '福田区-石厦-星座大厦', '43.00', '1', 3260, 3260]
repeat 2 : ['合租·万科四季花城六期 4居室 南卧', '罗湖区-莲塘-惠名花园', '30.00', '1', 2330, 2330]
repeat 1 : ['整租·宏发前城 3室1厅 西', '罗湖区-莲塘-惠名花园', '30.00', '1', 9190, 9190]
repeat 8 : ['合租·星海名城一期四组团 4居室 北卧', '罗湖区-莲塘-惠名花园', '30.00', '1', 3190, 3190]
repeat 2 : ['合租·景贝南小区 4居室 北卧', '龙岗区-龙岗中心城-盛龙花园', '164.00', '5', 1030, 1030]
repeat 5 : ['合租·桂芳园五期 4居室 东北卧', '龙岗区-龙岗中心城-盛龙花园', '164.00', '5', 1190, 1190]
repeat 4 : ['整租·招商前海·领尚公馆 1室0厅 东南', '南山区-蛇口-山海韵', '141.00', '4', 4399, 4399]
repeat 4 : ['合租·桂芳园七期 3居室 南卧', '福田区-石厦-皇都广场', '55.28', '2', 1190, 1190]
repeat 1 : ['整租·天安云谷产业园二期 1室1厅 东南', '福田区-梅林-中康生活区', '77.00', '3', 3800, 3800]
repeat 2 : ['整租·天安云谷产业园二期 1室1厅 南', '福田区-梅林-雕塑家园', '72.13', '2', 3800, 3800]
repeat 13 : ['整租·丽湖花园二期 2室2厅 东南', '龙岗区-布吉水径-丽湖花园二期', '55.03', '2', 2600, 2600]
repeat 254 : ['整租·蓝郡公馆 3室2厅 东南', '盐田区-沙头角-蓝郡公馆', '121.00', '3', 15000, 15000]
repeat 292 : ['整租·金地龙城中央三期 2室1厅 南', '龙岗区-龙岗中心城-金地龙城中央三期', '68.00', '2', 3600, 3600]
repeat 2 : ['合租·华府苑 4居室 北卧', '龙岗区-龙岗中心城-金地龙城中央三期', '68.00', '2', 1990, 1990]
repeat 334 : ['整租·宏发美域 4室2厅 东南', '光明区-公明-宏发美域', '116.74', '4', 6000, 6000]
repeat 1 : ['合租·合正丹郡 4居室 西卧', '光明区-公明-宏发美域', '116.74', '4', 1690, 1690]
repeat 334 : ['整租·光明1号 1室1厅 东南', '光明区-公明-光明1号', '47.00', '1', 2600, 2600]
repeat 1 : ['整租·新鹏苑 1室1厅 西', '光明区-公明-光明1号', '47.00', '1', 3060, 3060]
repeat 334 : ['整租·海洋大厦 1室1厅 南', '罗湖区-黄贝岭-海洋大厦', '36.50', '1', 4000, 4000]
repeat 334 : ['整租·梅林一村八区 3室1厅 南', '福田区-梅林-梅林一村八区', '96.00', '3', 8500, 8500]
repeat 334 : ['整租·新景苑 3室2厅 南', '福田区-景田-新景苑', '90.00', '3', 6800, 6800]
repeat 334 : ['整租·华盛君荟名庭 2室1厅 东南', '罗湖区-东门-华盛君荟名庭', '63.00', '2', 7300, 7300]
repeat 334 : ['整租·益田花园二期 4室2厅 南/北', '福田区-皇岗-益田花园二期', '180.87', '4', 14000, 14000]
repeat 3 : ['合租·颐安都会中央二期 3居室 北卧', '福田区-皇岗-益田花园二期', '180.87', '4', 1130, 1130]
repeat 334 : ['整租·凉果街小区 3室2厅 南', '罗湖区-东门-凉果街小区', '79.95', '3', 6500, 6500]
repeat 334 : ['整租·龙岗天安数码城T4全时空间 1室2厅 东', '龙岗区-大运新城-龙岗天安数码城T4全时空间', '53.00', '1', 5500, 5500]
repeat 333 : ['整租·万科东方尊峪 4室2厅 南', '罗湖区-莲塘-万科东方尊峪', '138.50', '4', 13000, 13000]
repeat 333 : ['整租·鹏莲花园 3室2厅 南', '罗湖区-莲塘-鹏莲花园', '86.00', '3', 3800, 3800]
repeat 333 : ['整租·福华新村 3室2厅 南/北', '福田区-福田中心-福华新村', '86.00', '3', 6600, 6600]
repeat 1 : ['合租·园岭新村 4居室 南卧', '福田区-福田中心-福华新村', '86.00', '3', 1260, 1260]
repeat 333 : ['整租·启迪协信科技园 2室2厅 东南', '龙岗区-大运新城-启迪协信科技园', '69.00', '2', 3700, 3700]
repeat 1 : ['合租·君临天下 4居室 北卧', '龙岗区-大运新城-启迪协信科技园', '69.00', '2', 1890, 1890]
repeat 319 : ['整租·加福广场华尔登府邸 1室0厅 南', '福田区-福田保税区-加福广场华尔登府邸', '41.81', '1', 4000, 4000]
repeat 305 : ['整租·劲嘉龙园印象 2室2厅 东南', '龙岗区-龙岗双龙-劲嘉龙园印象', '56.00', '2', 2600, 2600]
repeat 283 : ['整租·格澜郡二期 2室1厅 东南/南', '龙华区-观澜-格澜郡二期', '60.00', '2', 2500, 2500]
repeat 314 : ['整租·缔馨园 1室1厅 南', '福田区-石厦-缔馨园', '48.46', '1', 5600, 5600]
repeat 2 : ['合租·星海名城二期八组团 4居室 北卧', '福田区-石厦-缔馨园', '48.46', '1', 2390, 2390]
repeat 4 : ['整租·星座大厦 2室1厅 南', '福田区-石厦-缔馨园', '48.46', '1', 4800, 4800]
repeat 1 : ['合租·鸿新花园 5居室 东卧', '福田区-石厦-缔馨园', '48.46', '1', 1860, 1860]
repeat 314 : ['整租·香山美墅三期 4室2厅 西南', '南山区-华侨城-香山美墅三期', '187.20', '4', 30000, 30000]
repeat 4 : ['合租·青春家园 4居室 南卧', '南山区-华侨城-香山美墅三期', '187.20', '4', 2630, 2630]
repeat 1 : ['合租·创世纪滨海花园 5居室 北卧', '南山区-华侨城-香山美墅三期', '187.20', '4', 2130, 2130]
repeat 314 : ['整租·时尚名居 1室1厅 南', '福田区-石厦-时尚名居', '39.50', '1', 4500, 4500]
repeat 2 : ['合租·合正丹郡 4居室 南卧', '龙岗区-坪地-丁山河畔花园', '89.00', '3', 2060, 2060]
repeat 314 : ['整租·滨海之窗 3室2厅 东南', '南山区-后海-滨海之窗', '108.00', '3', 13500, 13500]
repeat 2 : ['合租·漾日湾畔 4居室 北卧', '南山区-后海-滨海之窗', '108.00', '3', 4490, 4490]
repeat 314 : ['整租·昊海君悦 1室1厅 北', '盐田区-沙头角-昊海君悦', '39.00', '1', 3200, 3200]
repeat 314 : ['整租·翠拥华庭二期 2室1厅 东', '罗湖区-百仕达-翠拥华庭二期', '71.00', '2', 6800, 6800]
repeat 314 : ['整租·龙光玖龙台 2室1厅 西南', '光明区-公明-龙光玖龙台', '42.00', '2', 4000, 4000]
repeat 2 : ['合租·金丰花园 4居室 北卧', '光明区-公明-龙光玖龙台', '42.00', '2', 1630, 1630]
repeat 314 : ['整租·新龙岗花园南区 2室1厅 东南/南', '龙岗区-龙岗中心城-新龙岗花园南区', '79.00', '2', 3000, 3000]
repeat 4 : ['合租·嘉宝田花园 3居室 西卧', '龙岗区-龙岗中心城-新龙岗花园南区', '79.00', '2', 2060, 2060]
repeat 314 : ['合租·凯丽花园 3居室 南卧', '南山区-科技园-凯丽花园', '26.00', '3', 2800, 2800]
repeat 314 : ['整租·龙光玖钻 2室2厅 东南/东北', '龙华区-红山-龙光玖钻', '52.36', '2', 6900, 6900]
repeat 314 : ['整租·福海苑 1室0厅 南', '南山区-南山中心-福海苑', '28.00', '1', 3200, 3200]
repeat 314 : ['整租·彩田村 3室2厅 南', '福田区-莲花-彩田村', '92.00', '3', 9000, 9000]
repeat 314 : ['整租·太平洋工业区 1室0厅 东南', '盐田区-沙头角-太平洋工业区', '25.00', '1', 2100, 2100]
repeat 1 : ['合租·深航飞行员公寓 4居室 西北卧', '盐田区-沙头角-太平洋工业区', '25.00', '1', 1990, 1990]
repeat 313 : ['整租·龙坤居 2室1厅 南/北', '南山区-南山中心-龙坤居', '69.00', '2', 8000, 8000]
repeat 304 : ['整租·嘉葆润金座 5室1厅 南/北', '福田区-新洲-嘉葆润金座', '70.00', '5', 13000, 13000]
repeat 1 : ['合租·锦荟PARK 4居室 北卧', '福田区-新洲-嘉葆润金座', '70.00', '5', 1230, 1230]
repeat 290 : ['整租·世纪村二期 3室2厅 东', '南山区-红树湾-世纪村二期', '128.00', '3', 14500, 14500]
repeat 14 : ['整租·天鹅湖花园三期 3室2厅 东南', '南山区-华侨城-天鹅湖花园三期', '123.00', '3', 22000, 22000]
repeat 230 : ['整租·笋岗大厦 1室1厅 东', '罗湖区-笋岗-笋岗大厦', '49.00', '1', 3600, 3600]
repeat 242 : ['整租·会展湾水岸 1室1厅 东南', '宝安区-福永-会展湾水岸', '34.00', '1', 2700, 2700]
repeat 273 : ['整租·旭飞华天苑 1室1厅 东南', '罗湖区-清水河-旭飞华天苑', '33.00', '1', 2600, 2600]
repeat 1 : ['合租·星海名城二期八组团 4居室 北卧', '罗湖区-清水河-旭飞华天苑', '33.00', '1', 2390, 2390]
repeat 295 : ['整租·城市天地广场 2室1厅 南', '罗湖区-万象城-城市天地广场', '71.00', '2', 4800, 4800]
repeat 302 : ['整租·旭飞华达园 1室0厅 南', '罗湖区-百仕达-旭飞华达园', '22.00', '1', 2400, 2400]
repeat 1 : ['整租·星座大厦 2室1厅 南', '罗湖区-百仕达-旭飞华达园', '22.00', '1', 4800, 4800]
repeat 302 : ['整租·中海日辉台 3室2厅 北', '龙岗区-坂田-中海日辉台', '89.00', '3', 5800, 5800]
repeat 302 : ['整租·华盛君荟名庭 2室1厅 南', '罗湖区-东门-华盛君荟名庭', '89.00', '2', 8000, 8000]
repeat 302 : ['整租·大冲新城花园 2室2厅 南', '南山区-科技园-大冲新城花园', '81.06', '2', 13000, 13000]
repeat 2 : ['合租·鸿新花园 5居室 东卧', '南山区-科技园-大冲新城花园', '81.06', '2', 1860, 1860]
repeat 302 : ['整租·马古岭小区 3室1厅 南', '罗湖区-翠竹-马古岭小区', '79.00', '3', 5600, 5600]
repeat 1 : ['合租·青春家园 4居室 南卧', '罗湖区-翠竹-马古岭小区', '79.00', '3', 2630, 2630]
