[16, 1375] ['整租·翠成馨园B区 2室2厅 南', '朝阳-垡头-翠成馨园B区', 92.0, 2, 6700, 6700]
[110, 17675] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 17974] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 18093] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 18182] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 18331] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 18450] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 18599] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 18718] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 18837] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 19226] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 19345] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 19554] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 19613] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 20092] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 20151] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 20330] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 20449] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 20808] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 20867] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 21166] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 21375] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 21494] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 22243] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 22302] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 22961] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 23020] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 23469] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 23618] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 23677] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 23976] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24215] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24274] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24363] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24482] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24511] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24570] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24629] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24838] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 24987] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25076] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25195] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25254] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25313] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25402] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25581] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25730] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25759] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25788] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 25997] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26086] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26355] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26384] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26563] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26742] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26771] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26800] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 26919] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 27188] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 27247] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 27276] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 27605] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 27754] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 27903] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 28322] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 28381] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 28560] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 28649] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 28708] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29217] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29276] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29545] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29664] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29693] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29722] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29931] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 29960] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 30109] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 30498] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 30647] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 30676] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 30735] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 31094] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 31303] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 31662] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 31961] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 32050] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 32079] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 32528] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 33007] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[110, 33066] ['整租·润枫领尚 4室2厅 南/北', '通州-通州其它-润枫领尚', 265.54, 4, 15000, 15000]
[120, 3167] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 3434] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 3463] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 3821] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 3910] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 4536] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 4565] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 5401] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 5549] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 5638] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 5697] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 5875] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 5934] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 5993] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6110] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6229] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6528] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6587] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6675] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6764] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6793] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6822] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 6941] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 7000] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 7625] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 8368] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 8397] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 8456] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 8871] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 9048] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 9377] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 9406] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 9643] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 9850] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 10026] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 10055] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
[120, 10084] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, 2, 5600, 5600]
