repeat 1 : ['独栋·泊寓 立基公馆店 实惠精致户（独立厨房 开间', nan, '34.29-40.71', '1', 1819, 1879]
repeat 1 : ['整租·金大地禧悦公馆 3室1厅 南', '长丰-北城-金大地禧悦公馆', '103.14', '3', 1000, 1000]
repeat 1 : ['整租·大众巷 2室1厅 南/北', '庐阳-三孝口-大众巷', '46.74', '2', 1400, 1400]
repeat 1 : ['整租·文一锦门北韵 3室2厅 南', '长丰-北城-文一锦门北韵', '110.35', '3', 1600, 1600]
repeat 1 : ['整租·六安路45号 1室1厅 东', '庐阳-三孝口-六安路45号', '29.00', '1', 1500, 1500]
repeat 1 : ['整租·国耀花半里 1室1厅 北', '经开-芙蓉-国耀花半里', '39.19', '1', 1800, 1800]
repeat 1 : ['整租·蜀山新村 2室1厅 南', '蜀山-琥珀-蜀山新村', '50.00', '2', 2500, 2500]
repeat 1 : ['整租·西园新村 2室1厅 南', '蜀山-三里庵-西园新村', '68.00', '2', 2000, 2000]
repeat 1 : ['整租·龙凤嘉园一期 3室2厅 南/北', '蜀山-井岗镇-龙凤嘉园一期', '100.00', '3', 2300, 2300]
repeat 1 : ['整租·隆昊昊天园 3室1厅 南', '新站-七里塘-隆昊昊天园', '103.00', '3', 1900, 1900]
repeat 1 : ['整租·国光万豪广场 1室0厅 南', '庐阳-双岗-国光万豪广场', '113.00', '1', 9500, 9500]
repeat 1 : ['整租·恒基旭辉铂悦天汇 4室2厅 南', '滨湖新区-方兴-恒基旭辉铂悦天汇', '150.00', '4', 3500, 3500]
repeat 1 : ['整租·宝能城二期 3室2厅 南', '滨湖新区-环湖CBD-宝能城二期', '87.64', '3', 2800, 2800]
repeat 1 : ['整租·绿地海德公馆二期 4室2厅 南/北', '肥西-长安-绿地海德公馆二期', '127.90', '4', 3200, 3200]
repeat 1 : ['整租·铜陵新村 2室1厅 南', '瑶海-铜陵路-铜陵新村', '60.00', '2', 1000, 1000]
repeat 1 : ['整租·朗峰大厦 1室1厅 南', '庐阳-海棠-朗峰大厦', '57.69', '1', 3000, 3000]
repeat 1 : ['整租·旭辉滨湖江来 4室1厅 南', '肥西-肥西-旭辉滨湖江来', '107.00', '4', 1700, 1700]
repeat 1 : ['整租·禹洲华侨城三期荷园 2室2厅 南', '肥西-染坊-禹洲华侨城三期荷园', '75.70', '2', 1550, 1550]
repeat 1 : ['整租·亲亲家园 3室2厅 南', '蜀山-五里墩-亲亲家园', '141.00', '3', 2900, 2900]
repeat 1 : ['整租·龙湖丽丰西宸原著 4室2厅 南/北', '蜀山-新产业园-龙湖丽丰西宸原著', '251.00', '4', 2000, 2000]
repeat 1 : ['整租·联合一村 3室2厅 南/北', '庐阳-双岗-联合一村', '137.00', '3', 2700, 2700]
repeat 1 : ['整租·高压开关厂宿舍 2室1厅 南/北', '包河-包公-高压开关厂宿舍', '59.00', '2', 1500, 1500]
repeat 1 : ['整租·中海城 3室2厅 南/北', '肥东-肥东-中海城', '134.07', '3', 2100, 2100]
repeat 1 : ['整租·融创城融福园 3室2厅 南/东北', '经开-芙蓉-融创城融福园', '110.00', '3', 3200, 3200]
repeat 1 : ['整租·龙凤嘉园一期 2室2厅 南/北', '蜀山-井岗镇-龙凤嘉园一期', '88.71', '2', 2300, 2300]
repeat 1 : ['整租·中翔商业中心 20室9厅 南/北', '滨湖新区-滨湖世纪-中翔商业中心', '1200.00', '2', 24000, 24000]
repeat 1 : ['整租·高速时代御府（芳园） 3室2厅 南', '肥西-肥西-高速时代御府（芳园）', '103.00', '3', 1550, 1550]
repeat 1 : ['整租·北城中环城 3室2厅 南/北', '长丰-北城-北城中环城', '80.00', '3', 600, 600]
repeat 2 : ['整租·元一柏庄 3室2厅 南', '包河-周谷堆-元一柏庄', '106.00', '3', 2300, 2300]
repeat 2 : ['整租·铂金汉宫 2室2厅 南', '包河-包公-铂金汉宫', '50.00', '2', 2600, 2600]
repeat 2 : ['整租·公园天著 3室1厅 南', '瑶海-大兴镇-公园天著', '94.79', '3', 2100, 2100]
repeat 2 : ['整租·祥源城湖山小筑 1室1厅 北', '高新-长宁-祥源城湖山小筑', '47.52', '1', 1850, 1850]
repeat 2 : ['整租·恒泰阿奎利亚北区 2室1厅 南', '长丰-北城-恒泰阿奎利亚北区', '82.00', '2', 1300, 1300]
repeat 2 : ['整租·美的·金科郡 3室2厅 南', '新站-磨店-美的·金科郡', '95.00', '3', 1900, 1900]
repeat 1 : ['整租·琥珀名城沁园 1室1厅 南', '瑶海-龙岗-琥珀名城沁园', '72.00', '1', 1600, 1600]
repeat 1 : ['整租·旭辉滨湖江来 2室2厅 南', '肥西-肥西-旭辉滨湖江来', '92.00', '2', 1500, 1500]
repeat 1 : ['整租·南园新村 2室1厅 南', '包河-芜湖路-南园新村', '72.60', '2', 1600, 1600]
repeat 1 : ['整租·灯塔家园二期 2室2厅 南', '肥西-肥西-灯塔家园二期', '95.00', '2', 1400, 1400]
repeat 1 : ['整租·琥珀五环城和雅阁 2室1厅 南', '政务-荷叶地-琥珀五环城和雅阁', '78.42', '2', 2400, 2400]
repeat 1 : ['整租·玖方广场 1室0厅 北', '肥西-黄小-玖方广场', '60.00', '1', 1600, 1600]
repeat 1 : ['整租·青年路小学宿舍 3室2厅 南', '包河-包公-青年路小学宿舍', '88.48', '3', 2400, 2400]
repeat 1 : ['整租·澳澜宝邸 3室2厅 南', '瑶海-胜利路-澳澜宝邸', '128.77', '3', 2600, 2600]
repeat 1 : ['整租·光明观澜公馆 3室2厅 南', '肥西-长安-光明观澜公馆', '105.04', '3', 2800, 2800]
repeat 1 : ['整租·奥园城央壹品 1室1厅 东南', '蜀山-稻香村-奥园城央壹品', '46.06', '1', 2200, 2200]
repeat 1 : ['整租·文昌雅居 3室2厅 南', '包河-周谷堆-文昌雅居', '90.00', '3', 2000, 2000]
repeat 1 : ['整租·南丽湾 2室2厅 南', '包河-工业园-南丽湾', '83.49', '2', 2300, 2300]
repeat 1 : ['整租·文一云河湾 1室1厅 西', '瑶海-龙岗-文一云河湾', '79.16', '1', 2600, 2600]
repeat 1 : ['整租·汇林园 2室1厅 南', '经开-莲花-汇林园', '81.57', '2', 1700, 1700]
repeat 1 : ['整租·蓝山CBD 1室0厅 东南', '滨湖新区-方兴-蓝山CBD', '110.00', '1', 6000, 6000]
repeat 1 : ['整租·家天下二期 3室2厅 南', '新站-七里塘-家天下二期', '88.00', '3', 2600, 2600]
repeat 1 : ['整租·金大地1912 2室1厅 东南', '蜀山-南七-金大地1912', '56.62', '2', 2800, 2800]
repeat 1 : ['整租·玖方广场 1室0厅 南', '肥西-黄小-玖方广场', '38.00', '1', 800, 800]
repeat 1 : ['整租·中环城国际公寓 2室2厅 北', '经开-芙蓉-中环城国际公寓', '62.92', '2', 2400, 2400]
repeat 1 : ['整租·光明府 4室2厅 南', '肥西-肥西-光明府', '124.00', '4', 900, 900]
repeat 1 : ['整租·玖方广场 1室0厅 南', '肥西-黄小-玖方广场', '73.99', '1', 1800, 1800]
repeat 1 : ['整租·华润万橡府 4室2厅 南', '新站-磨店-华润万橡府', '121.72', '4', 1800, 1800]
repeat 1 : ['整租·信旺九华国际 1室1厅 南', '包河-芜湖路-信旺九华国际', '51.78', '1', 1600, 1600]
repeat 1 : ['整租·皖投天下名筑 3室2厅 南', '庐阳-林店-皖投天下名筑', '96.00', '3', 1800, 1800]
repeat 1 : ['整租·万达银座 1室1厅 东南', '滨湖新区-环湖CBD-万达银座', '100.00', '1', 3801, 3801]
repeat 1 : ['整租·华润紫玥台 3室2厅 南', '肥东-肥东-华润紫玥台', '103.00', '3', 1500, 1500]
repeat 1 : ['整租·滨湖世纪城徽昌苑 2室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城徽昌苑', '91.00', '2', 2300, 2300]
repeat 1 : ['整租·荣城北苑 2室1厅 南', '庐阳-林店-荣城北苑', '72.00', '2', 1700, 1700]
repeat 1 : ['整租·绿地柏仕公馆 3室2厅 南', '新站-东站-绿地柏仕公馆', '109.00', '3', 1900, 1900]
repeat 1 : ['整租·高速时代御府（妙园） 3室2厅 南', '肥西-肥西-高速时代御府（妙园）', '142.00', '3', 1800, 1800]
repeat 1 : ['整租·南园新村 2室1厅 南', '包河-芜湖路-南园新村', '58.93', '2', 1800, 1800]
repeat 1 : ['整租·岚翠苑 3室2厅 南/北', '高新-天乐-岚翠苑', '142.18', '3', 4000, 4000]
repeat 1 : ['整租·岸上玫瑰 3室2厅 南', '政务-笔架山-岸上玫瑰', '92.00', '3', 2800, 2800]
repeat 1 : ['整租·南空花园小区 2室2厅 南/北', '肥西-桃花工业园-南空花园小区', '92.00', '2', 1900, 1900]
repeat 1 : ['整租·畅园新村 2室1厅 南', '庐阳-亳州-畅园新村', '67.63', '2', 2000, 2000]
repeat 1 : ['整租·武里山天街 2室1厅 复式 北', '新站-七里塘-武里山天街', '39.50', '2', 2100, 2100]
repeat 1 : ['整租·融创滨湖印 4室2厅 南', '滨湖新区-方兴-融创滨湖印', '149.00', '4', 7500, 7500]
repeat 1 : ['整租·南翔茗座 1室1厅 北', '包河-工业园-南翔茗座', '69.00', '1', 900, 900]
repeat 1 : ['整租·东海星城 3室2厅 南', '经开-莲花-东海星城', '112.45', '3', 3000, 3000]
repeat 1 : ['整租·华裕家园 3室2厅 南', '瑶海-和平路-华裕家园', '126.00', '3', 2600, 2600]
repeat 1 : ['整租·滨湖世纪城徽昌苑 2室2厅 南', '滨湖新区-滨湖世纪-滨湖世纪城徽昌苑', '90.90', '2', 2200, 2200]
repeat 1 : ['整租·信达天御荔枝公馆 1室1厅 南', '包河-常青-信达天御荔枝公馆', '54.00', '1', 2300, 2300]
repeat 1 : ['整租·金成港湾 2室2厅 南', '新站-七里塘-金成港湾', '90.00', '2', 1800, 1800]
repeat 1 : ['整租·东方蓝海 3室1厅 南/北', '滨湖新区-环湖CBD-东方蓝海', '92.77', '3', 2600, 2600]
repeat 1 : ['整租·报业园 2室1厅 东', '经开-芙蓉-报业园', '75.25', '2', 1750, 1750]
repeat 1 : ['整租·仕嘉名苑 2室1厅 东', '包河-芜湖路-仕嘉名苑', '90.00', '2', 2800, 2800]
repeat 1 : ['整租·王大郢家园欣苑 2室2厅 南', '包河-周谷堆-王大郢家园欣苑', '85.00', '2', 2000, 2000]
repeat 1 : ['整租·瑞泰城市家园 3室1厅 南', '瑶海-龙岗-瑞泰城市家园', '90.00', '3', 2000, 2000]
repeat 1 : ['整租·梅山路21号 2室1厅 南', '蜀山-三里庵-梅山路21号', '62.24', '2', 1750, 1750]
repeat 1 : ['整租·银成公寓 3室1厅 南', '庐阳-逍遥津-银成公寓', '106.00', '3', 3000, 3000]
repeat 1 : ['整租·锦绣首玺 3室1厅 南', '滨湖新区-方兴-锦绣首玺', '123.72', '3', 3200, 3200]
repeat 1 : ['整租·禹洲华侨城三期荷园 3室1厅 南', '肥西-染坊-禹洲华侨城三期荷园', '106.00', '3', 2700, 2700]
repeat 1 : ['整租·西园新村 3室1厅 南', '蜀山-三里庵-西园新村', '62.71', '3', 2250, 2250]
repeat 1 : ['整租·力高柏林春天 2室2厅 南', '包河-包公-力高柏林春天', '83.99', '2', 2500, 2500]
repeat 1 : ['整租·绿地御徽 4室2厅 南/北', '包河-常青-绿地御徽', '132.24', '4', 4800, 4800]
repeat 1 : ['整租·华地润园 3室2厅 南', '经开-莲花-华地润园', '89.00', '3', 2800, 2800]
repeat 1 : ['整租·斌锋当代府MOMΛ 3室1厅 南', '肥东-龙岗-斌锋当代府MOMΛ', '88.00', '3', 1100, 1100]
repeat 1 : ['整租·阿奎利亚城果 3室1厅 南/北', '长丰-北城-阿奎利亚城果', '100.00', '3', 1400, 1400]
repeat 1 : ['整租·合作经济广场 3室1厅 南', '庐阳-三孝口-合作经济广场', '85.81', '3', 5800, 5800]
repeat 1 : ['整租·绿地国际花都蓝蝶苑  2室1厅 南', '政务-笔架山-绿地国际花都蓝蝶苑', '87.00', '2', 3000, 3000]
repeat 1 : ['整租·七桂塘步行街 1室1厅 南', '庐阳-三孝口-七桂塘步行街', '37.33', '1', 1580, 1580]
repeat 1 : ['整租·文一名门湖畔 3室1厅 南/北', '庐阳-四里河-文一名门湖畔', '78.12', '3', 3600, 3600]
repeat 1 : ['整租·中海九樾 3室1厅 南', '滨湖新区-烟墩-中海九樾', '101.29', '3', 3600, 3600]
repeat 1 : ['整租·北辰天都 2室2厅 南', '长丰-北城-北辰天都', '86.56', '2', 1400, 1400]
repeat 1 : ['整租·淝滨路16号 2室1厅 南/北', '瑶海-胜利路-淝滨路16号', '69.30', '2', 1200, 1200]
repeat 1 : ['整租·望湖城桂香居月桂苑 3室2厅 南', '包河-望湖-望湖城桂香居月桂苑', '130.00', '3', 2500, 2500]
repeat 1 : ['整租·雅徽苑 4室2厅 南', '长丰-北城-雅徽苑', '131.00', '4', 1700, 1700]
repeat 1 : ['整租·龙湖龙誉城 3室2厅 南', '肥东-肥东-龙湖龙誉城', '120.00', '3', 1200, 1200]
repeat 1 : ['整租·大摩华尔街生活广场 1室1厅 南', '包河-望湖-大摩华尔街生活广场', '39.97', '1', 1700, 1700]
repeat 1 : ['整租·华南城紫荆名都二期沁园 3室2厅 南', '肥西-肥西-华南城紫荆名都二期沁园', '109.00', '3', 2000, 2000]
repeat 1 : ['整租·大众巷 2室1厅 南/北', '庐阳-三孝口-大众巷', '59.24', '2', 1800, 1800]
repeat 5 : ['整租·中科中涣宿舍 1室1厅 南', '肥西-染坊-中科中涣宿舍', '30.00', '1', 1280, 1280]
repeat 18 : ['整租·中科中涣宿舍 1室1厅 北', '肥西-染坊-中科中涣宿舍', '30.00', '1', 1230, 1230]
repeat 1 : ['整租·龙湖龙誉中心 1室1厅 南', '肥东-大兴镇-龙湖龙誉中心', '43.63', '1', 7000, 7000]
repeat 1 : ['整租·商务厅职工宿舍 2室1厅 南', '包河-包公-商务厅职工宿舍', '52.11', '2', 1400, 1400]
repeat 1 : ['整租·雍荣府 3室2厅 南', '包河-淝河镇-雍荣府', '128.33', '3', 1200, 1200]
repeat 1 : ['整租·旭辉滨湖江来 3室2厅 南', '肥西-肥西-旭辉滨湖江来', '106.84', '3', 1800, 1800]
repeat 1 : ['整租·恒泰阿奎利亚北区 2室2厅 南/北', '长丰-北城-恒泰阿奎利亚北区', '82.72', '2', 1600, 1600]
repeat 1 : ['整租·大摩华尔街生活广场 1室1厅 南', '包河-望湖-大摩华尔街生活广场', '71.46', '1', 2100, 2100]
repeat 1 : ['整租·岭湖墅 5室3厅 南', '高新-蜀麓-岭湖墅', '246.00', '5', 9000, 9000]
repeat 1 : ['整租·金云国际 2室1厅 南', '肥西-新港-金云国际', '94.00', '2', 1000, 1000]
repeat 1 : ['整租·力高君御世家 3室2厅 南/北', '新站-七里塘-力高君御世家', '95.83', '3', 1900, 1900]
repeat 1 : ['整租·体育局宿舍 2室1厅 南', '庐阳-逍遥津-体育局宿舍', '68.73', '2', 1700, 1700]
repeat 1 : ['整租·蓝光林肯公园 3室2厅 南/北', '新站-东站-蓝光林肯公园', '133.12', '3', 1800, 1800]
repeat 1 : ['整租·宝业城市绿苑西区 1室1厅 南', '瑶海-和平路-宝业城市绿苑西区', '39.67', '1', 1400, 1400]
repeat 2 : ['整租·力天大厦 1室1厅 南', '瑶海-明光路-力天大厦', '52.25', '1', 1350, 1350]
repeat 2 : ['整租·中环CBD 1室1厅 南', '经开-芙蓉-中环CBD', '46.92', '1', 2000, 2000]
repeat 2 : ['整租·张郢小区（二区） 2室2厅 南', '肥西-肥西-张郢小区（二区）', '93.00', '2', 1600, 1600]
repeat 2 : ['整租·九珑湾 3室2厅 南', '包河-工业园-九珑湾', '106.00', '3', 2600, 2600]
repeat 1 : ['整租·融侨天骏 3室1厅 南', '政务-笔架山-融侨天骏', '87.81', '3', 3300, 3300]
repeat 1 : ['整租·浅水湾 3室2厅 南', '政务-荷叶地-浅水湾', '98.76', '3', 3300, 3300]
repeat 1 : ['合租·世茂翡翠首府 5居室 北卧', '经开-芙蓉-世茂翡翠首府', '20.00', '5', 680, 680]
repeat 1 : ['整租·中梁世茂十里晴川 3室2厅 南', '长丰-长丰-中梁世茂十里晴川', '100.00', '3', 600, 600]
repeat 1 : ['整租·金地国际城 1室1厅 东', '包河-周谷堆-金地国际城', '43.67', '1', 1500, 1500]
repeat 1 : ['整租·旭辉御府 3室2厅 南', '滨湖新区-烟墩-旭辉御府', '95.26', '3', 2300, 2300]
repeat 1 : ['整租·武里山天街 2室2厅 南', '新站-七里塘-武里山天街', '120.00', '2', 2600, 2600]
repeat 1 : ['整租·金大地时代天街 2室1厅 北', '经开-莲花-金大地时代天街', '59.77', '2', 2500, 2500]
repeat 1 : ['整租·百乐门广场 2室1厅 南', '经开-莲花-百乐门广场', '72.00', '2', 2200, 2200]
repeat 1 : ['整租·金枫苑 4室2厅 南/北', '蜀山-西园-金枫苑', '148.72', '4', 3400, 3400]
repeat 1 : ['整租·保利梧桐语 3室2厅 南', '高新-蜀麓-保利梧桐语', '94.26', '3', 2800, 2800]
repeat 1 : ['整租·香港广场 1室1厅 东', '庐阳-逍遥津-香港广场', '300.00', '1', 8800, 8800]
repeat 1 : ['整租·宁国新村 3室1厅 南/北', '包河-包公-宁国新村', '82.18', '3', 2000, 2000]
repeat 1 : ['整租·安徽省临淮岗洪水控制工程管理局 2室1厅 南', '高新-兴园-安徽省临淮岗洪水控制工程管理局', '65.00', '2', 1900, 1900]
repeat 1 : ['整租·中街水晶城 2室1厅 南', '肥西-肥西-中街水晶城', '83.83', '2', 1500, 1500]
repeat 1 : ['整租·家天下三期 3室2厅 南', '新站-七里塘-家天下三期', '87.76', '3', 2600, 2600]
repeat 1 : ['整租·华鼎华馨苑 2室1厅 南', '庐阳-海棠-华鼎华馨苑', '84.45', '2', 1800, 1800]
repeat 1 : ['整租·南巷恢复楼 2室1厅 东/西', '肥东-肥东-南巷恢复楼', '80.19', '2', 1200, 1200]
repeat 1 : ['整租·合肥云谷智慧金融城 7室0厅 南', '滨湖新区-烟墩-合肥云谷智慧金融城', '165.00', '7', 5800, 5800]
repeat 1 : ['整租·文一名门名城 1室1厅 南', '瑶海-龙岗-文一名门名城', '33.94', '1', 1100, 1100]
repeat 1 : ['整租·来安新村 2室1厅 南', '瑶海-三里街-来安新村', '62.28', '2', 1400, 1400]
repeat 1 : ['整租·信达庐阳府 4室2厅 东', '庐阳-林店-信达庐阳府', '115.82', '4', 2300, 2300]
repeat 1 : ['整租·武里山天街 1室1厅 南', '新站-七里塘-武里山天街', '40.00', '1', 1500, 1500]
repeat 1 : ['整租·铂金汉宫 2室2厅 西', '包河-包公-铂金汉宫', '50.86', '2', 2000, 2000]
repeat 1 : ['整租·上园 3室2厅 南', '肥西-肥西-上园', '89.30', '3', 1900, 1900]
repeat 1 : ['整租·正荣悦都荟 4室1厅 北', '新站-磨店-正荣悦都荟', '119.70', '4', 2000, 2000]
repeat 1 : ['整租·大众巷 2室1厅 南', '庐阳-三孝口-大众巷', '48.00', '2', 1400, 1400]
repeat 1 : ['整租·绿地柏仕公园 1室1厅 南/北', '新站-东站-绿地柏仕公园', '45.86', '1', 1300, 1300]
repeat 1 : ['整租·报业园 2室2厅 南/北', '经开-芙蓉-报业园', '110.98', '2', 2550, 2550]
repeat 1 : ['整租·水木春城 4室2厅 南', '庐阳-四里河-水木春城', '157.25', '4', 2700, 2700]
repeat 1 : ['合租·凉亭小区 1居室 南卧', '肥西-肥西-凉亭小区', '16.00', '1', 650, 650]
repeat 1 : ['整租·元一柏庄 3室2厅 南', '包河-周谷堆-元一柏庄', '130.60', '3', 3500, 3500]
repeat 1 : ['整租·世纪中心 2室1厅 南', '庐阳-双岗-世纪中心', '90.00', '2', 2600, 2600]
repeat 1 : ['整租·融科城融和园 3室2厅 南', '经开-芙蓉-融科城融和园', '96.06', '3', 3000, 3000]
repeat 1 : ['整租·博微家园 2室2厅 南', '蜀山-五里墩-博微家园', '90.00', '2', 1900, 1900]
repeat 1 : ['整租·瑶海万达广场 1室1厅 南', '瑶海-方庙-瑶海万达广场', '38.00', '1', 1450, 1450]
repeat 1 : ['整租·荣城北苑 2室1厅 南', '庐阳-林店-荣城北苑', '65.10', '2', 1750, 1750]
repeat 1 : ['整租·创景花园 3室2厅 南/北', '包河-芜湖路-创景花园', '146.87', '3', 4600, 4600]
repeat 1 : ['整租·金色梧桐 3室1厅 南', '瑶海-胜利路-金色梧桐', '124.00', '3', 3000, 3000]
repeat 1 : ['整租·万达银座 1室1厅 南/北', '滨湖新区-环湖CBD-万达银座', '500.00', '1', 20000, 20000]
repeat 1 : ['整租·广和花园 2室1厅 南', '瑶海-大兴镇-广和花园', '83.77', '2', 1900, 1900]
repeat 1 : ['整租·海洲景秀世家 3室2厅 南', '瑶海-龙岗-海洲景秀世家', '110.00', '3', 1750, 1750]
repeat 1 : ['整租·远洋庐玥风景 4室2厅 南', '肥东-肥东-远洋庐玥风景', '202.49', '4', 600, 600]
repeat 1 : ['整租·皖投国滨世家 3室2厅 南', '肥西-肥西-皖投国滨世家', '113.00', '3', 2000, 2000]
repeat 1 : ['整租·淮河路365号 3室1厅 南', '庐阳-三孝口-淮河路365号', '68.00', '3', 1700, 1700]
repeat 1 : ['整租·淮矿和平盛世  1室1厅 南', '瑶海-明光路-淮矿和平盛世', '60.00', '1', 1750, 1750]
repeat 1 : ['整租·南空花园小区 3室1厅 南', '肥西-桃花工业园-南空花园小区', '98.00', '3', 2200, 2200]
repeat 1 : ['整租·蔚蓝商务港 1室0厅 北', '政务-荷叶地-蔚蓝商务港', '220.00', '1', 15400, 15400]
repeat 1 : ['整租·中街水晶城 2室1厅 南/北', '肥西-肥西-中街水晶城', '81.00', '2', 1900, 1900]
repeat 1 : ['整租·寿春路200号 2室1厅 东', '庐阳-逍遥津-寿春路200号', '65.25', '2', 3000, 3000]
repeat 1 : ['整租·奥园城央壹品 1室1厅 南', '蜀山-稻香村-奥园城央壹品', '46.00', '1', 2200, 2200]
repeat 1 : ['整租·安高城市天地 2室2厅 南', '蜀山-稻香村-安高城市天地', '90.23', '2', 2600, 2600]
repeat 1 : ['整租·窦小桥 2室1厅 南', '庐阳-双岗-窦小桥', '61.50', '2', 1500, 1500]
repeat 1 : ['整租·文一名门绿洲 3室2厅 南', '肥西-繁华新园-文一名门绿洲', '87.00', '3', 2200, 2200]
repeat 1 : ['整租·皖新朗诗绿郡 1室1厅 南/北', '滨湖新区-环湖CBD-皖新朗诗绿郡', '54.29', '1', 2600, 2600]
repeat 1 : ['整租·金科博翠天辰 4室2厅 南', '包河-工业园-金科博翠天辰', '146.00', '4', 3200, 3200]
repeat 1 : ['整租·喻苑新村 2室1厅 南', '瑶海-胜利路-喻苑新村', '60.00', '2', 1000, 1000]
repeat 1 : ['整租·蓝鼎星河府 3室2厅 南', '包河-周谷堆-蓝鼎星河府', '104.42', '3', 3200, 3200]
repeat 1 : ['整租·青年新苑C区 2室1厅 南/北', '包河-包公-青年新苑C区', '70.00', '2', 2400, 2400]
repeat 1 : ['整租·第四医院宿舍 2室1厅 南', '蜀山-三里庵-第四医院宿舍', '55.00', '2', 2500, 2500]
repeat 1 : ['整租·庙东街4号 2室1厅 南', '庐阳-三孝口-庙东街4号', '58.29', '2', 5500, 5500]
repeat 1 : ['整租·当代MOMA 1室0厅 南/西南', '政务-南七-当代MOMA', '27.36', '1', 550, 550]
repeat 1 : ['整租·金隅大成郡 3室2厅 南', '包河-淝河镇-金隅大成郡', '99.40', '3', 3200, 3200]
