repeat 1 : ['独栋·迹寓 黄花岗A店 非中介 押一 民水民电 近地铁 免管理费 开间', nan, '39', '1', 2822, 4170]
repeat 534 : ['整租·颐和上院二期 5室1厅 东北', '白云-白云大道南-颐和上院二期', '180', '5', 10000, 10000]
repeat 531 : ['整租·银星花园 3室2厅 南', '花都-新区-银星花园', '107.8', '3', 3300, 3300]
repeat 4 : ['合租·丽景花苑 3居室 北卧', '花都-新区-银星花园', '107.8', '3', 1530, 1530]
repeat 516 : ['整租·星汇金沙雅筑 4室2厅 东南', '白云-金沙洲-星汇金沙雅筑', '152', '4', 6000, 6000]
repeat 490 : ['整租·西湾路 2室1厅 东', '荔湾-西村-西湾路', '45', '2', 2200, 2200]
repeat 447 : ['整租·万科尚城 3室2厅 西北', '黄埔-夏园-万科尚城', '75.74', '3', 3300, 3300]
repeat 5 : ['合租·荔康大厦 3居室 东卧', '黄埔-夏园-万科尚城', '75.74', '3', 1630, 1630]
repeat 2 : ['合租·富力天朗明居 3居室 东卧', '黄埔-夏园-万科尚城', '75.74', '3', 1860, 1860]
repeat 383 : ['整租·绿地国际空港中心 2室1厅 复式 南/北', '花都-镜湖大道-绿地国际空港中心', '46', '2', 2500, 2500]
repeat 155 : ['整租·时代长岛 3室2厅 南', '南沙-进港大道-时代长岛', '125', '3', 2000, 2000]
repeat 474 : ['整租·时代南湾 4室2厅 东北', '南沙-南沙港-时代南湾', '122', '4', 2300, 2300]
repeat 4 : ['合租·南国奥林匹克花园 4居室 北卧', '南沙-南沙港-时代南湾', '122', '4', 1360, 1360]
repeat 474 : ['整租·富力盈丰大厦 2室1厅 西南', '天河-珠江新城西-富力盈丰大厦', '102', '2', 9500, 9500]
repeat 474 : ['整租·碧桂园海湾1号 3室2厅 南', '南沙-南沙港-碧桂园海湾1号', '95', '3', 2200, 2200]
repeat 2 : ['合租·文冲新村一、二期 4居室 北卧', '南沙-南沙港-碧桂园海湾1号', '95', '3', 1190, 1190]
repeat 474 : ['整租·嘉仕花园东区 3室2厅 北', '海珠-滨江东-嘉仕花园东区', '126', '3', 6500, 6500]
repeat 474 : ['整租·南沙水恋 4室2厅 南', '南沙-黄阁-南沙水恋', '115', '4', 3100, 3100]
repeat 474 : ['整租·如意阁 2室2厅 东南', '荔湾-芳村-如意阁', '73', '2', 2500, 2500]
repeat 474 : ['整租·东方明珠花园 2室1厅 北', '白云-白云大道南-东方明珠花园', '60', '2', 2500, 2500]
repeat 474 : ['整租·华诺思云尚 1室0厅 南', '白云-京溪-华诺思云尚', '21', '1', 1500, 1500]
repeat 474 : ['整租·富力天海湾 3室1厅 东北', '南沙-明珠湾-富力天海湾', '80', '3', 3500, 3500]
repeat 474 : ['整租·越秀滨海御城二区 4室2厅 东南', '南沙-金洲-越秀滨海御城二区', '117.57', '4', 3800, 3800]
repeat 474 : ['整租·紫薇花园 3室2厅 南/北', '白云-新市-紫薇花园', '90', '3', 4200, 4200]
repeat 474 : ['整租·益丰花园 3室1厅 南', '海珠-前进路-益丰花园', '103', '3', 4800, 4800]
repeat 473 : ['整租·百荣园 3室1厅 南', '白云-机场路-百荣园', '85', '3', 4500, 4500]
repeat 2 : ['合租·新世界逸彩庭园 4居室 东卧', '白云-机场路-百荣园', '85', '3', 1760, 1760]
repeat 2 : ['合租·时代廊桥 5居室 南卧', '白云-机场路-百荣园', '85', '3', 1560, 1560]
repeat 472 : ['整租·碧桂园天玺湾 3室2厅 南', '南沙-进港大道-碧桂园天玺湾', '93.4', '3', 2200, 2200]
repeat 459 : ['整租·富力盈丰大厦 1室0厅 南', '天河-珠江新城西-富力盈丰大厦', '12', '1', 1000, 1000]
repeat 448 : ['整租·东湖豪苑 4室2厅 复式 东', '越秀-东山口-东湖豪苑', '247', '4', 18000, 18000]
repeat 3 : ['合租·富力桃园 4居室 南卧', '越秀-东山口-东湖豪苑', '247', '4', 1560, 1560]
repeat 3 : ['合租·中信乐涛苑 4居室 西北卧', '越秀-东山口-东湖豪苑', '247', '4', 1530, 1530]
repeat 424 : ['整租·机场路 3室1厅 南', '白云-机场路-机场路', '100', '3', 1400, 1400]
repeat 2 : ['合租·鸿运花园 3居室 南卧', '越秀-麓景-科技馆大院', '100', '3', 1890, 1890]
repeat 194 : ['整租·乐活小镇 2室1厅 南', '增城-荔城增江-乐活小镇', '65', '2', 1200, 1200]
repeat 566 : ['整租·奥园广场 1室0厅 南', '番禺-桥南-奥园广场', '34', '1', 1700, 1700]
repeat 566 : ['整租·中惠国际金融中心 1室1厅 西南', '南沙-南沙区府-中惠国际金融中心', '40', '1', 2600, 2600]
repeat 5 : ['合租·南国奥林匹克花园 4居室 北卧', '南沙-南沙区府-中惠国际金融中心', '40', '1', 1360, 1360]
repeat 566 : ['整租·信业悦都荟 2室3厅 北', '番禺-市桥北-信业悦都荟', '47', '2', 3300, 3300]
repeat 566 : ['整租·成丰大厦 3室1厅 东南', '白云-黄石-成丰大厦', '102.97', '3', 3300, 3300]
repeat 566 : ['整租·云裳丽影 3室2厅 南', '白云-同和-云裳丽影', '100', '3', 5500, 5500]
repeat 2 : ['合租·文冲新村一、二期 4居室 北卧', '白云-同和-云裳丽影', '100', '3', 1190, 1190]
repeat 566 : ['整租·越秀滨海新城 3室2厅 北', '南沙-进港大道-越秀滨海新城', '93', '3', 2350, 2350]
repeat 566 : ['整租·华天国际广场 3室2厅 南', '天河-龙口东-华天国际广场', '118', '3', 6500, 6500]
repeat 566 : ['整租·越秀国际总部广场 3室2厅 南', '南沙-金洲-越秀国际总部广场', '50', '3', 2500, 2500]
repeat 566 : ['整租·琶洲新村 1室1厅 北', '海珠-万胜围-琶洲新村', '56', '1', 5200, 5200]
repeat 566 : ['整租·广信牡丹阁 1室0厅 复式 东', '天河-天河南-广信牡丹阁', '68.81', '1', 7000, 7000]
repeat 566 : ['整租·越秀滨海新城 4室2厅 南', '南沙-进港大道-越秀滨海新城', '115', '4', 2300, 2300]
repeat 564 : ['整租·仲恺路 2室1厅 东南', '海珠-滨江中-仲恺路', '39.35', '2', 1800, 1800]
repeat 563 : ['整租·碧桂园天玺湾 3室2厅 东南', '南沙-进港大道-碧桂园天玺湾', '101.87', '3', 2800, 2800]
repeat 558 : ['整租·龙溪楼 2室2厅 东', '天河-车陂-龙溪楼', '94', '2', 3300, 3300]
repeat 551 : ['整租·阳光城丽景湾熙然府 3室2厅 东南/南', '南沙-进港大道-阳光城丽景湾熙然府', '106', '3', 2600, 2600]
repeat 623 : ['整租·南沙金茂湾 2室1厅 北', '南沙-明珠湾-南沙金茂湾', '50', '2', 3000, 3000]
repeat 499 : ['整租·颐德湾尚 4室2厅 南/北', '南沙-明珠湾-颐德湾尚', '145', '4', 6800, 6800]
repeat 449 : ['整租·保利东郡 3室2厅 东北', '荔湾-广钢新城-保利东郡', '108', '3', 5200, 5200]
repeat 382 : ['整租·飞晟文汇 3室2厅 南', '黄埔-香雪-飞晟文汇', '138', '3', 4500, 4500]
repeat 1 : ['合租·新世界逸彩庭园 4居室 东卧', '黄埔-香雪-飞晟文汇', '138', '3', 1760, 1760]
repeat 1 : ['合租·时代廊桥 5居室 南卧', '黄埔-香雪-飞晟文汇', '138', '3', 1560, 1560]
repeat 1 : ['合租·富力桃园 4居室 南卧', '黄埔-香雪-飞晟文汇', '138', '3', 1560, 1560]
repeat 2 : ['合租·中信乐涛苑 4居室 西北卧', '黄埔-香雪-飞晟文汇', '138', '3', 1530, 1530]
repeat 299 : ['整租·顺欣花园 3室2厅 西', '增城-新塘北-顺欣花园', '90', '3', 2300, 2300]
repeat 543 : ['整租·惠百氏广场 2室2厅 南', '增城-白江-惠百氏广场', '75', '2', 3200, 3200]
repeat 543 : ['整租·素社新村 3室1厅 东', '海珠-前进路-素社新村', '90', '3', 2200, 2200]
repeat 3 : ['合租·广州雅居乐花园雅逸庭 4居室 南卧', '海珠-前进路-素社新村', '90', '3', 1260, 1260]
repeat 543 : ['整租·花城路 3室2厅 南', '花都-旧区-花城路', '87', '3', 800, 800]
repeat 3 : ['合租·新世界逸彩庭园 4居室 西卧', '花都-旧区-花城路', '87', '3', 1790, 1790]
repeat 4 : ['合租·春晖苑(天河) 4居室 北卧', '花都-旧区-花城路', '87', '3', 1530, 1530]
repeat 543 : ['整租·南沙万达广场 1室1厅 西南', '南沙-金洲-南沙万达广场', '63.9', '1', 2100, 2100]
repeat 543 : ['整租·中交汇通中心 2室2厅 东南', '南沙-明珠湾-中交汇通中心', '56', '2', 3200, 3200]
repeat 543 : ['整租·恒安大厦 2室2厅 南/北', '天河-员村-恒安大厦', '79', '2', 5000, 5000]
repeat 1 : ['合租·淘金家园二三期 3居室 南卧', '天河-员村-恒安大厦', '79', '2', 2530, 2530]
repeat 543 : ['整租·桂花岗 2室1厅 南/北', '越秀-桂花岗-桂花岗', '70', '2', 3000, 3000]
repeat 543 : ['整租·万科元培里 3室2厅 南', '黄埔-科学城-万科元培里', '69', '3', 3500, 3500]
repeat 543 : ['整租·富华商贸大厦 1室0厅 西', '越秀-解放南-富华商贸大厦', '36', '1', 2200, 2200]
repeat 543 : ['整租·碧桂园凤凰城凤馨苑 1室0厅 南', '增城-凤凰城-碧桂园凤凰城凤馨苑', '13.98', '1', 300, 300]
repeat 1 : ['合租·文冲安置房六期 3居室 西卧', '增城-凤凰城-碧桂园凤凰城凤馨苑', '13.98', '1', 1390, 1390]
repeat 543 : ['整租·雅郡花园 5室2厅 复式 南', '海珠-万胜围-雅郡花园', '285', '5', 30000, 30000]
repeat 543 : ['整租·星河山海湾 4室2厅 东南', '南沙-南沙港-星河山海湾', '120', '4', 3600, 3600]
repeat 2 : ['合租·富力院士庭 4居室 北卧', '南沙-南沙港-星河山海湾', '120', '4', 1730, 1730]
repeat 542 : ['整租·环市西路 3室1厅 东南/南', '荔湾-流花站前-环市西路', '70', '3', 3800, 3800]
repeat 2 : ['合租·海印南苑 4居室 北卧', '荔湾-流花站前-环市西路', '70', '3', 1490, 1490]
repeat 540 : ['整租·环市西路 2室1厅 南', '荔湾-流花站前-环市西路', '50', '2', 2600, 2600]
repeat 535 : ['整租·广雅路 2室1厅 东南', '荔湾-西村-广雅路', '66.93', '2', 2200, 2200]
repeat 520 : ['整租·小新塘大未来 4室2厅 南', '天河-智慧城-小新塘大未来', '150', '4', 6500, 6500]
repeat 497 : ['整租·富力金港城南区 2室2厅 北', '花都-花东镇-富力金港城南区', '80', '2', 2000, 2000]
repeat 450 : ['整租·广园东路 3室1厅 东北', '越秀-沙河-广园东路', '70', '3', 2480, 2480]
repeat 386 : ['整租·锦绣联合商务大厦 1室1厅 南', '越秀-水荫-锦绣联合商务大厦', '58', '1', 3800, 3800]
repeat 303 : ['整租·越秀北路 1室1厅 东', '越秀-小北-越秀北路', '30.88', '1', 4000, 4000]
repeat 204 : ['整租·保利金沙大都汇 5室2厅 东', '白云-金沙洲-保利金沙大都汇', '80', '5', 7500, 7500]
repeat 139 : ['整租·粮食局小区 3室2厅 南', '花都-旧区-粮食局小区', '90', '3', 1100, 1100]
repeat 1 : ['合租·五羊小区 3居室 南卧', '花都-旧区-粮食局小区', '90', '3', 2060, 2060]
repeat 3 : ['合租·广州雅居乐花园雅逸庭 4居室 南卧', '南沙-南沙区府-中惠国际金融中心', '40', '1', 1260, 1260]
repeat 4 : ['合租·新世界逸彩庭园 4居室 西卧', '南沙-南沙区府-中惠国际金融中心', '40', '1', 1790, 1790]
repeat 4 : ['合租·春晖苑(天河) 4居室 北卧', '白云-黄石-成丰大厦', '102.97', '3', 1530, 1530]
repeat 1 : ['合租·文冲安置房六期 3居室 西卧', '南沙-进港大道-碧桂园天玺湾', '101.87', '3', 1390, 1390]
repeat 1 : ['合租·富力院士庭 4居室 北卧', '南沙-进港大道-阳光城丽景湾熙然府', '106', '3', 1730, 1730]
repeat 2 : ['合租·海印南苑 4居室 北卧', '南沙-进港大道-阳光城丽景湾熙然府', '106', '3', 1490, 1490]
repeat 220 : ['整租·伍仙花园B区 3室2厅 东北', '天河-沙太南-伍仙花园B区', '97', '3', 5500, 5500]
repeat 527 : ['整租·汇侨新城东区 2室1厅 西南', '白云-新市-汇侨新城东区', '75', '2', 2600, 2600]
repeat 527 : ['整租·合景睿峰L7 3室2厅 复式 西北', '天河-珠江新城东-合景睿峰L7', '155', '3', 16000, 16000]
repeat 4 : ['合租·新世界逸彩庭园 4居室 西卧', '天河-珠江新城东-合景睿峰L7', '155', '3', 1790, 1790]
repeat 527 : ['整租·时代天韵 3室2厅 北', '黄埔-知识城-时代天韵', '104.76', '3', 3200, 3200]
repeat 527 : ['整租·新燕花园 3室2厅 北', '天河-燕塘-新燕花园', '78.81', '3', 5800, 5800]
repeat 3 : ['合租·春晖苑(天河) 4居室 北卧', '天河-燕塘-新燕花园', '78.81', '3', 1530, 1530]
repeat 5 : ['合租·淘金家园二三期 3居室 南卧', '天河-燕塘-新燕花园', '78.81', '3', 2530, 2530]
repeat 1 : ['合租·文冲安置房六期 3居室 西卧', '天河-燕塘-新燕花园', '78.81', '3', 1390, 1390]
repeat 527 : ['整租·南浦时代 1室1厅 东南', '番禺-南浦-南浦时代', '53', '1', 6000, 6000]
repeat 527 : ['整租·广州碧桂园锦苑 3室2厅 北', '番禺-南浦-广州碧桂园锦苑', '107', '3', 3600, 3600]
repeat 527 : ['整租·繁华路 3室1厅 南', '番禺-市桥-繁华路', '110', '3', 2100, 2100]
repeat 527 : ['整租·佳润临江上品 2室1厅 南', '天河-员村-佳润临江上品', '80', '2', 6500, 6500]
repeat 5 : ['合租·富力院士庭 4居室 北卧', '天河-员村-佳润临江上品', '80', '2', 1730, 1730]
repeat 527 : ['整租·岭南新世界 3室2厅 北', '白云-嘉禾望岗-岭南新世界', '128', '3', 5500, 5500]
repeat 2 : ['合租·海印南苑 4居室 北卧', '白云-嘉禾望岗-岭南新世界', '128', '3', 1490, 1490]
repeat 527 : ['整租·长风国际公寓 1室1厅 南', '增城-新塘北-长风国际公寓', '28', '1', 1200, 1200]
repeat 527 : ['整租·粤海广场 2室2厅 南', '番禺-万博-粤海广场', '106', '2', 11900, 11900]
repeat 527 : ['整租·云山诗意 2室2厅 东南', '白云-黄边-云山诗意', '75.9', '2', 4300, 4300]
repeat 527 : ['整租·合景花漫里 3室2厅 北', '增城-永和-合景花漫里', '84', '3', 2300, 2300]
repeat 524 : ['整租·葛洲坝保利曼城 3室2厅 西', '荔湾-广钢新城-葛洲坝保利曼城', '99', '3', 5200, 5200]
repeat 4 : ['合租·五羊小区 3居室 南卧', '荔湾-广钢新城-葛洲坝保利曼城', '99', '3', 2060, 2060]
repeat 519 : ['整租·水荫路 2室1厅 南', '越秀-水荫-水荫路', '58.27', '2', 3600, 3600]
repeat 3 : ['合租·金沙洲新社区四区 4居室 南卧', '越秀-水荫-水荫路', '58.27', '2', 1330, 1330]
repeat 2 : ['合租·宝华豪庭 4居室 西卧', '越秀-水荫-水荫路', '58.27', '2', 1430, 1430]
repeat 503 : ['整租·碧桂园天玺湾 2室2厅 南/北', '南沙-进港大道-碧桂园天玺湾', '90', '2', 2100, 2100]
