repeat 2 : ['整租·时代领峯 3室2厅 南/北', '包河-淝河镇-时代领峯', '96.26', '3', 2700, 2700]
repeat 1 : ['整租·绿苑小区 2室1厅 南', '包河-包公-绿苑小区', '75.00', '2', 1600, 1600]
repeat 1 : ['整租·滨湖龙川里 3室2厅 南', '包河-常青-滨湖龙川里', '107.00', '3', 3000, 3000]
repeat 1 : ['整租·民航小区 2室1厅 南', '包河-望湖-民航小区', '68.51', '2', 1600, 1600]
repeat 1 : ['整租·南翔汽车智慧新城 1室0厅 东南', '包河-工业园-南翔汽车智慧新城', '56.00', '1', 1400, 1400]
repeat 1 : ['整租·地矿家园 3室2厅 南', '包河-周谷堆-地矿家园', '110.00', '3', 2200, 2200]
repeat 1 : ['整租·枫丹城市花园 3室1厅 南', '包河-望湖-枫丹城市花园', '105.93', '3', 2400, 2400]
repeat 1 : ['整租·东祥府 3室2厅 南', '包河-常青-东祥府', '107.00', '3', 2500, 2500]
repeat 1 : ['整租·绿地海顿公馆B 9室3厅 南', '包河-周谷堆-绿地海顿公馆B', '1300.00', '9', 50000, 50000]
repeat 1 : ['整租·合肥工业大学西村 2室1厅 东南/南/西南', '包河-包公-合肥工业大学西村', '66.00', '2', 2200, 2200]
repeat 1 : ['整租·锦绣花城 3室2厅 南/北', '包河-工业园-锦绣花城', '108.00', '3', 1500, 1500]
repeat 1 : ['整租·中辰优唐广场 1室1厅 南', '包河-常青-中辰优唐广场', '45.00', '1', 2400, 2400]
repeat 6 : ['整租·南庭芳 3室2厅 南', '包河-常青-南庭芳', '100.00', '3', 2600, 2600]
repeat 1 : ['整租·中辰优唐广场 1室1厅 南', '包河-常青-中辰优唐广场', '65.75', '1', 1800, 1800]
repeat 1 : ['整租·铂金汉宫 1室1厅 南', '包河-包公-铂金汉宫', '50.86', '1', 1500, 1500]
repeat 1 : ['整租·华地大厦 1室1厅 南', '包河-芜湖路-华地大厦', '50.00', '1', 1400, 1400]
repeat 1 : ['整租·淝河安百苑 3室2厅 南', '包河-淝河镇-淝河安百苑', '93.11', '3', 1600, 1600]
repeat 1 : ['整租·新世界公馆 2室2厅 南', '包河-包公-新世界公馆', '77.63', '2', 2900, 2900]
repeat 1 : ['整租·宝利丰广场 1室1厅 西北', '包河-包公-宝利丰广场', '38.68', '1', 1800, 1800]
repeat 2 : ['整租·新世界公馆 2室2厅 南', '包河-包公-新世界公馆', '82.00', '2', 2800, 2800]
repeat 2 : ['整租·恒大水晶国际广场 1室1厅 北', '包河-常青-恒大水晶国际广场', '67.73', '1', 2000, 2000]
repeat 2 : ['整租·宝利丰广场 1室0厅 西南', '包河-包公-宝利丰广场', '42.00', '1', 1650, 1650]
repeat 1 : ['整租·幸福雅苑 2室1厅 南', '包河-淝河镇-幸福雅苑', '60.00', '2', 2300, 2300]
repeat 1 : ['整租·和昌中央城邦 3室2厅 南', '包河-工业园-和昌中央城邦', '91.16', '3', 2000, 2000]
repeat 1 : ['整租·顶峰国际公寓 3室2厅 南', '包河-芜湖路-顶峰国际公寓', '119.16', '3', 3700, 3700]
repeat 1 : ['整租·龙湖·景粼玖序 4室2厅 南', '包河-工业园-龙湖·景粼玖序', '147.26', '4', 3200, 3200]
repeat 1 : ['整租·天下锦城康桥郡 2室1厅 南', '包河-常青-天下锦城康桥郡', '94.04', '2', 1700, 1700]
repeat 1 : ['整租·芜湖路174号 2室0厅 南', '包河-芜湖路-芜湖路174号', '50.00', '2', 1500, 1500]
repeat 1 : ['整租·国贸天悦 1室0厅 东南/南', '包河-常青-国贸天悦', '265.00', '1', 15000, 15000]
repeat 1 : ['整租·星隆购物广场 3室2厅 南', '包河-周谷堆-星隆购物广场', '113.00', '3', 2600, 2600]
repeat 1 : ['整租·兰亭公寓 1室1厅 北', '包河-芜湖路-兰亭公寓', '39.33', '1', 1500, 1500]
repeat 1 : ['整租·金地国际城 1室1厅 东', '包河-周谷堆-金地国际城', '35.95', '1', 1500, 1500]
repeat 1 : ['整租·寰宇上都大厦 1室1厅 东', '包河-周谷堆-寰宇上都大厦', '43.24', '1', 1500, 1500]
repeat 1 : ['整租·宝利丰广场 1室1厅 南', '包河-包公-宝利丰广场', '44.15', '1', 1600, 1600]
repeat 1 : ['整租·新鸿意瀚海星座 1室0厅 北', '包河-芜湖路-新鸿意瀚海星座', '55.00', '1', 1500, 1500]
repeat 1 : ['整租·东方广场 4室2厅 南', '包河-包公-东方广场', '106.31', '4', 4000, 4000]
repeat 1 : ['整租·星光苑 1室1厅 南/北', '包河-包公-星光苑', '55.00', '1', 2700, 2700]
repeat 1 : ['整租·航运大院宿舍 3室1厅 南', '包河-包公-航运大院宿舍', '75.20', '3', 1800, 1800]
repeat 1 : ['整租·东方广场 4室2厅 南', '包河-包公-东方广场', '106.31', '4', 3900, 3900]
repeat 1 : ['整租·万振城市广场 1室1厅 北', '包河-周谷堆-万振城市广场', '49.61', '1', 1980, 1980]
repeat 1 : ['整租·创智广场 2室1厅 西', '包河-包公-创智广场', '78.37', '2', 2100, 2100]
repeat 1 : ['整租·蓝鼎星河府 3室2厅 南', '包河-周谷堆-蓝鼎星河府', '106.58', '3', 2200, 2200]
repeat 1 : ['整租·甘棠苑 3室2厅 南', '包河-周谷堆-甘棠苑', '120.00', '3', 2700, 2700]
repeat 1 : ['整租·东方广场 1室1厅 南', '包河-包公-东方广场', '55.14', '1', 2000, 2000]
repeat 1 : ['整租·绿地海顿公馆B 2室2厅 南/北', '包河-周谷堆-绿地海顿公馆B', '89.00', '2', 3200, 3200]
repeat 1 : ['整租·锦城公馆 1室1厅 北', '包河-常青-锦城公馆', '46.70', '1', 1750, 1750]
repeat 1 : ['整租·天下锦城康桥郡 2室2厅 南/北', '包河-常青-天下锦城康桥郡', '95.00', '2', 4000, 4000]
repeat 1 : ['整租·东环广场 3室2厅 南/北', '包河-包公-东环广场', '140.00', '3', 3600, 3600]
repeat 1 : ['整租·气象局宿舍 1室1厅 南', '包河-芜湖路-气象局宿舍', '40.00', '1', 1400, 1400]
repeat 1 : ['整租·锦桂花园 3室2厅 南', '包河-包公-锦桂花园', '120.10', '3', 3200, 3200]
repeat 1 : ['整租·江南新里程 3室1厅 北', '包河-芜湖路-江南新里程', '65.96', '3', 2800, 2800]
repeat 2 : ['整租·铂澜商务中心 1室1厅 南', '包河-工业园-铂澜商务中心', '48.68', '1', 1500, 1500]
repeat 1 : ['整租·高铁都市花园 2室1厅 南', '包河-常青-高铁都市花园', '104.17', '2', 2400, 2400]
repeat 1 : ['整租·金科博翠天辰 4室2厅 南', '包河-工业园-金科博翠天辰', '143.34', '4', 3300, 3300]
repeat 1 : ['整租·中辰优唐广场 2室1厅 南', '包河-常青-中辰优唐广场', '65.64', '2', 2400, 2400]
repeat 1 : ['整租·绿地中心 1室1厅 南', '包河-常青-绿地中心', '57.23', '1', 3500, 3500]
repeat 1 : ['整租·金辉庐州云著 3室2厅 南/北', '包河-淝河镇-金辉庐州云著', '143.15', '3', 3200, 3200]
repeat 1 : ['整租·绿地中心 5室1厅 南', '包河-常青-绿地中心', '304.37', '5', 6750, 6750]
repeat 1 : ['整租·滨湖阳光里 3室2厅 南', '包河-工业园-滨湖阳光里', '97.00', '3', 1500, 1500]
repeat 1 : ['整租·邮电西村 2室1厅 南', '包河-芜湖路-邮电西村', '65.00', '2', 2100, 2100]
repeat 1 : ['整租·宝利丰广场 1室1厅 南', '包河-包公-宝利丰广场', '51.69', '1', 1800, 1800]
repeat 1 : ['整租·加侨国际广场 3室1厅 南', '包河-望湖-加侨国际广场', '86.18', '3', 5406, 5406]
repeat 1 : ['整租·徽商望湖苑 2室2厅 南', '包河-芜湖路-徽商望湖苑', '83.90', '2', 2400, 2400]
repeat 1 : ['整租·邮电东村 2室2厅 南', '包河-芜湖路-邮电东村', '69.92', '2', 1800, 1800]
repeat 1 : ['整租·望湖城桂香居月桂苑 3室2厅 南', '包河-望湖-望湖城桂香居月桂苑', '130.00', '3', 2500, 2500]
repeat 1 : ['整租·龙湖·景粼玖序 1室1厅 西', '包河-工业园-龙湖·景粼玖序', '65.95', '1', 4900, 4900]
repeat 1 : ['整租·大摩华尔街生活广场 1室1厅 南', '包河-望湖-大摩华尔街生活广场', '39.97', '1', 1700, 1700]
repeat 1 : ['整租·万振逍遥苑四期 3室2厅 南', '包河-周谷堆-万振逍遥苑四期', '123.00', '3', 3000, 3000]
repeat 1 : ['整租·万达中心名宅 2室2厅 南', '包河-包公-万达中心名宅', '90.00', '2', 2500, 2500]
repeat 1 : ['整租·信达好第坊 3室2厅 南', '包河-望湖-信达好第坊', '97.98', '3', 2000, 2000]
repeat 1 : ['整租·江南新里程 1室1厅 东', '包河-芜湖路-江南新里程', '37.66', '1', 1650, 1650]
repeat 1 : ['整租·中振和润华府 3室1厅 南', '包河-包公-中振和润华府', '89.89', '3', 2300, 2300]
repeat 1 : ['整租·水丽坊自在城 2室2厅 南', '包河-工业园-水丽坊自在城', '78.63', '2', 2500, 2500]
repeat 1 : ['整租·力高柏林春天 2室2厅 南', '包河-包公-力高柏林春天', '83.99', '2', 2500, 2500]
repeat 1 : ['整租·兰亭公寓 1室1厅 南', '包河-芜湖路-兰亭公寓', '56.34', '1', 1800, 1800]
repeat 1 : ['整租·高速时代首府 3室2厅 南', '包河-工业园-高速时代首府', '98.32', '3', 2700, 2700]
repeat 1 : ['整租·和昌中央城邦 1室1厅 东/南', '包河-工业园-和昌中央城邦', '53.84', '1', 1600, 1600]
repeat 1 : ['整租·迪迈达小区 3室2厅 南', '包河-包公-迪迈达小区', '87.49', '3', 2950, 2950]
repeat 1 : ['整租·星隆购物广场 2室1厅 东南', '包河-周谷堆-星隆购物广场', '96.46', '2', 2200, 2200]
repeat 1 : ['整租·淝河安百苑C区 3室2厅 南', '包河-淝河镇-淝河安百苑C区', '110.00', '3', 2600, 2600]
repeat 2 : ['整租·新鸿意瀚海星座 1室1厅 北', '包河-芜湖路-新鸿意瀚海星座', '36.70', '1', 1500, 1500]
repeat 1 : ['整租·望湖嘉苑 3室2厅 南', '包河-望湖-望湖嘉苑', '132.00', '3', 2500, 2500]
repeat 1 : ['整租·金湾嘉园 3室2厅 南', '包河-包公-金湾嘉园', '110.33', '3', 3200, 3200]
repeat 1 : ['整租·和昌中央城邦 1室1厅 东', '包河-工业园-和昌中央城邦', '50.00', '1', 1600, 1600]
repeat 1 : ['整租·幸福雅苑 2室1厅 南', '包河-淝河镇-幸福雅苑', '70.00', '2', 2300, 2300]
repeat 1 : ['整租·宝利丰广场 2室1厅 东', '包河-包公-宝利丰广场', '89.25', '2', 2500, 2500]
repeat 1 : ['整租·淝南家园南区 1室1厅 南', '包河-常青-淝南家园南区', '59.32', '1', 1300, 1300]
repeat 1 : ['整租·兰亭公寓 1室1厅 北', '包河-芜湖路-兰亭公寓', '52.25', '1', 1750, 1750]
repeat 1 : ['整租·玫瑰绅城 3室2厅 南', '包河-周谷堆-玫瑰绅城', '88.35', '3', 2200, 2200]
repeat 1 : ['整租·信达华宇锦绣龙川 3室2厅 南', '包河-淝河镇-信达华宇锦绣龙川', '99.63', '3', 2800, 2800]
repeat 1 : ['整租·和昌中央城邦 1室1厅 南', '包河-工业园-和昌中央城邦', '53.00', '1', 1600, 1600]
repeat 1 : ['整租·凤凰文化广场 3室1厅 南', '包河-望湖-凤凰文化广场', '96.00', '3', 2800, 2800]
repeat 1 : ['整租·和昌都汇华府 2室2厅 南', '包河-周谷堆-和昌都汇华府', '87.40', '2', 2500, 2500]
repeat 1 : ['整租·安元小区 2室1厅 南/北', '包河-常青-安元小区', '64.78', '2', 1700, 1700]
repeat 1 : ['整租·文昌雅居 2室2厅 南', '包河-周谷堆-文昌雅居', '86.00', '2', 1600, 1600]
repeat 1 : ['整租·绿地海顿公馆C 1室1厅 南', '包河-周谷堆-绿地海顿公馆C', '45.26', '1', 1800, 1800]
repeat 1 : ['整租·锦城公馆 1室1厅 南', '包河-常青-锦城公馆', '42.08', '1', 1900, 1900]
repeat 1 : ['整租·和昌都汇华府 2室1厅 南', '包河-周谷堆-和昌都汇华府', '87.40', '2', 2700, 2700]
repeat 1 : ['整租·华盛格林雅地 1室1厅 北', '包河-工业园-华盛格林雅地', '45.85', '1', 1400, 1400]
repeat 1 : ['整租·万振逍遥苑3期 3室2厅 南', '包河-周谷堆-万振逍遥苑3期', '126.36', '3', 3000, 3000]
repeat 1 : ['整租·山水西苑 3室2厅 南', '包河-望湖-山水西苑', '138.00', '3', 2900, 2900]
repeat 1 : ['整租·和昌中央城邦 3室2厅 南', '包河-工业园-和昌中央城邦', '91.14', '3', 3200, 3200]
repeat 1 : ['整租·芜湖路174号 3室1厅 南', '包河-芜湖路-芜湖路174号', '73.00', '3', 1900, 1900]
repeat 1 : ['整租·风和园 1室0厅 东', '包河-包公-风和园', '35.00', '1', 1900, 1900]
repeat 1 : ['整租·宝利丰广场 1室1厅 北', '包河-包公-宝利丰广场', '40.00', '1', 1650, 1650]
repeat 1 : ['整租·翡翠天际 3室2厅 南', '包河-淝河镇-翡翠天际', '100.27', '3', 2700, 2700]
repeat 1 : ['整租·信达华宇锦绣龙川 3室1厅 南', '包河-淝河镇-信达华宇锦绣龙川', '99.00', '3', 2500, 2500]
repeat 1 : ['整租·南园新村 3室1厅 南', '包河-芜湖路-南园新村', '88.70', '3', 2500, 2500]
repeat 1 : ['整租·绿地海顿公馆B 1室1厅 南', '包河-周谷堆-绿地海顿公馆B', '44.85', '1', 1800, 1800]
repeat 1 : ['整租·恒大水晶国际广场 3室2厅 南', '包河-常青-恒大水晶国际广场', '100.61', '3', 3300, 3300]
repeat 1 : ['整租·和昌中央城邦 3室2厅 南', '包河-工业园-和昌中央城邦', '148.00', '3', 3600, 3600]
repeat 1 : ['整租·望湖城桂香居紫桂苑 4室2厅 南', '包河-望湖-望湖城桂香居紫桂苑', '170.50', '4', 4500, 4500]
repeat 1 : ['整租·加侨国际广场 1室1厅 南', '包河-望湖-加侨国际广场', '90.00', '1', 4500, 4500]
repeat 1 : ['整租·新鸿意瀚海星座 1室1厅 南', '包河-芜湖路-新鸿意瀚海星座', '62.00', '1', 2000, 2000]
