repeat 2 : ['整租·尚东君御雅苑 1室0厅 北', '天河-珠江新城中-尚东君御雅苑', '39.00', '1', 6200, 6200]
repeat 1 : ['整租·百合苑B区 1室1厅 东南', '天河-员村-百合苑B区', '40.00', '1', 2500, 2500]
repeat 1 : ['整租·汇峰苑 1室0厅 西', '天河-珠江新城中-汇峰苑', '41.76', '1', 5200, 5200]
repeat 1 : ['整租·天逸名都 1室1厅 北', '天河-龙口东-天逸名都', '46.00', '1', 4600, 4600]
repeat 1 : ['整租·水荫一横路 3室2厅 南', '天河-水荫-水荫一横路', '105.00', '3', 4000, 4000]
repeat 1 : ['整租·天河星作 3室2厅 东', '天河-智慧城-天河星作', '89.00', '3', 4500, 4500]
repeat 1 : ['整租·珠江都荟华庭 2室2厅 北', '天河-珠江新城西-珠江都荟华庭', '90.00', '2', 12800, 12800]
repeat 2 : ['整租·汇金国际金融中心 1室1厅 南', '天河-金融城-汇金国际金融中心', '56.00', '1', 6800, 6800]
repeat 1 : ['整租·水荫路永福正街 2室2厅 南', '天河-水荫-水荫路永福正街', '69.00', '2', 2900, 2900]
repeat 1 : ['整租·荟雅苑 3室2厅 东北', '天河-林和-荟雅苑', '105.00', '3', 8500, 8500]
repeat 1 : ['整租·先烈东横路 1室1厅 东南', '天河-沙河-先烈东横路', '35.10', '1', 1900, 1900]
repeat 1 : ['整租·联泰天河YOHO 1室1厅 北', '天河-智慧城-联泰天河YOHO', '35.00', '1', 3500, 3500]
repeat 1 : ['整租·员村山顶建设局宿舍 2室2厅 西', '天河-员村-员村山顶建设局宿舍', '75.00', '2', 4400, 4400]
repeat 3 : ['整租·珠光新城国际中心 1室1厅 复式 西北', '天河-珠江新城东-珠光新城国际中心', '60.00', '1', 11500, 11500]
repeat 3 : ['整租·漾晴居 3室2厅 南', '天河-珠江新城西-漾晴居', '139.00', '3', 13000, 13000]
repeat 3 : ['整租·漾晴居 3室2厅 南', '天河-珠江新城西-漾晴居', '136.00', '3', 11000, 11000]
repeat 3 : ['整租·丽晴轩 1室0厅 西北', '天河-粤垦-丽晴轩', '46.00', '1', 4600, 4600]
repeat 3 : ['整租·广东工业大学五山教师村 3室1厅 东南', '天河-粤垦-广东工业大学五山教师村', '98.00', '3', 5300, 5300]
repeat 3 : ['整租·丽晴轩 1室0厅 西北', '天河-粤垦-丽晴轩', '47.00', '1', 4800, 4800]
repeat 3 : ['整租·富力公园28 3室2厅 东/东南', '天河-珠江新城东-富力公园28', '163.00', '3', 15300, 15300]
repeat 3 : ['整租·易通大厦 1室1厅 北', '天河-石牌-易通大厦', '48.00', '1', 6000, 6000]
repeat 3 : ['整租·金碧华府 3室2厅 东北', '天河-珠江新城东-金碧华府', '126.00', '3', 16500, 16500]
repeat 3 : ['整租·珠光新城御景二期回迁房 3室2厅 南', '天河-珠江新城东-珠光新城御景二期回迁房', '98.00', '3', 9600, 9600]
repeat 3 : ['整租·体育西路 2室1厅 南/北', '天河-天河南-体育西路', '65.00', '2', 4800, 4800]
repeat 2 : ['整租·理想青年荟 1室2厅 复式 东南', '天河-天河公园-理想青年荟', '65.00', '1', 5500, 5500]
repeat 2 : ['整租·漾晴居 3室2厅 东南', '天河-珠江新城西-漾晴居', '139.00', '3', 11000, 11000]
repeat 2 : ['整租·绿佳花园 2室2厅 东', '天河-燕塘-绿佳花园', '74.00', '2', 4300, 4300]
repeat 1 : ['整租·燕东大厦 2室1厅 西南', '天河-粤垦-燕东大厦', '56.00', '2', 4500, 4500]
repeat 1 : ['整租·水荫路永福正街 2室1厅 南', '天河-水荫-水荫路永福正街', '65.21', '2', 3000, 3000]
repeat 1 : ['整租·丽晴轩 1室0厅 东南', '天河-粤垦-丽晴轩', '56.00', '1', 4600, 4600]
repeat 1 : ['整租·易丰大厦 1室0厅 东', '天河-天河公园-易丰大厦', '35.00', '1', 3300, 3300]
repeat 1 : ['整租·理想青年荟 2室2厅 东南', '天河-天河公园-理想青年荟', '66.00', '2', 5800, 5800]
repeat 1 : ['整租·联泰天河YOHO 1室1厅 北', '天河-智慧城-联泰天河YOHO', '25.00', '1', 3600, 3600]
repeat 1 : ['整租·尚东美御 4室2厅 南', '天河-珠江新城东-尚东美御', '174.00', '4', 18800, 18800]
repeat 1 : ['整租·嘉裕君玥公馆 4室1厅 北', '天河-珠江新城西-嘉裕君玥公馆', '151.00', '4', 20000, 20000]
repeat 1 : ['整租·丽晴轩 1室0厅 西北', '天河-粤垦-丽晴轩', '52.00', '1', 4800, 4800]
repeat 2 : ['整租·富力盈丰大厦 1室0厅 复式 南', '天河-珠江新城西-富力盈丰大厦', '54.00', '1', 6300, 6300]
repeat 1 : ['整租·富力盈丰大厦 1室0厅 南', '天河-珠江新城西-富力盈丰大厦', '12.00', '1', 1000, 1000]
repeat 2 : ['整租·富力盈丰大厦 1室0厅 西', '天河-珠江新城西-富力盈丰大厦', '51.00', '1', 4700, 4700]
repeat 1 : ['整租·美林湖畔花园 3室2厅 西北', '天河-东圃-美林湖畔花园', '112.00', '3', 6500, 6500]
repeat 1 : ['整租·天隆花苑 2室2厅 南/北', '天河-天润路-天隆花苑', '75.00', '2', 4700, 4700]
repeat 1 : ['整租·富力盈丰大厦 1室1厅 西', '天河-珠江新城西-富力盈丰大厦', '53.00', '1', 7000, 7000]
repeat 1 : ['整租·富力爱丁堡国际公寓 1室2厅 西', '天河-珠江新城西-富力爱丁堡国际公寓', '91.00', '1', 9800, 9800]
repeat 1 : ['整租·联泰天河YOHO 2室1厅 北', '天河-智慧城-联泰天河YOHO', '35.00', '2', 4200, 4200]
repeat 1 : ['整租·富力盈丰大厦 1室0厅 北', '天河-珠江新城西-富力盈丰大厦', '51.00', '1', 5000, 5000]
repeat 1 : ['整租·汇金国际金融中心 1室0厅 东', '天河-金融城-汇金国际金融中心', '43.00', '1', 5800, 5800]
repeat 1 : ['整租·正佳万豪金殿 3室2厅 南', '天河-天河南-正佳万豪金殿', '138.00', '3', 22000, 22000]
repeat 1 : ['整租·上景园 3室2厅 南', '天河-华景新城-上景园', '100.00', '3', 4200, 4200]
repeat 1 : ['整租·尚东宏御 3室2厅 东', '天河-珠江新城东-尚东宏御', '138.00', '3', 11000, 11000]
repeat 1 : ['整租·铂林国际公寓 1室1厅 东南', '天河-珠江新城西-铂林国际公寓', '38.00', '1', 6000, 6000]
repeat 1 : ['整租·环宇花园 1室1厅 南', '天河-天河公园-环宇花园', '22.00', '1', 1600, 1600]
repeat 1 : ['整租·力达广场 1室0厅 南/西南', '天河-粤垦-力达广场', '50.00', '1', 3800, 3800]
repeat 1 : ['整租·春江花园 2室1厅 南/北', '天河-棠下-春江花园', '82.00', '2', 4500, 4500]
repeat 1 : ['整租·阳华国花苑 2室1厅 南', '天河-车陂-阳华国花苑', '75.00', '2', 3700, 3700]
repeat 1 : ['整租·兴禺大厦 3室2厅 南/西', '天河-林和-兴禺大厦', '96.00', '3', 4500, 4500]
repeat 1 : ['整租·海景中心 3室2厅 南', '天河-员村-海景中心', '93.00', '3', 4800, 4800]
repeat 1 : ['整租·星汇园 2室1厅 西南', '天河-珠江新城西-星汇园', '94.00', '2', 8500, 8500]
repeat 1 : ['整租·易通大厦 1室1厅 北', '天河-石牌-易通大厦', '48.00', '1', 4300, 4300]
repeat 1 : ['整租·嘉逸花园 2室1厅 东北', '天河-粤垦-嘉逸花园', '44.00', '2', 2300, 2300]
repeat 1 : ['整租·富力盈丰大厦 1室0厅 西', '天河-珠江新城西-富力盈丰大厦', '51.00', '1', 5000, 5000]
repeat 4 : ['整租·信达金茂广场 1室0厅 东', '天河-沙太南-信达金茂广场', '46.00', '1', 4500, 4500]
repeat 1 : ['整租·华景新城泽晖苑 3室1厅 南/西南', '天河-华景新城-华景新城泽晖苑', '78.00', '3', 3900, 3900]
repeat 1 : ['整租·远洋天骄 1室0厅 南/北', '天河-天河客运站-远洋天骄', '30.00', '1', 850, 850]
repeat 1 : ['整租·汇金国际金融中心 1室1厅 东南', '天河-金融城-汇金国际金融中心', '45.00', '1', 6000, 6000]
repeat 1 : ['整租·骏汇大厦 2室1厅 东', '天河-天河南-骏汇大厦', '85.00', '2', 6300, 6300]
repeat 1 : ['整租·汇金国际金融中心 1室0厅 东', '天河-金融城-汇金国际金融中心', '47.00', '1', 6500, 6500]
repeat 1 : ['整租·中达广场 3室1厅 复式 北', '天河-珠江新城中-中达广场', '60.00', '3', 8800, 8800]
repeat 1 : ['整租·广海花园 4室1厅 南', '天河-天河公园-广海花园', '115.00', '4', 7700, 7700]
repeat 1 : ['整租·黄埔大道中锦明街 3室1厅 北', '天河-天河公园-黄埔大道中锦明街', '125.00', '3', 6500, 6500]
repeat 2 : ['整租·棠德花苑 3室1厅 东南', '天河-棠下-棠德花苑', '73.00', '3', 3100, 3100]
repeat 2 : ['整租·林和西路 2室1厅 南', '天河-林和-林和西路', '80.00', '2', 4700, 4700]
repeat 1 : ['整租·旭景家园 3室2厅 南', '天河-东圃-旭景家园', '86.00', '3', 4500, 4500]
repeat 1 : ['整租·千帆阁 1室0厅 南', '天河-天河公园-千帆阁', '25.00', '1', 2000, 2000]
repeat 1 : ['整租·中怡城市花园 3室2厅 南', '天河-林和-中怡城市花园', '135.60', '3', 12800, 12800]
repeat 1 : ['整租·汇金国际金融中心 1室0厅 东', '天河-金融城-汇金国际金融中心', '47.00', '1', 6000, 6000]
repeat 1 : ['整租·天河星作 2室2厅 东南', '天河-智慧城-天河星作', '74.00', '2', 3700, 3700]
repeat 1 : ['整租·汇金国际金融中心 1室0厅 西', '天河-金融城-汇金国际金融中心', '43.00', '1', 5500, 5500]
repeat 1 : ['整租·富力盈丰大厦 1室0厅 北', '天河-珠江新城西-富力盈丰大厦', '51.00', '1', 4800, 4800]
repeat 1 : ['整租·富力天禧花园 3室2厅 南', '天河-车陂-富力天禧花园', '135.00', '3', 7600, 7600]
repeat 1 : ['整租·旭景家园 3室2厅 南', '天河-东圃-旭景家园', '104.00', '3', 4500, 4500]
repeat 1 : ['整租·翠湖山庄 3室1厅 东南', '天河-天河公园-翠湖山庄', '146.00', '3', 8800, 8800]
repeat 1 : ['整租·美林海岸花园 3室1厅 南', '天河-员村-美林海岸花园', '92.00', '3', 5600, 5600]
repeat 1 : ['整租·富力爱丁堡国际公寓 1室2厅 南', '天河-珠江新城西-富力爱丁堡国际公寓', '97.00', '1', 10000, 10000]
repeat 1 : ['整租·东晖花园 4室2厅 南/北', '天河-天河公园-东晖花园', '164.00', '4', 8800, 8800]
repeat 1 : ['整租·跑马地大厦 1室1厅 东', '天河-珠江新城东-跑马地大厦', '80.00', '1', 8200, 8200]
repeat 1 : ['整租·富力盈丰大厦 1室1厅 复式 东', '天河-珠江新城西-富力盈丰大厦', '54.00', '1', 7500, 7500]
repeat 1 : ['整租·富力天禧花园 3室2厅 南', '天河-车陂-富力天禧花园', '96.00', '3', 6400, 6400]
repeat 1 : ['整租·建丽花园 3室2厅 南', '天河-长兴-建丽花园', '137.00', '3', 6500, 6500]
repeat 1 : ['整租·棠德花苑 2室1厅 复式 南', '天河-棠下-棠德花苑', '53.00', '2', 2500, 2500]
repeat 1 : ['整租·嘉逸花园 2室1厅 西南', '天河-粤垦-嘉逸花园', '35.00', '2', 2100, 2100]
repeat 1 : ['整租·财润国际大厦 1室1厅 南', '天河-粤垦-财润国际大厦', '58.00', '1', 5500, 5500]
repeat 1 : ['整租·先烈东路 3室1厅 南', '天河-沙河-先烈东路', '69.77', '3', 4500, 4500]
repeat 2 : ['整租·信达金茂广场 1室1厅 南', '天河-沙太南-信达金茂广场', '47.00', '1', 4500, 4500]
repeat 1 : ['整租·联泰天河YOHO 1室1厅 南', '天河-智慧城-联泰天河YOHO', '25.00', '1', 3300, 3300]
repeat 1 : ['合租·星汇园 4居室 北卧', '天河-天河南-正佳万豪金殿', '70.00', '2', 2560, 2560]
repeat 1 : ['整租·远洋天骄广场 1室1厅 北', '天河-天河客运站-远洋天骄广场', '68.00', '1', 4500, 4500]
repeat 1 : ['整租·上景园 3室1厅 东', '天河-华景新城-上景园', '101.00', '3', 3800, 3800]
repeat 1 : ['整租·嘉尚国际公寓 2室2厅 东', '天河-林和-嘉尚国际公寓', '85.00', '2', 5500, 5500]
repeat 1 : ['整租·小新塘大未来 2室2厅 东南', '天河-智慧城-小新塘大未来', '65.00', '2', 3700, 3700]
repeat 2 : ['整租·汇景新城上城峰境 4室2厅 南/北', '天河-汇景新城-汇景新城上城峰境', '208.00', '4', 16000, 16000]
repeat 2 : ['整租·华文学院 3室2厅 南', '天河-粤垦-华文学院', '94.00', '3', 6500, 6500]
repeat 2 : ['整租·佳润临江上品 1室0厅 南', '天河-员村-佳润临江上品', '12.00', '1', 1200, 1200]
repeat 2 : ['整租·小新塘大未来 1室1厅 南', '天河-智慧城-小新塘大未来', '45.00', '1', 3200, 3200]
repeat 2 : ['整租·广信牡丹阁 1室0厅 北', '天河-天河南-广信牡丹阁', '30.00', '1', 3800, 3800]
repeat 2 : ['整租·富力天寓 1室1厅 北', '天河-车陂-富力天寓', '30.00', '1', 2100, 2100]
repeat 2 : ['整租·侨乐新村 1室0厅 南', '天河-沙太南-侨乐新村', '51.00', '1', 4500, 4500]
repeat 3 : ['整租·富力天寓 1室0厅 南', '天河-车陂-富力天寓', '30.00', '1', 2300, 2300]
repeat 2 : ['整租·广信牡丹阁 1室1厅 东', '天河-天河南-广信牡丹阁', '33.00', '1', 3300, 3300]
repeat 2 : ['整租·信华经理人家园 3室2厅 东南', '天河-华景新城-信华经理人家园', '106.00', '3', 5800, 5800]
repeat 1 : ['整租·铂林国际公寓 1室1厅 复式 南', '天河-珠江新城西-铂林国际公寓', '38.00', '1', 5500, 5500]
repeat 1 : ['整租·华文学院 3室2厅 东南', '天河-粤垦-华文学院', '86.00', '3', 5000, 5000]
repeat 1 : ['整租·天銮 6室2厅 复式 南', '天河-珠江新城中-天銮', '312.94', '6', 78000, 78000]
repeat 1 : ['整租·西雅苑 3室1厅 东南', '天河-体育中心-西雅苑', '98.00', '3', 8000, 8000]
repeat 1 : ['整租·永隆花园 1室1厅 西', '天河-长兴-永隆花园', '30.00', '1', 3000, 3000]
repeat 1 : ['整租·瑞华大厦 1室1厅 北', '天河-天润路-瑞华大厦', '421.24', '1', 37900, 37900]
repeat 1 : ['整租·保利金融大都汇 1室1厅 南', '天河-金融城-保利金融大都汇', '53.00', '1', 4500, 4500]
repeat 1 : ['整租·领峰园 1室1厅 南', '天河-珠江新城中-领峰园', '84.00', '1', 9000, 9000]
repeat 74 : ['整租·龙湖首开天宸原著 1室0厅 南', '天河-黄村-龙湖首开天宸原著', '13.00', '1', 500, 500]
repeat 1 : ['整租·华景新城陶然庭苑 2室2厅 北', '天河-华景新城-华景新城陶然庭苑', '77.00', '2', 4980, 4980]
repeat 2 : ['整租·慧仪楼 2室1厅 东', '天河-华景新城-慧仪楼', '60.00', '2', 2900, 2900]
repeat 2 : ['整租·先烈东路 3室1厅 东南', '天河-沙河-先烈东路', '80.00', '3', 1800, 1800]
repeat 1 : ['整租·珠江花城 3室2厅 南', '天河-黄村-珠江花城', '82.00', '3', 4900, 4900]
repeat 1 : ['整租·茶山睿峰园 3室2厅 南', '天河-五山-茶山睿峰园', '139.00', '3', 12000, 12000]
repeat 1 : ['整租·鸿景园 3室1厅 南', '天河-天润路-鸿景园', '105.00', '3', 5900, 5900]
repeat 1 : ['整租·富力爱丁堡国际公寓 2室1厅 东北', '天河-珠江新城西-富力爱丁堡国际公寓', '125.00', '2', 12000, 12000]
repeat 1 : ['整租·珠光新城御景 2室2厅 南', '天河-珠江新城东-珠光新城御景', '80.00', '2', 6000, 6000]
repeat 1 : ['整租·新庆花园 1室1厅 东', '天河-珠江新城东-新庆花园', '48.00', '1', 3800, 3800]
repeat 1 : ['整租·美林海岸花园 2室1厅 南', '天河-员村-美林海岸花园', '65.00', '2', 5300, 5300]
repeat 1 : ['整租·物资局大院 2室1厅 南', '天河-沙河-物资局大院', '78.00', '2', 3000, 3000]
repeat 1 : ['整租·天河云商汇 1室1厅 北', '天河-智慧城-天河云商汇', '32.00', '1', 1700, 1700]
repeat 1 : ['整租·东圃广场 3室2厅 西', '天河-东圃-东圃广场', '95.00', '3', 5500, 5500]
repeat 1 : ['整租·富力公园28 4室2厅 南', '天河-珠江新城东-富力公园28', '272.00', '4', 40000, 40000]
repeat 1 : ['整租·城市假日园 3室2厅 南', '天河-东圃-城市假日园', '112.00', '3', 5800, 5800]
repeat 1 : ['整租·侨乐新村 3室2厅 东南/南', '天河-沙太南-侨乐新村', '95.00', '3', 3900, 3900]
repeat 1 : ['整租·白水塘 3室1厅 南/北', '天河-员村-白水塘', '61.85', '3', 2300, 2300]
repeat 1 : ['整租·华翰大厦 1室0厅 东南', '天河-体育中心-华翰大厦', '45.00', '1', 4500, 4500]
repeat 1 : ['整租·棠利大厦 2室1厅 南/北', '天河-棠下-棠利大厦', '62.00', '2', 3000, 3000]
repeat 1 : ['整租·集装箱宿舍 2室1厅 东', '天河-沙河-集装箱宿舍', '57.00', '2', 2400, 2400]
repeat 1 : ['整租·协和新世界 2室2厅 东', '天河-天润路-协和新世界', '76.00', '2', 6000, 6000]
repeat 1 : ['整租·武警边防大院 3室2厅 北', '天河-棠下-武警边防大院', '100.00', '3', 4650, 4650]
repeat 1 : ['整租·高德公馆 1室0厅 东', '天河-珠江新城中-高德公馆', '12.00', '1', 1300, 1300]
repeat 1 : ['整租·双城国际 1室1厅 南', '天河-珠江新城西-双城国际', '49.00', '1', 4800, 4800]
repeat 1 : ['整租·正佳万豪金殿 1室1厅 南', '天河-天河南-正佳万豪金殿', '58.00', '1', 8000, 8000]
repeat 1 : ['整租·海角楼 1室1厅 南', '天河-体育中心-海角楼', '130.00', '1', 7500, 7500]
repeat 1 : ['整租·华港花园 4室1厅 南', '天河-天河公园-华港花园', '109.00', '4', 5800, 5800]
repeat 1 : ['整租·穗茵园 3室1厅 南/北', '天河-天河公园-穗茵园', '68.00', '3', 4100, 4100]
repeat 1 : ['整租·领峰园 1室1厅 南/北', '天河-珠江新城中-领峰园', '42.00', '1', 6000, 6000]
repeat 1 : ['整租·穗茵园 2室1厅 东/南', '天河-天河公园-穗茵园', '60.00', '2', 3600, 3600]
repeat 1 : ['整租·富力盈丰大厦 1室0厅 西', '天河-珠江新城西-富力盈丰大厦', '51.00', '1', 4800, 4800]
repeat 1 : ['整租·龙蟠花园 3室2厅 南', '天河-金融城-龙蟠花园', '95.00', '3', 6499, 6499]
repeat 1 : ['整租·龙蟠花园 4室2厅 南', '天河-金融城-龙蟠花园', '120.00', '4', 7999, 7999]
repeat 1 : ['整租·汇景新城柏菲美泉 4室2厅 南', '天河-汇景新城-汇景新城柏菲美泉', '201.00', '4', 15000, 15000]
repeat 1 : ['整租·长运大院 2室2厅 南', '天河-沙河-长运大院', '70.00', '2', 3000, 3000]
repeat 1 : ['整租·六运小区 1室0厅 西北', '天河-天河南-六运小区', '25.00', '1', 2000, 2000]
repeat 1 : ['整租·东圃富华楼 2室1厅 南', '天河-东圃-东圃富华楼', '46.00', '2', 2800, 2800]
repeat 1 : ['整租·瑞华大厦 2室2厅 西', '天河-天润路-瑞华大厦', '95.80', '2', 4300, 4300]
repeat 1 : ['整租·万科云城米酷 1室1厅 北', '天河-智慧城-万科云城米酷', '36.00', '1', 2600, 2600]
repeat 2 : ['整租·高德公馆 1室1厅 东', '天河-珠江新城中-高德公馆', '64.00', '1', 7300, 7300]
repeat 1 : ['整租·半山溪谷E墅 4室2厅 北', '天河-黄村-半山溪谷E墅', '149.00', '4', 6000, 6000]
repeat 1 : ['整租·德荣小区 3室2厅 东北', '天河-龙口西-德荣小区', '96.00', '3', 6500, 6500]
repeat 1 : ['整租·侨怡苑 2室2厅 北', '天河-体育中心-侨怡苑', '66.92', '2', 5500, 5500]
repeat 1 : ['整租·骏景花园 3室2厅 北', '天河-棠下-骏景花园', '136.00', '3', 6500, 6500]
repeat 1 : ['整租·棠德花苑 2室1厅 东南/南', '天河-棠下-棠德花苑', '64.13', '2', 2400, 2400]
repeat 1 : ['整租·信成小区 2室1厅 东北', '天河-体育中心-信成小区', '71.74', '2', 5000, 5000]
repeat 1 : ['整租·六运小区 3室1厅 南/北', '天河-天河南-六运小区', '85.00', '3', 5500, 5500]
repeat 1 : ['整租·南天广场 4室2厅 东南', '天河-珠江新城西-南天广场', '162.52', '4', 12900, 12900]
repeat 1 : ['整租·金田花苑 2室2厅 北', '天河-天润路-金田花苑', '70.00', '2', 6000, 6000]
repeat 1 : ['整租·金地天河公馆 3室2厅 北', '天河-黄村-金地天河公馆', '89.00', '3', 5500, 5500]
repeat 74 : ['整租·誉峰 3室2厅 东南', '天河-珠江新城东-誉峰', '203.00', '3', 44449, 44449]
repeat 74 : ['整租·天河云商汇 1室0厅 南', '天河-智慧城-天河云商汇', '30.00', '1', 2300, 2300]
repeat 74 : ['整租·金地天河公馆 4室2厅 南', '天河-黄村-金地天河公馆', '125.00', '4', 8700, 8700]
repeat 75 : ['整租·富力盈盛广场 2室1厅 西', '天河-珠江新城东-富力盈盛广场', '97.00', '2', 11000, 11000]
repeat 74 : ['整租·星汇云锦 1室1厅 南/北', '天河-珠江新城西-星汇云锦', '88.00', '1', 11000, 11000]
repeat 74 : ['整租·濂泉路 3室1厅 东南', '天河-沙河-濂泉路', '75.00', '3', 2700, 2700]
repeat 74 : ['整租·集装箱宿舍 3室1厅 南', '天河-沙河-集装箱宿舍', '57.00', '3', 3500, 3500]
