repeat 3 : ['整租·凤凰印象 1室1厅 西南', '罗湖区-螺岭-凤凰印象', '43.72', '1', 3900, 3900]
repeat 1 : ['整租·锦上花家园 3室2厅 南', '罗湖区-黄贝岭-锦上花家园', '85.12', '3', 6500, 6500]
repeat 2 : ['整租·中贸大厦 3室2厅 西南', '罗湖区-笋岗-中贸大厦', '111.24', '3', 6000, 6000]
repeat 1 : ['整租·宝翠苑 3室1厅 南', '罗湖区-布心-宝翠苑', '86.00', '3', 8000, 8000]
repeat 2 : ['整租·缤纷时代家园 2室1厅 南', '罗湖区-螺岭-缤纷时代家园', '60.86', '2', 5200, 5200]
repeat 1 : ['整租·金城大厦 2室1厅 西南', '罗湖区-春风路-金城大厦', '44.42', '2', 4500, 4500]
repeat 2 : ['整租·华达园公寓 1室0厅 西北', '罗湖区-百仕达-华达园公寓', '27.85', '1', 2600, 2600]
repeat 2 : ['整租·雅仕居 1室1厅 南', '罗湖区-清水河-雅仕居', '34.00', '1', 3100, 3100]
repeat 3 : ['整租·畔山花园 2室2厅 南', '罗湖区-莲塘-畔山花园', '78.00', '2', 4100, 4100]
repeat 1 : ['整租·中怡大厦 2室1厅 南', '罗湖区-万象城-中怡大厦', '91.46', '2', 8000, 8000]
repeat 1 : ['整租·书院街5号大院 3室2厅 东南', '罗湖区-东门-书院街5号大院', '73.94', '3', 6800, 6800]
repeat 1 : ['整租·东门168 1室1厅 东南', '罗湖区-螺岭-东门168', '25.00', '1', 2000, 2000]
repeat 1 : ['整租·松泉公寓 3室2厅 南', '罗湖区-布心-松泉公寓', '74.00', '3', 4850, 4850]
repeat 1 : ['整租·华裕花园 2室2厅 南', '罗湖区-螺岭-华裕花园', '98.59', '2', 5700, 5700]
repeat 1 : ['整租·港逸豪庭 3室1厅 北', '罗湖区-罗湖口岸-港逸豪庭', '90.87', '3', 7000, 7000]
repeat 1 : ['整租·文锦广场 2室1厅 南', '罗湖区-翠竹-文锦广场', '121.38', '2', 3000, 3000]
repeat 1 : ['整租·怡泰大厦 2室1厅 南/北', '罗湖区-黄贝岭-怡泰大厦', '58.00', '2', 4500, 4500]
repeat 16 : ['整租·观山盛苑 3室2厅 东', '罗湖区-布心-观山盛苑', '73.00', '3', 3000, 3000]
repeat 1 : ['整租·畔山花园 2室2厅 南', '罗湖区-莲塘-畔山花园', '78.00', '2', 3800, 3800]
repeat 23 : ['整租·幸福里雅居 4室2厅 东北', '罗湖区-万象城-幸福里雅居', '144.00', '4', 28000, 28000]
repeat 17 : ['整租·阳光绿地家园 3室2厅 西南', '罗湖区-百仕达-阳光绿地家园', '64.52', '3', 6500, 6500]
repeat 1 : ['整租·润唐山庄 4室2厅 东', '罗湖区-银湖-润唐山庄', '191.21', '4', 11000, 11000]
repeat 2 : ['整租·南塘物业小区 2室1厅 东南', '罗湖区-东门-南塘物业小区', '54.00', '2', 4300, 4300]
repeat 2 : ['整租·时尚新居 1室1厅 南', '罗湖区-笋岗-时尚新居', '33.00', '1', 2900, 2900]
repeat 2 : ['整租·新银座华庭 1室0厅 北', '罗湖区-罗湖口岸-新银座华庭', '24.00', '1', 2300, 2300]
repeat 1 : ['整租·海关草埔生活区 3室2厅 南', '罗湖区-布心-海关草埔生活区', '83.20', '3', 6000, 6000]
repeat 1 : ['整租·国际名园 1室0厅 北', '罗湖区-春风路-国际名园', '24.00', '1', 2100, 2100]
repeat 1 : ['整租·虹桥星座大厦 1室0厅 南', '罗湖区-笋岗-虹桥星座大厦', '28.80', '1', 2800, 2800]
repeat 1 : ['整租·阳光绿地家园 2室1厅 东北', '罗湖区-百仕达-阳光绿地家园', '56.74', '2', 5000, 5000]
repeat 3 : ['整租·源兴居 1室0厅 东', '罗湖区-洪湖-源兴居', '22.00', '1', 2300, 2300]
repeat 1 : ['合租·嘉宝田花园 3居室 西北/北卧', '罗湖区-笋岗-嘉宝田花园', '14.00', '3', 2300, 2300]
repeat 1 : ['整租·梧桐山新居一期 1室0厅 北', '罗湖区-莲塘-梧桐山新居一期', '28.50', '1', 2500, 2500]
repeat 1 : ['整租·罗湖金岸大厦 2室1厅 东', '罗湖区-罗湖口岸-罗湖金岸大厦', '62.00', '2', 4800, 4800]
repeat 1 : ['整租·森威大厦 1室1厅 南', '罗湖区-春风路-森威大厦', '40.71', '1', 2200, 2200]
repeat 1 : ['整租·京基水贝城市广场 3室2厅 西南', '罗湖区-翠竹-京基水贝城市广场', '116.00', '3', 9800, 9800]
repeat 1 : ['整租·宝岗花园 3室1厅 南', '罗湖区-笋岗-宝岗花园', '90.00', '3', 5000, 5000]
repeat 1 : ['整租·马古岭小区 3室1厅 南', '罗湖区-翠竹-马古岭小区', '82.72', '3', 5500, 5500]
repeat 1 : ['整租·齐明别墅 5室2厅 东/东南', '罗湖区-银湖-齐明别墅', '275.15', '5', 18000, 18000]
repeat 2 : ['整租·翠竹苑 2室1厅 南', '罗湖区-百仕达-翠竹苑', '56.00', '2', 4100, 4100]
repeat 4 : ['整租·中信星光名庭 2室2厅 西南', '罗湖区-东门-中信星光名庭', '77.07', '2', 9000, 9000]
repeat 2 : ['整租·红围街24号 1室0厅 东', '罗湖区-地王-红围街24号', '30.00', '1', 2000, 2000]
repeat 1 : ['整租·中信星光名庭 4室2厅 南', '罗湖区-东门-中信星光名庭', '151.00', '4', 19900, 19900]
repeat 1 : ['整租·大中华汇展阁 1室0厅 北', '罗湖区-罗湖口岸-大中华汇展阁', '43.36', '1', 3500, 3500]
repeat 1 : ['整租·ONE 39 1室1厅 东南', '罗湖区-地王-ONE 39', '68.96', '1', 7000, 7000]
repeat 1 : ['整租·聚福花园二期 3室2厅 南', '罗湖区-莲塘-聚福花园二期', '92.86', '3', 5600, 5600]
repeat 2 : ['整租·桂木园 2室2厅 南', '罗湖区-地王-桂木园', '76.00', '2', 5000, 5000]
repeat 2 : ['整租·鸿昌广场 1室1厅 东南', '罗湖区-春风路-鸿昌广场', '109.00', '1', 7500, 7500]
repeat 1 : ['整租·万科东方尊峪 3室2厅 西南', '罗湖区-莲塘-万科东方尊峪', '126.57', '3', 9500, 9500]
repeat 1 : ['整租·碧清园 3室2厅 南', '罗湖区-银湖-碧清园', '91.00', '3', 8000, 8000]
repeat 2 : ['整租·中信星光名庭 2室1厅 西南', '罗湖区-东门-中信星光名庭', '77.00', '2', 6500, 6500]
repeat 1 : ['整租·东门168 1室0厅 南', '罗湖区-螺岭-东门168', '23.03', '1', 2200, 2200]
repeat 1 : ['整租·华丽花园 3室2厅 西北', '罗湖区-螺岭-华丽花园', '100.40', '3', 5800, 5800]
repeat 1 : ['整租·泊林花园 3室2厅 南', '罗湖区-翠竹-泊林花园', '91.00', '3', 13000, 13000]
repeat 1 : ['整租·时尚新居 1室1厅 南', '罗湖区-笋岗-时尚新居', '37.00', '1', 3500, 3500]
repeat 1 : ['整租·靖轩豪苑 2室1厅 南', '罗湖区-黄贝岭-靖轩豪苑', '72.00', '2', 6300, 6300]
repeat 2 : ['整租·地王大厦信兴广场 2室1厅 东', '罗湖区-地王-地王大厦信兴广场', '106.00', '2', 12000, 12000]
repeat 1 : ['整租·聚龙大厦 2室2厅 南', '罗湖区-螺岭-聚龙大厦', '65.20', '2', 5000, 5000]
repeat 1 : ['整租·京基东方华都 1室1厅 南', '罗湖区-螺岭-京基东方华都', '39.00', '1', 3800, 3800]
repeat 1 : ['整租·金城华庭 1室1厅 西南', '罗湖区-螺岭-金城华庭', '39.00', '1', 3800, 3800]
repeat 1 : ['整租·雍翠豪园 5室2厅 复式 东南', '罗湖区-莲塘-雍翠豪园', '129.36', '5', 13000, 13000]
repeat 2 : ['整租·翠竹苑 2室1厅 南', '罗湖区-百仕达-翠竹苑', '52.00', '2', 4000, 4000]
repeat 2 : ['合租·港莲二村 3居室 南卧', '罗湖区-莲塘-港莲二村', '15.00', '3', 1950, 1950]
repeat 1 : ['整租·雍翠华府 3室2厅 南', '罗湖区-布心-雍翠华府', '75.67', '3', 5700, 5700]
repeat 2 : ['整租·深业东岭一期 2室1厅 东', '罗湖区-黄贝岭-深业东岭一期', '62.00', '2', 6300, 6300]
repeat 2 : ['整租·海富花园 3室1厅 南', '罗湖区-黄贝岭-海富花园', '85.00', '3', 5000, 5000]
repeat 1 : ['整租·庐山花园 1室0厅 东南', '罗湖区-罗湖口岸-庐山花园', '33.00', '1', 3600, 3600]
repeat 1 : ['整租·华丽东村 3室2厅 南/北', '罗湖区-黄贝岭-华丽东村', '92.00', '3', 6300, 6300]
repeat 20 : ['整租·星湖花园 1室1厅 南', '罗湖区-银湖-星湖花园', '38.00', '1', 3200, 3200]
repeat 2 : ['整租·怡泰大厦 1室0厅 复式 东南', '罗湖区-黄贝岭-怡泰大厦', '27.87', '1', 2500, 2500]
repeat 1 : ['整租·大塘垅小区 3室2厅 南', '罗湖区-地王-大塘垅小区', '74.00', '3', 5000, 5000]
repeat 1 : ['整租·汇泰大厦 1室0厅 西北', '罗湖区-罗湖口岸-汇泰大厦', '33.78', '1', 3500, 3500]
repeat 1 : ['整租·锦缘里嘉园 2室2厅 东南', '罗湖区-新秀-锦缘里嘉园', '59.30', '2', 6600, 6600]
repeat 1 : ['整租·莲塘D小区 1室0厅 南', '罗湖区-莲塘-莲塘D小区', '31.00', '1', 2500, 2500]
repeat 2 : ['整租·大塘垅小区 3室1厅 南/北', '罗湖区-地王-大塘垅小区', '74.23', '3', 5500, 5500]
repeat 19 : ['整租·城市天地广场 1室1厅 北', '罗湖区-万象城-城市天地广场', '42.56', '1', 4000, 4000]
repeat 2 : ['整租·世界金融中心 2室1厅 南', '罗湖区-万象城-世界金融中心', '47.00', '2', 4800, 4800]
repeat 1 : ['整租·海关宿舍一院 3室1厅 南', '罗湖区-罗湖口岸-海关宿舍一院', '78.22', '3', 5000, 5000]
repeat 1 : ['整租·名都大厦 3室2厅 东', '罗湖区-螺岭-名都大厦', '83.59', '3', 7000, 7000]
repeat 1 : ['整租·大中华汇展阁 1室0厅 北', '罗湖区-罗湖口岸-大中华汇展阁', '43.36', '1', 2800, 2800]
repeat 1 : ['整租·庐山花园 1室1厅 东南', '罗湖区-罗湖口岸-庐山花园', '46.00', '1', 4000, 4000]
repeat 1 : ['整租·文锦渡海关生活区 2室1厅 南/北', '罗湖区-春风路-文锦渡海关生活区', '80.66', '2', 4300, 4300]
repeat 1 : ['整租·龙园苑 1室1厅 北', '罗湖区-黄贝岭-龙园苑', '39.00', '1', 3000, 3000]
repeat 1 : ['整租·松园南小区 1室1厅 南', '罗湖区-地王-松园南小区', '25.00', '1', 2000, 2000]
repeat 1 : ['整租·鹏基公寓 1室0厅 北', '罗湖区-莲塘-鹏基公寓', '30.00', '1', 1900, 1900]
repeat 1 : ['整租·鹏基公寓 1室1厅 北', '罗湖区-莲塘-鹏基公寓', '30.00', '1', 1900, 1900]
repeat 1 : ['整租·鸿翔花园 1室1厅 东南', '罗湖区-地王-鸿翔花园', '35.00', '1', 3800, 3800]
repeat 1 : ['整租·ONE 39 1室0厅 西', '罗湖区-地王-ONE 39', '42.00', '1', 4000, 4000]
repeat 1 : ['整租·翠拥华庭二期 2室2厅 东南/南', '罗湖区-百仕达-翠拥华庭二期', '82.41', '2', 8300, 8300]
repeat 1 : ['整租·梧桐山新居二期 3室2厅 西南', '罗湖区-莲塘-梧桐山新居二期', '88.00', '3', 5400, 5400]
repeat 1 : ['整租·都市名园 3室2厅 东', '罗湖区-万象城-都市名园', '105.59', '3', 7980, 7980]
repeat 1 : ['整租·广东省银行大厦 2室1厅 南', '罗湖区-罗湖口岸-广东省银行大厦', '69.00', '2', 5500, 5500]
repeat 2 : ['整租·观山盛苑 2室2厅 西北', '罗湖区-布心-观山盛苑', '57.00', '2', 5000, 5000]
repeat 2 : ['合租·美荔园 3居室 西南卧', '罗湖区-地王-美荔园', '20.00', '3', 3300, 3300]
repeat 1 : ['整租·鸿翔花园 1室1厅 东南', '罗湖区-地王-鸿翔花园', '48.32', '1', 4800, 4800]
repeat 1 : ['整租·东湖丽苑 2室1厅 东南', '罗湖区-百仕达-东湖丽苑', '48.00', '2', 3300, 3300]
repeat 1 : ['整租·立新花园一期 3室2厅 南', '罗湖区-东门-立新花园一期', '83.00', '3', 5500, 5500]
repeat 1 : ['整租·怡泰大厦 2室1厅 南', '罗湖区-黄贝岭-怡泰大厦', '59.00', '2', 4000, 4000]
repeat 1 : ['整租·翡翠公寓 2室1厅 南', '罗湖区-翠竹-翡翠公寓', '33.00', '2', 4900, 4900]
repeat 1 : ['整租·东门168 1室0厅 西南', '罗湖区-螺岭-东门168', '23.03', '1', 2300, 2300]
repeat 1 : ['整租·双城世纪 1室1厅 东南/南', '罗湖区-罗湖口岸-双城世纪', '48.00', '1', 4800, 4800]
repeat 1 : ['整租·雍翠华府 2室1厅 西北/北', '罗湖区-布心-雍翠华府', '63.00', '2', 5500, 5500]
repeat 1 : ['整租·银座金钻 1室1厅 东南', '罗湖区-春风路-银座金钻', '44.78', '1', 3500, 3500]
repeat 1 : ['整租·天俊大厦 1室1厅 南', '罗湖区-春风路-天俊大厦', '40.00', '1', 3500, 3500]
repeat 2 : ['合租·凤凰街58号大院 2居室 南卧', '罗湖区-螺岭-凤凰街58号大院', '15.00', '2', 2200, 2200]
repeat 1 : ['整租·云景梧桐花园 2室1厅 南', '罗湖区-莲塘-云景梧桐花园', '76.00', '2', 9000, 9000]
repeat 1 : ['整租·名骏豪庭 3室2厅 南', '罗湖区-莲塘-名骏豪庭', '85.00', '3', 6200, 6200]
repeat 1 : ['整租·庐山花园 1室0厅 南', '罗湖区-罗湖口岸-庐山花园', '125.00', '1', 8500, 8500]
repeat 1 : ['整租·华商时代公寓 2室1厅 东南', '罗湖区-笋岗-华商时代公寓', '63.51', '2', 3800, 3800]
repeat 1 : ['整租·华丽园 2室2厅 南', '罗湖区-翠竹-华丽园', '90.30', '2', 6600, 6600]
repeat 1 : ['整租·京基东方华都 1室0厅 南', '罗湖区-螺岭-京基东方华都', '31.00', '1', 3300, 3300]
repeat 2 : ['整租·万科东方尊峪 3室2厅 南', '罗湖区-莲塘-万科东方尊峪', '124.51', '3', 9980, 9980]
repeat 1 : ['整租·国都花园 3室2厅 西', '罗湖区-地王-国都花园', '98.08', '3', 15000, 15000]
repeat 2 : ['整租·合正荣悦 4室1厅 东南', '罗湖区-黄贝岭-合正荣悦', '205.47', '4', 39000, 39000]
repeat 1 : ['整租·东方凤雅台 2室1厅 北', '罗湖区-莲塘-东方凤雅台', '65.00', '2', 4000, 4000]
repeat 1 : ['整租·佳宁娜广场 1室1厅 南', '罗湖区-春风路-佳宁娜广场', '91.60', '1', 5800, 5800]
repeat 2 : ['整租·南方证券大厦 1室1厅 东南', '罗湖区-春风路-南方证券大厦', '43.26', '1', 3200, 3200]
repeat 1 : ['合租·畔山花园 4居室 北卧', '罗湖区-莲塘-畔山花园', '13.00', '4', 1680, 1680]
repeat 2 : ['整租·仙湖公馆 4室2厅 复式 南', '罗湖区-莲塘-仙湖公馆', '196.21', '4', 12000, 12000]
repeat 1 : ['整租·ONE 39 1室1厅 西', '罗湖区-地王-ONE 39', '43.98', '1', 4500, 4500]
repeat 1 : ['整租·新世界大厦 2室1厅 东/南', '罗湖区-螺岭-新世界大厦', '73.78', '2', 6800, 6800]
repeat 1 : ['整租·ONE 39 1室0厅 东', '罗湖区-地王-ONE 39', '47.00', '1', 3500, 3500]
repeat 1 : ['整租·金湖花园C区 3室1厅 南', '罗湖区-银湖-金湖花园C区', '93.00', '3', 5300, 5300]
repeat 1 : ['整租·龙园山庄 3室2厅 南', '罗湖区-清水河-龙园山庄', '95.00', '3', 5300, 5300]
repeat 1 : ['整租·ONE 39 2室1厅 东南', '罗湖区-地王-ONE 39', '74.13', '2', 5500, 5500]
repeat 2 : ['整租·湖滨新村 2室1厅 东南', '罗湖区-黄贝岭-湖滨新村', '55.00', '2', 4000, 4000]
repeat 2 : ['整租·联城美园 1室1厅 南', '罗湖区-春风路-联城美园', '45.70', '1', 4500, 4500]
repeat 1 : ['整租·128大院 2室1厅 东南', '罗湖区-东门-128大院', '69.35', '2', 4500, 4500]
repeat 1 : ['整租·鹏兴花园三期 3室2厅 南', '罗湖区-莲塘-鹏兴花园三期', '106.00', '3', 8500, 8500]
repeat 1 : ['整租·城市天地广场 1室1厅 南', '罗湖区-万象城-城市天地广场', '59.00', '1', 3600, 3600]
repeat 1 : ['整租·中航凯特公寓 1室0厅 南', '罗湖区-地王-中航凯特公寓', '32.07', '1', 3000, 3000]
repeat 1 : ['整租·联城美园 2室1厅 南', '罗湖区-春风路-联城美园', '62.86', '2', 5300, 5300]
repeat 1 : ['整租·和平广场 3室2厅 东', '罗湖区-地王-和平广场', '76.00', '3', 7000, 7000]
repeat 1 : ['整租·云景豪园 2室2厅 东南', '罗湖区-春风路-云景豪园', '72.81', '2', 6200, 6200]
repeat 1 : ['整租·鸿翔花园 3室2厅 东南', '罗湖区-地王-鸿翔花园', '125.00', '3', 15000, 15000]
repeat 1 : ['整租·名骏豪庭 1室1厅 北', '罗湖区-莲塘-名骏豪庭', '43.00', '1', 3300, 3300]
repeat 1 : ['整租·名骏豪庭 1室1厅 南', '罗湖区-莲塘-名骏豪庭', '43.00', '1', 3400, 3400]
repeat 1 : ['整租·港岛银座 2室1厅 东南', '罗湖区-地王-港岛银座', '63.78', '2', 4500, 4500]
repeat 1 : ['整租·航天晴山月 4室2厅 南/北', '罗湖区-莲塘-航天晴山月', '176.00', '4', 15000, 15000]
repeat 1 : ['整租·星桂园 1室1厅 东南', '罗湖区-地王-星桂园', '37.00', '1', 4200, 4200]
repeat 1 : ['整租·海珑华苑 1室0厅 北', '罗湖区-螺岭-海珑华苑', '45.43', '1', 3500, 3500]
repeat 1 : ['整租·金城华庭 1室1厅 东南', '罗湖区-螺岭-金城华庭', '38.00', '1', 3600, 3600]
repeat 2 : ['整租·粤海新村 3室1厅 南', '罗湖区-百仕达-粤海新村', '89.00', '3', 6700, 6700]
repeat 1 : ['整租·观山盛苑 2室2厅 东南', '罗湖区-布心-观山盛苑', '51.50', '2', 4800, 4800]
repeat 2 : ['整租·四季御园 3室2厅 东南', '罗湖区-莲塘-四季御园', '75.00', '3', 6200, 6200]
repeat 2 : ['整租·汇泰大厦 1室1厅 东南', '罗湖区-罗湖口岸-汇泰大厦', '33.00', '1', 3000, 3000]
repeat 2 : ['整租·新天地名居 2室1厅 西南', '罗湖区-黄贝岭-新天地名居', '54.00', '2', 5200, 5200]
repeat 2 : ['整租·鹏公馆 1室1厅 东', '罗湖区-翠竹-鹏公馆', '36.41', '1', 3700, 3700]
repeat 1 : ['整租·紫荆花园 1室0厅 西南', '罗湖区-布心-紫荆花园', '26.00', '1', 2000, 2000]
repeat 19 : ['整租·星湖花园 1室1厅 南', '罗湖区-银湖-星湖花园', '37.00', '1', 3900, 3900]
repeat 19 : ['整租·翠雅居 2室1厅 西南', '罗湖区-清水河-翠雅居', '68.00', '2', 3900, 3900]
repeat 1 : ['整租·城市东座 1室0厅 北', '罗湖区-莲塘-城市东座', '27.00', '1', 2500, 2500]
repeat 1 : ['整租·鹏莲花园 3室1厅 北', '罗湖区-莲塘-鹏莲花园', '80.00', '3', 4350, 4350]
repeat 1 : ['整租·观山祥苑 4室2厅 东北', '罗湖区-布心-观山祥苑', '145.00', '4', 8500, 8500]
repeat 1 : ['整租·港岛银座 2室2厅 南', '罗湖区-地王-港岛银座', '68.79', '2', 8500, 8500]
repeat 2 : ['整租·富达花园 1室1厅 南', '罗湖区-莲塘-富达花园', '45.00', '1', 2800, 2800]
repeat 4 : ['整租·观山盛苑 3室2厅 东北', '罗湖区-布心-观山盛苑', '95.00', '3', 6800, 6800]
repeat 2 : ['整租·金城华庭 1室1厅 西北', '罗湖区-螺岭-金城华庭', '38.66', '1', 3400, 3400]
repeat 1 : ['整租·海珑华苑 2室1厅 东南', '罗湖区-螺岭-海珑华苑', '78.00', '2', 6500, 6500]
repeat 1 : ['整租·集浩大厦 2室1厅 东南', '罗湖区-黄贝岭-集浩大厦', '48.00', '2', 4200, 4200]
repeat 1 : ['整租·港岛银座 1室0厅 东', '罗湖区-地王-港岛银座', '40.00', '1', 4200, 4200]
repeat 1 : ['整租·万科深南广场 1室0厅 东', '罗湖区-春风路-万科深南广场', '47.00', '1', 4200, 4200]
repeat 1 : ['整租·嘉宝田花园 2室2厅 西', '罗湖区-笋岗-嘉宝田花园', '66.00', '2', 7000, 7000]
repeat 3 : ['整租·名骏豪庭 1室1厅 北', '罗湖区-莲塘-名骏豪庭', '43.00', '1', 3000, 3000]
repeat 1 : ['整租·东悦名轩 2室1厅 东南', '罗湖区-东门-东悦名轩', '49.00', '2', 5000, 5000]
repeat 1 : ['整租·鸿翔花园 2室2厅 西南', '罗湖区-地王-鸿翔花园', '74.00', '2', 8500, 8500]
repeat 1 : ['整租·风格名苑 1室2厅 北', '罗湖区-地王-风格名苑', '51.00', '1', 5000, 5000]
repeat 1 : ['整租·都市名园 3室1厅 南', '罗湖区-万象城-都市名园', '78.00', '3', 6500, 6500]
repeat 1 : ['整租·港岛银座 1室1厅 南', '罗湖区-地王-港岛银座', '62.00', '1', 6500, 6500]
repeat 1 : ['整租·东门168 1室0厅 南', '罗湖区-螺岭-东门168', '26.84', '1', 2700, 2700]
repeat 1 : ['整租·怡泰大厦 1室1厅 东/西北', '罗湖区-黄贝岭-怡泰大厦', '57.00', '1', 4000, 4000]
repeat 1 : ['整租·仙湖枫景家园 1室1厅 南', '罗湖区-莲塘-仙湖枫景家园', '38.00', '1', 3500, 3500]
repeat 1 : ['整租·松泉公寓 1室1厅 南', '罗湖区-布心-松泉公寓', '40.00', '1', 2500, 2500]
repeat 1 : ['整租·芳邻大厦 1室1厅 东南', '罗湖区-东门-芳邻大厦', '38.00', '1', 3500, 3500]
repeat 1 : ['整租·洪湖二街6号大院 3室1厅 南/北', '罗湖区-洪湖-洪湖二街6号大院', '70.00', '3', 4600, 4600]
repeat 1 : ['整租·碧湖花园 1室1厅 复式 南', '罗湖区-洪湖-碧湖花园', '20.43', '1', 1850, 1850]
repeat 1 : ['整租·梧桐山新居一期 2室2厅 南', '罗湖区-莲塘-梧桐山新居一期', '63.00', '2', 4000, 4000]
repeat 40 : ['合租·侨社小区 6居室 南卧', '罗湖区-罗湖口岸-侨社小区', '15.00', '6', 1200, 1200]
repeat 16 : ['整租·祥和花园二期 3室1厅 南', '罗湖区-莲塘-祥和花园二期', '101.30', '3', 6000, 6000]
repeat 1 : ['整租·特力大厦 1室1厅 南', '罗湖区-翠竹-特力大厦', '43.00', '1', 4200, 4200]
repeat 15 : ['整租·汇金天琅大厦 2室1厅 东南', '罗湖区-春风路-汇金天琅大厦', '37.00', '2', 5800, 5800]
repeat 1 : ['整租·桐景花园 3室2厅 南', '罗湖区-莲塘-桐景花园', '99.00', '3', 7000, 7000]
repeat 1 : ['整租·贝悦汇大厦 1室1厅 南', '罗湖区-翠竹-贝悦汇大厦', '32.00', '1', 5000, 5000]
repeat 1 : ['整租·建设集团宿舍 2室1厅 东南', '罗湖区-地王-建设集团宿舍', '73.45', '2', 5500, 5500]
repeat 1 : ['整租·金色年华家园 3室2厅 南', '罗湖区-莲塘-金色年华家园', '100.00', '3', 6000, 6000]
repeat 1 : ['整租·联城美园 1室1厅 南', '罗湖区-春风路-联城美园', '36.16', '1', 4300, 4300]
repeat 1 : ['整租·罗湖医院医疗科技楼 2室1厅 北/东北', '罗湖区-春风路-罗湖医院医疗科技楼', '66.00', '2', 4000, 4000]
repeat 1 : ['整租·翠竹苑 2室1厅 南', '罗湖区-百仕达-翠竹苑', '49.00', '2', 4600, 4600]
repeat 1 : ['整租·鸿园居 3室2厅 南', '罗湖区-百仕达-鸿园居', '88.00', '3', 6200, 6200]
repeat 1 : ['整租·金丽豪苑 1室1厅 北', '罗湖区-翠竹-金丽豪苑', '40.03', '1', 3500, 3500]
repeat 1 : ['整租·万科彩园 4室2厅 东南', '罗湖区-东门-万科彩园', '198.00', '4', 18000, 18000]
repeat 1 : ['整租·新天地名居 1室1厅 西北', '罗湖区-黄贝岭-新天地名居', '39.00', '1', 4000, 4000]
repeat 1 : ['整租·东门168 1室0厅 西北', '罗湖区-螺岭-东门168', '21.00', '1', 2400, 2400]
repeat 1 : ['整租·华达园公寓 1室0厅 东南', '罗湖区-百仕达-华达园公寓', '27.00', '1', 2500, 2500]
repeat 1 : ['整租·山湖居一期 4室2厅 复式 南', '罗湖区-布心-山湖居一期', '88.00', '4', 8500, 8500]
repeat 1 : ['整租·幸福万象 2室1厅 北', '罗湖区-罗湖口岸-幸福万象', '49.28', '2', 6500, 6500]
repeat 1 : ['整租·新风花园 3室2厅 东南', '罗湖区-东门-新风花园', '90.00', '3', 5000, 5000]
repeat 1 : ['整租·凤凰路188号大院 1室1厅 南', '罗湖区-螺岭-凤凰路188号大院', '50.00', '1', 3200, 3200]
repeat 1 : ['整租·ONE 39 1室1厅 东', '罗湖区-地王-ONE 39', '73.00', '1', 5500, 5500]
repeat 1 : ['整租·百仕达乐湖 4室2厅 南', '罗湖区-百仕达-百仕达乐湖', '194.00', '4', 22000, 22000]
repeat 1 : ['整租·深业东岭一期 2室2厅 东南', '罗湖区-黄贝岭-深业东岭一期', '71.00', '2', 6600, 6600]
repeat 1 : ['整租·沁芳名苑 4室2厅 东南/南', '罗湖区-黄贝岭-沁芳名苑', '233.01', '4', 30000, 30000]
