[0, 1268] ['整租·察慈小区 1室1厅 南', '东城-东直门-察慈小区', 49.33, '1', 7000, 7000]
[28, 34] ['整租·左安浦园 3室1厅 西', '东城-左安门-左安浦园', 75.0, '3', 6500, 6500]
[28, 1113] ['整租·左安浦园 3室1厅 西', '东城-左安门-左安浦园', 75.0, '3', 6500, 6500]
[29, 34] ['整租·前门前酒店公寓 1房间 东北', '东城-天坛-前门前酒店公寓', 50.11, '1', 5000, 5000]
[29, 253] ['整租·前门前酒店公寓 1房间 东北', '东城-天坛-前门前酒店公寓', 50.11, '1', 5000, 5000]
[32, 849] ['整租·体育馆路12号 1室1厅 南', '东城-左安门-体育馆路12号', 44.0, '1', 5600, 5600]
[35, 1576] ['整租·东直门内大街 2室1厅 西南', '东城-东直门-东直门内大街', 71.62, '2', 3700, 3700]
[36, 1082] ['整租·北京INN 2房间 复式 北', '东城-朝阳门内-北京INN', 122.0, '2', 8600, 8600]
[37, 1095] ['整租·李村东里 1室1厅 西', '东城-永定门-李村东里', 43.0, '1', 5000, 5000]
[37, 1182] ['整租·李村东里 1室1厅 西', '东城-永定门-李村东里', 43.0, '1', 5000, 5000]
[37, 1204] ['整租·李村东里 1室1厅 西', '东城-永定门-李村东里', 43.0, '1', 5000, 5000]
[38, 1021] ['整租·正东国际大厦 3室1厅 东南', '东城-东直门-正东国际大厦', 312.0, '3', 30000, 30000]
[41, 1382] ['整租·宝钞苑 3室2厅 东/西', '东城-安定门-宝钞苑', 196.8, '3', 23500, 23500]
[42, 1075] ['整租·华人一品大厦 2房间 南', '东城-东四-华人一品大厦', 41.0, '2', 5500, 5500]
[46, 748] ['整租·冠城名敦道B区 2室1厅 东/南/北', '东城-广渠门-冠城名敦道B区', 129.41, '2', 15000, 15000]
[46, 974] ['整租·冠城名敦道B区 2室1厅 东/南/北', '东城-广渠门-冠城名敦道B区', 129.41, '2', 15000, 15000]
[49, 294] ['整租·盛德紫阙 1室1厅 东/北', '东城-和平里-盛德紫阙', 86.8, '1', 12400, 12400]
[49, 592] ['整租·盛德紫阙 1室1厅 东/北', '东城-和平里-盛德紫阙', 86.8, '1', 12400, 12400]
[50, 1491] ['整租·幸福北里 2室1厅 东', '东城-广渠门-幸福北里', 50.76, '2', 6400, 6400]
[50, 1577] ['整租·幸福北里 2室1厅 东', '东城-广渠门-幸福北里', 50.76, '2', 6400, 6400]
[52, 682] ['整租·建国门北大街5号 3室1厅 南', '东城-建国门内-建国门北大街5号', 300.0, '3', 45000, 45000]
[53, 407] ['整租·民安小区东直门北中街 2室1厅 东/西', '东城-东直门-民安小区东直门北中街', 78.01, '2', 9200, 9200]
[54, 713] ['整租·东花市北里中区 2室1厅 东/西', '东城-东花市-东花市北里中区', 67.13, '2', 7000, 7000]
[55, 821] ['整租·桃条胡同 1室0厅 东', '东城-交道口-桃条胡同', 24.47, '1', 6000, 6000]
[56, 1256] ['整租·华人一品大厦 2房间 北', '东城-东四-华人一品大厦', 56.0, '2', 5600, 5600]
[59, 332] ['整租·和平里五区 2室1厅 南/北', '东城-和平里-和平里五区', 55.12, '2', 6000, 6000]
[61, 622] ['整租·东直门外大街(东城） 1室1厅 南', '东城-东直门-东直门外大街(东城）', 38.38, '1', 6300, 6300]
[62, 1088] ['整租·东黄城根北街40号院 1室1厅 东/西', '东城-东四-东黄城根北街40号院', 38.0, '1', 7000, 7000]
[64, 818] ['整租·东中街 2室1厅 南/北', '东城-东直门-东中街', 62.39, '2', 8300, 8300]
[65, 1346] ['整租·东花市北里西区 2室1厅 南/北', '东城-东花市-东花市北里西区', 132.0, '2', 13000, 13000]
[65, 1398] ['整租·东花市北里西区 2室1厅 南/北', '东城-东花市-东花市北里西区', 132.0, '2', 13000, 13000]
[70, 711] ['整租·小羊宜宾胡同 2室1厅 南', '东城-建国门内-小羊宜宾胡同', 55.0, '2', 7600, 7600]
[71, 629] ['整租·青年湖东里 2室1厅 南/北', '东城-安定门-青年湖东里', 60.78, '2', 6500, 6500]
[72, 1384] ['整租·东直门外小街8号院 1室1厅 东/西', '东城-东直门-东直门外小街8号院', 52.0, '1', 5800, 5800]
[74, 1425] ['整租·南竹杆胡同 1室1厅 南', '东城-朝阳门内-南竹杆胡同', 47.51, '1', 2200, 2200]
[74, 1608] ['整租·南竹杆胡同 1室1厅 南', '东城-朝阳门内-南竹杆胡同', 47.51, '1', 2200, 2200]
[75, 846] ['整租·新景家园东区 2室1厅 南/北', '东城-崇文门-新景家园东区', 81.0, '2', 9000, 9000]
[77, 710] ['整租·苏州胡同 2室1厅 南/北', '东城-建国门内-苏州胡同', 65.0, '2', 8500, 8500]
[78, 386] ['整租·朝阳门内大街 1室1厅 东', '东城-朝阳门内-朝阳门内大街', 49.72, '1', 7600, 7600]
[79, 946] ['整租·东华门大街 1室1厅 南', '东城-东单-东华门大街', 39.58, '1', 6800, 6800]
[79, 1105] ['整租·东华门大街 1室1厅 南', '东城-东单-东华门大街', 39.58, '1', 6800, 6800]
[80, 545] ['整租·华府景园 2室2厅 西', '东城-安定门-华府景园', 98.91, '2', 13500, 13500]
[83, 1579] ['整租·三秀涵雅 2室1厅 东南', '东城-安定门-三秀涵雅', 90.0, '2', 10100, 10100]
[85, 392] ['整租·东方财富 1室0厅 西', '东城-广渠门-东方财富', 44.82, '1', 5200, 5200]
[86, 1073] ['整租·安外东河沿 2室1厅 南', '东城-安定门-安外东河沿', 59.68, '2', 9200, 9200]
[86, 1161] ['整租·安外东河沿 2室1厅 南', '东城-安定门-安外东河沿', 59.68, '2', 9200, 9200]
[87, 1339] ['整租·本家润园C区 2室1厅 东', '东城-东花市-本家润园C区', 67.48, '2', 7600, 7600]
[88, 1413] ['整租·龙潭北里 2室1厅 南/北', '东城-左安门-龙潭北里', 60.0, '2', 7300, 7300]
[89, 1397] ['整租·向新西里 2室1厅 南', '东城-左安门-向新西里', 53.72, '2', 5600, 5600]
[89, 1416] ['整租·向新西里 2室1厅 南', '东城-左安门-向新西里', 53.72, '2', 5600, 5600]
[90, 1085] ['整租·左安浦园 1室1厅 南', '东城-左安门-左安浦园', 70.0, '1', 6100, 6100]
[91, 1475] ['整租·东花市北里中区 2室2厅 南/北', '东城-东花市-东花市北里中区', 89.09, '2', 7800, 7800]
[91, 1506] ['整租·东花市北里中区 2室2厅 南/北', '东城-东花市-东花市北里中区', 89.09, '2', 7800, 7800]
[92, 350] ['整租·东交民巷32号院 2室0厅 东', '东城-前门-东交民巷32号院', 49.14, '2', 5800, 5800]
[92, 1114] ['整租·东交民巷32号院 2室0厅 东', '东城-前门-东交民巷32号院', 49.14, '2', 5800, 5800]
[93, 1012] ['整租·金鱼池中区 4室2厅 南/北', '东城-天坛-金鱼池中区', 151.59, '4', 12000, 12000]
[95, 382] ['整租·崇文门西大街 3室1厅 南/北', '东城-崇文门-崇文门西大街', 70.0, '3', 9500, 9500]
[95, 778] ['整租·崇文门西大街 3室1厅 南/北', '东城-崇文门-崇文门西大街', 70.0, '3', 9500, 9500]
[100, 1351] ['整租·南月牙胡同 1室1厅 东/北', '东城-东四-南月牙胡同', 40.0, '1', 4400, 4400]
[102, 1073] ['整租·安外花园 3室1厅 南/北', '东城-和平里-安外花园', 61.04, '3', 8500, 8500]
[103, 525] ['整租·贡院九号 3室1厅 西南', '东城-建国门内-贡院九号', 177.19, '3', 28000, 28000]
[104, 619] ['整租·丹耀大厦 5室2厅 复式 南/北', '东城-东单-丹耀大厦', 312.01, '5', 40000, 40000]
[105, 908] ['整租·桃杨路教师楼 3室2厅 南/北', '东城-永定门-桃杨路教师楼', 86.2, '3', 8500, 8500]
[106, 1026] ['整租·交道口东大街 2室1厅 南', '东城-交道口-交道口东大街', 79.0, '2', 12500, 12500]
[107, 1039] ['整租·玉石胡同 1室1厅 南', '东城-灯市口-玉石胡同', 45.0, '1', 7000, 7000]
[108, 752] ['整租·月牙胡同 5室2厅 东/南/西', '东城-东四-月牙胡同', 111.8, '5', 85000, 85000]
[110, 449] ['整租·和平里七区 2室1厅 南', '东城-和平里-和平里七区', 54.0, '2', 7200, 7200]
[111, 1338] ['整租·民安小区东扬威街 4室2厅 南', '东城-东直门-民安小区东扬威街', 131.01, '4', 25000, 25000]
[112, 1475] ['整租·法华南里 1室1厅 东', '东城-崇文门-法华南里', 48.0, '1', 5700, 5700]
[113, 675] ['整租·朝阳首府 3室1厅 西南', '东城-朝阳门内-朝阳首府', 171.0, '3', 35000, 35000]
[114, 478] ['整租·国瑞城中区 3室2厅 南/北', '东城-崇文门-国瑞城中区', 153.0, '3', 24000, 24000]
[115, 383] ['整租·东黄城根北街40号院 1室1厅 东', '东城-东四-东黄城根北街40号院', 43.45, '1', 6200, 6200]
[115, 771] ['整租·东黄城根北街40号院 1室1厅 东', '东城-东四-东黄城根北街40号院', 43.45, '1', 6200, 6200]
[116, 955] ['整租·龙潭西里 1室1厅 西北', '东城-左安门-龙潭西里', 43.0, '1', 5100, 5100]
[118, 1143] ['整租·兴隆都市馨园 2室1厅 南', '东城-崇文门-兴隆都市馨园', 52.76, '2', 7100, 7100]
[121, 1545] ['整租·京城仁合 2室1厅 东/西', '东城-广渠门-京城仁合', 83.87, '2', 7990, 7990]
[122, 554] ['整租·左安浦园 1室1厅 东', '东城-左安门-左安浦园', 67.0, '1', 5600, 5600]
[123, 554] ['整租·左安浦园 1室1厅 南/西', '东城-左安门-左安浦园', 85.0, '1', 6400, 6400]
[124, 644] ['整租·法华南里 2室1厅 东/西', '东城-崇文门-法华南里', 65.0, '2', 7500, 7500]
[124, 788] ['整租·法华南里 2室1厅 东/西', '东城-崇文门-法华南里', 65.0, '2', 7500, 7500]
[125, 742] ['整租·东直门北大街 2室1厅 东/西', '东城-东直门-东直门北大街', 62.98, '2', 7200, 7200]
[125, 887] ['整租·东直门北大街 2室1厅 东/西', '东城-东直门-东直门北大街', 62.98, '2', 7200, 7200]
[126, 397] ['整租·龙潭北里 4室2厅 南/西/北', '东城-左安门-龙潭北里', 166.0, '4', 18000, 18000]
[127, 572] ['整租·向新西里 1室1厅 南', '东城-左安门-向新西里', 43.75, '1', 5000, 5000]
[128, 1425] ['整租·朝内大街136号院 1室1厅 南', '东城-朝阳门内-朝内大街136号院', 58.85, '1', 8400, 8400]
[129, 668] ['整租·前肖家胡同 1室1厅 南', '东城-安定门-前肖家胡同', 15.2, '1', 3200, 3200]
[130, 159] ['整租·法华南里 1室1厅 东/西', '东城-崇文门-法华南里', 65.18, '1', 7300, 7300]
[130, 679] ['整租·法华南里 1室1厅 东/西', '东城-崇文门-法华南里', 65.18, '1', 7300, 7300]
[131, 161] ['整租·花园胡同 3室1厅 南/西/北', '东城-安定门-花园胡同', 82.0, '3', 13199, 13199]
[131, 678] ['整租·花园胡同 3室1厅 南/西/北', '东城-安定门-花园胡同', 82.0, '3', 13199, 13199]
[132, 164] ['整租·阳光都市 1室1厅 东', '东城-工体-阳光都市', 86.47, '1', 10800, 10800]
[133, 669] ['整租·东四八条 2室1厅 西', '东城-东四-东四八条', 30.7, '2', 5400, 5400]
[134, 164] ['整租·新景家园东区 1室1厅 东/西', '东城-崇文门-新景家园东区', 67.8, '1', 7900, 7900]
[134, 669] ['整租·新景家园东区 1室1厅 东/西', '东城-崇文门-新景家园东区', 67.8, '1', 7900, 7900]
[135, 164] ['整租·小羊宜宾胡同 2室1厅 南', '东城-建国门内-小羊宜宾胡同', 55.1, '2', 8000, 8000]
[135, 668] ['整租·小羊宜宾胡同 2室1厅 南', '东城-建国门内-小羊宜宾胡同', 55.1, '2', 8000, 8000]
[136, 532] ['整租·青年湖南街 1室1厅 东/西', '东城-安定门-青年湖南街', 49.0, '1', 6700, 6700]
[137, 532] ['整租·仓南胡同12号院 3室1厅 南/北', '东城-朝阳门内-仓南胡同12号院', 65.42, '3', 8500, 8500]
[138, 532] ['整租·和平里一区 1室1厅 南', '东城-和平里-和平里一区', 29.02, '1', 4000, 4000]
[139, 532] ['整租·和平里中街3号院 2室1厅 西/北', '东城-和平里-和平里中街3号院', 79.82, '2', 10500, 10500]
[139, 666] ['整租·和平里中街3号院 2室1厅 西/北', '东城-和平里-和平里中街3号院', 79.82, '2', 10500, 10500]
[146, 514] ['整租·夕照寺西里 2室1厅 南', '东城-广渠门-夕照寺西里', 44.02, '2', 5600, 5600]
[147, 514] ['整租·安外大街 1室1厅 东', '东城-安贞-安外大街', 46.83, '1', 6300, 6300]
[150, 517] ['整租·鸿运花园 3室2厅 南/北', '东城-左安门-鸿运花园', 170.0, '3', 20000, 20000]
[152, 518] ['整租·新景家园东区 1室0厅 东', '东城-崇文门-新景家园东区', 43.0, '1', 6700, 6700]
[153, 519] ['整租·前永康胡同 1室0厅 南', '东城-东直门-前永康胡同', 21.0, '1', 3500, 3500]
[154, 519] ['整租·东花市北里中区 1室1厅 西', '东城-东花市-东花市北里中区', 48.0, '1', 5600, 5600]
[155, 519] ['整租·国瑞城中区 2室1厅 西', '东城-崇文门-国瑞城中区', 71.67, '2', 7800, 7800]
[156, 519] ['整租·中景濠庭 2室2厅 南/西/北', '东城-安定门-中景濠庭', 121.4, '2', 18900, 18900]
[157, 519] ['整租·东革新里40号院 2室1厅 南/北', '东城-永定门-东革新里40号院', 58.0, '2', 5600, 5600]
[159, 650] ['整租·华人一品大厦 1房间 南', '东城-东四-华人一品大厦', 18.96, '1', 4500, 4500]
[160, 650] ['整租·西革新里124号 1室1厅 东', '东城-永定门-西革新里124号', 36.71, '1', 4800, 4800]
[161, 657] ['整租·安德里北街25号院 4室1厅 东/北', '东城-安定门-安德里北街25号院', 109.0, '4', 16500, 16500]
[163, 651] ['整租·东直门内北小街2号院 4室2厅 南/西/北', '东城-东直门-东直门内北小街2号院', 666.62, '4', 88800, 88800]
[164, 653] ['整租·冠城名敦道A区 1室0厅 西', '东城-广渠门-冠城名敦道A区', 76.0, '1', 8500, 8500]
[164, 720] ['整租·冠城名敦道A区 1室0厅 西', '东城-广渠门-冠城名敦道A区', 76.0, '1', 8500, 8500]
[166, 507] ['整租·春秀路 3室1厅 南/北', '东城-工体-春秀路', 82.89, '3', 9500, 9500]
[168, 525] ['整租·北京INN 2室1厅 北', '东城-朝阳门内-北京INN', 101.01, '2', 15500, 15500]
[180, 207] ['整租·北下洼子胡同 1室0厅 北', '东城-地安门-北下洼子胡同', 15.0, '1', 2600, 2600]
[181, 206] ['整租·冠城名敦道A区 1室0厅 西', '东城-广渠门-冠城名敦道A区', 80.0, '1', 9000, 9000]
[183, 217] ['整租·幸福家园三期 1室1厅 东', '东城-广渠门-幸福家园三期', 63.9, '1', 7900, 7900]
[185, 218] ['整租·万国城MOMA 2室1厅 西/北', '东城-东直门-万国城MOMA', 96.87, '2', 18000, 18000]
[187, 218] ['整租·金世纪嘉园 1室1厅 东', '东城-广渠门-金世纪嘉园', 62.0, '1', 6500, 6500]
[188, 218] ['整租·和平里五区 1室1厅 东南', '东城-和平里-和平里五区', 40.0, '1', 6500, 6500]
[191, 421] ['整租·兴隆都市馨园 2室1厅 南', '东城-崇文门-兴隆都市馨园', 73.18, '2', 8500, 8500]
[192, 421] ['整租·信用北里 3室0厅 东/西/北', '东城-崇文门-信用北里', 56.42, '3', 5800, 5800]
[193, 421] ['整租·国瑞城中区 2室1厅 东', '东城-崇文门-国瑞城中区', 70.0, '2', 8400, 8400]
[194, 421] ['整租·瑞士公寓 1室1厅 西', '东城-朝阳门外-瑞士公寓', 72.0, '1', 13500, 13500]
[195, 421] ['整租·本家润园C区 2室1厅 西', '东城-东花市-本家润园C区', 63.75, '2', 7500, 7500]
[196, 421] ['整租·鼓楼东大街 1室0厅 东', '东城-地安门-鼓楼东大街', 11.57, '1', 2400, 2400]
[197, 421] ['整租·景泰东里 2室1厅 南/北', '东城-蒲黄榆-景泰东里', 65.71, '2', 6000, 6000]
[198, 421] ['整租·察慈小区 1室1厅 南', '东城-东直门-察慈小区', 49.33, '1', 7300, 7300]
[199, 421] ['整租·法华南里 1室1厅 西', '东城-崇文门-法华南里', 47.56, '1', 5600, 5600]
[200, 421] ['整租·万国城MOMA 1室0厅 东', '东城-东直门-万国城MOMA', 45.86, '1', 8600, 8600]
[202, 448] ['整租·安德路乙61号院 2室1厅 东', '东城-安定门-安德路乙61号院', 84.1, '2', 13000, 13000]
[203, 448] ['整租·绿景苑 1室0厅 西', '东城-广渠门-绿景苑', 18.0, '1', 3700, 3700]
[204, 448] ['整租·西香河园 2室1厅 南/北', '东城-东直门-西香河园', 52.37, '2', 6000, 6000]
[206, 303] ['整租·新景家园东区 1室1厅 西', '东城-崇文门-新景家园东区', 58.98, '1', 6700, 6700]
[207, 303] ['整租·海运仓小区 1室1厅 西', '东城-东直门-海运仓小区', 53.42, '1', 8000, 8000]
[208, 303] ['整租·天坛东里北区 2室1厅 南', '东城-天坛-天坛东里北区', 50.0, '2', 7000, 7000]
[209, 303] ['整租·北京INN 3房间 西', '东城-朝阳门内-北京INN', 80.0, '3', 10000, 10000]
[210, 303] ['整租·新景家园东区 3室1厅 东/西', '东城-崇文门-新景家园东区', 90.0, '3', 9500, 9500]
[211, 303] ['整租·新景家园东区 2室1厅 南/北', '东城-崇文门-新景家园东区', 76.0, '2', 8600, 8600]
[212, 303] ['整租·海晟名苑北区 1室0厅 东', '东城-工体-海晟名苑北区', 47.59, '1', 7700, 7700]
[225, 1171] ['整租·新景家园西区 1室1厅 西', '东城-崇文门-新景家园西区', 60.0, '1', 7200, 7200]
[232, 270] ['整租·潘家坡胡同4号院 3室1厅 南/北', '东城-朝阳门外-潘家坡胡同4号院', 69.3, '3', 9800, 9800]
[233, 681] ['整租·建国门内大街 3室2厅 东/南/北', '东城-建国门外-建国门内大街', 129.0, '3', 19000, 19000]
[234, 392] ['整租·兴隆都市馨园 3室2厅 南/北', '东城-崇文门-兴隆都市馨园', 96.0, '3', 11500, 11500]
[235, 392] ['整租·广渠家园 3室1厅 西南', '东城-广渠门-广渠家园', 79.0, '3', 8300, 8300]
[236, 392] ['整租·雍和家园二期 2室1厅 北', '东城-和平里-雍和家园二期', 178.0, '2', 30000, 30000]
[272, 689] ['整租·海运仓小区 3室1厅 东南', '东城-东直门-海运仓小区', 88.0, '3', 12500, 12500]
[273, 689] ['整租·安化北里 2室1厅 南/北', '东城-广渠门-安化北里', 57.69, '2', 5600, 5600]
[274, 689] ['整租·东方银座 3室2厅 西南', '东城-东直门-东方银座', 138.64, '3', 18000, 18000]
[275, 689] ['整租·新景家园东区 1室0厅 东', '东城-崇文门-新景家园东区', 42.93, '1', 7500, 7500]
[276, 689] ['整租·长青园 2室1厅 南/北', '东城-左安门-长青园', 69.15, '2', 7000, 7000]
[277, 689] ['整租·前门前酒店公寓 1房间 西北', '东城-天坛-前门前酒店公寓', 49.89, '1', 6000, 6000]
[278, 689] ['整租·本家润园C区 2室1厅 东', '东城-东花市-本家润园C区', 67.35, '2', 7300, 7300]
[279, 689] ['整租·和平里七区 1室1厅 南', '东城-和平里-和平里七区', 39.0, '1', 5600, 5600]
[280, 689] ['整租·百荣嘉园 2室1厅 东南', '东城-永定门-百荣嘉园', 71.0, '2', 6200, 6200]
[284, 528] ['整租·兴隆都市馨园 1室0厅 东', '东城-崇文门-兴隆都市馨园', 29.22, '1', 4300, 4300]
[285, 529] ['整租·新裕家园 1室0厅 北', '东城-崇文门-新裕家园', 36.0, '1', 5900, 5900]
[286, 529] ['整租·东环广场 2室1厅 东北', '东城-东直门-东环广场', 173.01, '2', 25000, 25000]
[287, 529] ['整租·雍和家园一期 2室1厅 东南', '东城-和平里-雍和家园一期', 97.11, '2', 15500, 15500]
[288, 529] ['整租·南弓匠营胡同 3室1厅 南/北', '东城-朝阳门内-南弓匠营胡同', 85.0, '3', 13400, 13400]
[289, 529] ['整租·东方财富 1室1厅 东', '东城-广渠门-东方财富', 44.82, '1', 5100, 5100]
[289, 1385] ['整租·东方财富 1室1厅 东', '东城-广渠门-东方财富', 44.82, '1', 5100, 5100]
[290, 529] ['整租·体育馆路 2室1厅 南/北', '东城-左安门-体育馆路', 59.77, '2', 5800, 5800]
[291, 529] ['整租·长青园 3室1厅 东南', '东城-左安门-长青园', 81.77, '3', 7500, 7500]
[292, 529] ['整租·十字坡西里 2室1厅 南/北', '东城-东直门-十字坡西里', 56.62, '2', 7800, 7800]
[293, 529] ['整租·朝阳门南小街 3室1厅 东/西', '东城-朝阳门内-朝阳门南小街', 85.7, '3', 13500, 13500]
[294, 529] ['整租·朝阳首府 3室2厅 南/北', '东城-朝阳门内-朝阳首府', 178.89, '3', 33000, 33000]
[295, 529] ['整租·北官厅胡同2号院 2室1厅 南/北', '东城-东直门-北官厅胡同2号院', 58.28, '2', 7000, 7000]
[296, 529] ['整租·海运仓小区 2室1厅 西南', '东城-东直门-海运仓小区', 65.0, '2', 8600, 8600]
[297, 529] ['整租·新景家园东区 1室1厅 南', '东城-崇文门-新景家园东区', 60.0, '1', 7300, 7300]
[298, 529] ['整租·安外大街80号院 2室1厅 东', '东城-和平里-安外大街80号院', 59.46, '2', 7000, 7000]
[302, 419] ['整租·幸福家园三期 4室2厅 东/南/北', '东城-广渠门-幸福家园三期', 180.0, '4', 24000, 24000]
[303, 743] ['整租·东罗圈胡同11号院 1室1厅 东/西', '东城-金宝街-东罗圈胡同11号院', 39.5, '1', 6500, 6500]
[304, 419] ['整租·左安浦园 2室1厅 东/西', '东城-左安门-左安浦园', 85.57, '2', 8000, 8000]
[305, 419] ['整租·本家润园C区 2室1厅 南/北', '东城-东花市-本家润园C区', 77.71, '2', 8600, 8600]
[306, 419] ['整租·鼓楼东大街 2室1厅 北', '东城-地安门-鼓楼东大街', 200.0, '2', 50000, 50000]
[307, 419] ['整租·阳光都市 2室2厅 西北', '东城-工体-阳光都市', 117.56, '2', 19000, 19000]
[308, 419] ['整租·幸福南里 2室1厅 东北', '东城-广渠门-幸福南里', 58.0, '2', 5700, 5700]
[309, 419] ['整租·和平里五区 1室1厅 西南', '东城-和平里-和平里五区', 40.57, '1', 6200, 6200]
[310, 419] ['整租·安定路 1室1厅 西南', '东城-安贞-安定路', 49.46, '1', 6500, 6500]
[311, 419] ['整租·前永康二巷 2室1厅 南/北', '东城-东直门-前永康二巷', 54.23, '2', 8000, 8000]
[312, 419] ['整租·万国城MOMA 2室1厅 西', '东城-东直门-万国城MOMA', 100.0, '2', 16000, 16000]
[313, 735] ['整租·绿景馨园 2室1厅 南', '东城-广渠门-绿景馨园', 52.12, '2', 6200, 6200]
[323, 893] ['整租·上龙西里 2室2厅 南/西', '东城-安定门-上龙西里', 81.0, '2', 13500, 13500]
[324, 699] ['整租·金桥国际 1室0厅 北', '东城-广渠门-金桥国际', 55.0, '1', 6200, 6200]
[325, 701] ['整租·新景家园东区 2室1厅 跃层 南/北', '东城-崇文门-新景家园东区', 98.8, '2', 11500, 11500]
[326, 704] ['整租·锡拉胡同10号院 2室1厅 南', '东城-灯市口-锡拉胡同10号院', 50.97, '2', 8500, 8500]
[331, 986] ['整租·前门东大街7号 3室1厅 西/北', '东城-前门-前门东大街7号', 80.4, '3', 10500, 10500]
[332, 986] ['整租·前门东大街 1室0厅 南', '东城-前门-前门东大街', 38.0, '1', 6500, 6500]
[333, 986] ['整租·台基厂三条 2室1厅 南', '东城-前门-台基厂三条', 62.0, '2', 7600, 7600]
[334, 986] ['整租·东交民巷32号院 1室1厅 南/北', '东城-前门-东交民巷32号院', 72.0, '1', 7000, 7000]
[335, 986] ['整租·前门东大街1号 3室0厅 南/北', '东城-前门-前门东大街1号', 70.0, '3', 9000, 9000]
[336, 986] ['整租·前门东大街7号 2室1厅 北', '东城-前门-前门东大街7号', 67.71, '2', 7500, 7500]
[337, 986] ['整租·东皇城根南街 3室1厅 南/北', '东城-灯市口-东皇城根南街', 75.0, '3', 10500, 10500]
[338, 986] ['整租·甘雨胡同33号院 2室1厅 南/北', '东城-灯市口-甘雨胡同33号院', 60.0, '2', 8500, 8500]
[339, 986] ['整租·骑河楼大街 2室1厅 南/北', '东城-灯市口-骑河楼大街', 49.0, '2', 7000, 7000]
