repeat 2 : ['整租·察慈小区 1室1厅 南', '东城-东直门-察慈小区', 49.33, '1', 7000, 7000]
repeat 2 : ['整租·南竹杆胡同 1室1厅 南', '东城-朝阳门内-南竹杆胡同', 47.51, '1', 2200, 2200]
repeat 1 : ['整租·新景家园东区 2室1厅 南/北', '东城-崇文门-新景家园东区', 81.0, '2', 9000, 9000]
repeat 1 : ['整租·苏州胡同 2室1厅 南/北', '东城-建国门内-苏州胡同', 65.0, '2', 8500, 8500]
repeat 1 : ['整租·朝阳门内大街 1室1厅 东', '东城-朝阳门内-朝阳门内大街', 49.72, '1', 7600, 7600]
repeat 2 : ['整租·东华门大街 1室1厅 南', '东城-东单-东华门大街', 39.58, '1', 6800, 6800]
repeat 1 : ['整租·华府景园 2室2厅 西', '东城-安定门-华府景园', 98.91, '2', 13500, 13500]
repeat 1 : ['整租·三秀涵雅 2室1厅 东南', '东城-安定门-三秀涵雅', 90.0, '2', 10100, 10100]
repeat 1 : ['整租·东方财富 1室0厅 西', '东城-广渠门-东方财富', 44.82, '1', 5200, 5200]
repeat 2 : ['整租·安外东河沿 2室1厅 南', '东城-安定门-安外东河沿', 59.68, '2', 9200, 9200]
repeat 1 : ['整租·本家润园C区 2室1厅 东', '东城-东花市-本家润园C区', 67.48, '2', 7600, 7600]
repeat 1 : ['整租·龙潭北里 2室1厅 南/北', '东城-左安门-龙潭北里', 60.0, '2', 7300, 7300]
repeat 2 : ['整租·向新西里 2室1厅 南', '东城-左安门-向新西里', 53.72, '2', 5600, 5600]
repeat 1 : ['整租·左安浦园 1室1厅 南', '东城-左安门-左安浦园', 70.0, '1', 6100, 6100]
repeat 2 : ['整租·东花市北里中区 2室2厅 南/北', '东城-东花市-东花市北里中区', 89.09, '2', 7800, 7800]
repeat 2 : ['整租·东交民巷32号院 2室0厅 东', '东城-前门-东交民巷32号院', 49.14, '2', 5800, 5800]
repeat 1 : ['整租·金鱼池中区 4室2厅 南/北', '东城-天坛-金鱼池中区', 151.59, '4', 12000, 12000]
repeat 2 : ['整租·崇文门西大街 3室1厅 南/北', '东城-崇文门-崇文门西大街', 70.0, '3', 9500, 9500]
repeat 1 : ['整租·南月牙胡同 1室1厅 东/北', '东城-东四-南月牙胡同', 40.0, '1', 4400, 4400]
repeat 1 : ['整租·安外花园 3室1厅 南/北', '东城-和平里-安外花园', 61.04, '3', 8500, 8500]
repeat 1 : ['整租·贡院九号 3室1厅 西南', '东城-建国门内-贡院九号', 177.19, '3', 28000, 28000]
repeat 1 : ['整租·丹耀大厦 5室2厅 复式 南/北', '东城-东单-丹耀大厦', 312.01, '5', 40000, 40000]
repeat 1 : ['整租·桃杨路教师楼 3室2厅 南/北', '东城-永定门-桃杨路教师楼', 86.2, '3', 8500, 8500]
repeat 1 : ['整租·交道口东大街 2室1厅 南', '东城-交道口-交道口东大街', 79.0, '2', 12500, 12500]
repeat 1 : ['整租·玉石胡同 1室1厅 南', '东城-灯市口-玉石胡同', 45.0, '1', 7000, 7000]
repeat 1 : ['整租·月牙胡同 5室2厅 东/南/西', '东城-东四-月牙胡同', 111.8, '5', 85000, 85000]
repeat 1 : ['整租·和平里七区 2室1厅 南', '东城-和平里-和平里七区', 54.0, '2', 7200, 7200]
repeat 1 : ['整租·民安小区东扬威街 4室2厅 南', '东城-东直门-民安小区东扬威街', 131.01, '4', 25000, 25000]
repeat 1 : ['整租·法华南里 1室1厅 东', '东城-崇文门-法华南里', 48.0, '1', 5700, 5700]
repeat 1 : ['整租·朝阳首府 3室1厅 西南', '东城-朝阳门内-朝阳首府', 171.0, '3', 35000, 35000]
repeat 1 : ['整租·国瑞城中区 3室2厅 南/北', '东城-崇文门-国瑞城中区', 153.0, '3', 24000, 24000]
repeat 2 : ['整租·东黄城根北街40号院 1室1厅 东', '东城-东四-东黄城根北街40号院', 43.45, '1', 6200, 6200]
repeat 1 : ['整租·龙潭西里 1室1厅 西北', '东城-左安门-龙潭西里', 43.0, '1', 5100, 5100]
repeat 1 : ['整租·兴隆都市馨园 2室1厅 南', '东城-崇文门-兴隆都市馨园', 52.76, '2', 7100, 7100]
repeat 1 : ['整租·京城仁合 2室1厅 东/西', '东城-广渠门-京城仁合', 83.87, '2', 7990, 7990]
repeat 1 : ['整租·左安浦园 1室1厅 东', '东城-左安门-左安浦园', 67.0, '1', 5600, 5600]
repeat 1 : ['整租·左安浦园 1室1厅 南/西', '东城-左安门-左安浦园', 85.0, '1', 6400, 6400]
repeat 2 : ['整租·法华南里 2室1厅 东/西', '东城-崇文门-法华南里', 65.0, '2', 7500, 7500]
repeat 2 : ['整租·东直门北大街 2室1厅 东/西', '东城-东直门-东直门北大街', 62.98, '2', 7200, 7200]
repeat 1 : ['整租·龙潭北里 4室2厅 南/西/北', '东城-左安门-龙潭北里', 166.0, '4', 18000, 18000]
repeat 1 : ['整租·向新西里 1室1厅 南', '东城-左安门-向新西里', 43.75, '1', 5000, 5000]
repeat 1 : ['整租·朝内大街136号院 1室1厅 南', '东城-朝阳门内-朝内大街136号院', 58.85, '1', 8400, 8400]
repeat 1 : ['整租·前肖家胡同 1室1厅 南', '东城-安定门-前肖家胡同', 15.2, '1', 3200, 3200]
repeat 2 : ['整租·法华南里 1室1厅 东/西', '东城-崇文门-法华南里', 65.18, '1', 7300, 7300]
repeat 2 : ['整租·花园胡同 3室1厅 南/西/北', '东城-安定门-花园胡同', 82.0, '3', 13199, 13199]
repeat 1 : ['整租·阳光都市 1室1厅 东', '东城-工体-阳光都市', 86.47, '1', 10800, 10800]
repeat 1 : ['整租·东四八条 2室1厅 西', '东城-东四-东四八条', 30.7, '2', 5400, 5400]
repeat 2 : ['整租·新景家园东区 1室1厅 东/西', '东城-崇文门-新景家园东区', 67.8, '1', 7900, 7900]
repeat 2 : ['整租·小羊宜宾胡同 2室1厅 南', '东城-建国门内-小羊宜宾胡同', 55.1, '2', 8000, 8000]
repeat 1 : ['整租·青年湖南街 1室1厅 东/西', '东城-安定门-青年湖南街', 49.0, '1', 6700, 6700]
repeat 1 : ['整租·仓南胡同12号院 3室1厅 南/北', '东城-朝阳门内-仓南胡同12号院', 65.42, '3', 8500, 8500]
repeat 1 : ['整租·和平里一区 1室1厅 南', '东城-和平里-和平里一区', 29.02, '1', 4000, 4000]
repeat 2 : ['整租·和平里中街3号院 2室1厅 西/北', '东城-和平里-和平里中街3号院', 79.82, '2', 10500, 10500]
repeat 1 : ['整租·夕照寺西里 2室1厅 南', '东城-广渠门-夕照寺西里', 44.02, '2', 5600, 5600]
repeat 1 : ['整租·安外大街 1室1厅 东', '东城-安贞-安外大街', 46.83, '1', 6300, 6300]
repeat 1 : ['整租·鸿运花园 3室2厅 南/北', '东城-左安门-鸿运花园', 170.0, '3', 20000, 20000]
repeat 1 : ['整租·新景家园东区 1室0厅 东', '东城-崇文门-新景家园东区', 43.0, '1', 6700, 6700]
repeat 1 : ['整租·前永康胡同 1室0厅 南', '东城-东直门-前永康胡同', 21.0, '1', 3500, 3500]
repeat 1 : ['整租·东花市北里中区 1室1厅 西', '东城-东花市-东花市北里中区', 48.0, '1', 5600, 5600]
repeat 1 : ['整租·国瑞城中区 2室1厅 西', '东城-崇文门-国瑞城中区', 71.67, '2', 7800, 7800]
repeat 1 : ['整租·中景濠庭 2室2厅 南/西/北', '东城-安定门-中景濠庭', 121.4, '2', 18900, 18900]
repeat 1 : ['整租·东革新里40号院 2室1厅 南/北', '东城-永定门-东革新里40号院', 58.0, '2', 5600, 5600]
repeat 1 : ['整租·华人一品大厦 1房间 南', '东城-东四-华人一品大厦', 18.96, '1', 4500, 4500]
repeat 1 : ['整租·西革新里124号 1室1厅 东', '东城-永定门-西革新里124号', 36.71, '1', 4800, 4800]
repeat 1 : ['整租·安德里北街25号院 4室1厅 东/北', '东城-安定门-安德里北街25号院', 109.0, '4', 16500, 16500]
repeat 1 : ['整租·东直门内北小街2号院 4室2厅 南/西/北', '东城-东直门-东直门内北小街2号院', 666.62, '4', 88800, 88800]
repeat 2 : ['整租·冠城名敦道A区 1室0厅 西', '东城-广渠门-冠城名敦道A区', 76.0, '1', 8500, 8500]
repeat 1 : ['整租·春秀路 3室1厅 南/北', '东城-工体-春秀路', 82.89, '3', 9500, 9500]
repeat 1 : ['整租·北京INN 2室1厅 北', '东城-朝阳门内-北京INN', 101.01, '2', 15500, 15500]
repeat 1 : ['整租·北下洼子胡同 1室0厅 北', '东城-地安门-北下洼子胡同', 15.0, '1', 2600, 2600]
repeat 1 : ['整租·冠城名敦道A区 1室0厅 西', '东城-广渠门-冠城名敦道A区', 80.0, '1', 9000, 9000]
repeat 1 : ['整租·幸福家园三期 1室1厅 东', '东城-广渠门-幸福家园三期', 63.9, '1', 7900, 7900]
repeat 1 : ['整租·万国城MOMA 2室1厅 西/北', '东城-东直门-万国城MOMA', 96.87, '2', 18000, 18000]
repeat 1 : ['整租·金世纪嘉园 1室1厅 东', '东城-广渠门-金世纪嘉园', 62.0, '1', 6500, 6500]
repeat 1 : ['整租·和平里五区 1室1厅 东南', '东城-和平里-和平里五区', 40.0, '1', 6500, 6500]
repeat 1 : ['整租·兴隆都市馨园 2室1厅 南', '东城-崇文门-兴隆都市馨园', 73.18, '2', 8500, 8500]
repeat 1 : ['整租·信用北里 3室0厅 东/西/北', '东城-崇文门-信用北里', 56.42, '3', 5800, 5800]
repeat 1 : ['整租·国瑞城中区 2室1厅 东', '东城-崇文门-国瑞城中区', 70.0, '2', 8400, 8400]
repeat 1 : ['整租·瑞士公寓 1室1厅 西', '东城-朝阳门外-瑞士公寓', 72.0, '1', 13500, 13500]
repeat 1 : ['整租·本家润园C区 2室1厅 西', '东城-东花市-本家润园C区', 63.75, '2', 7500, 7500]
repeat 1 : ['整租·鼓楼东大街 1室0厅 东', '东城-地安门-鼓楼东大街', 11.57, '1', 2400, 2400]
repeat 1 : ['整租·景泰东里 2室1厅 南/北', '东城-蒲黄榆-景泰东里', 65.71, '2', 6000, 6000]
repeat 1 : ['整租·察慈小区 1室1厅 南', '东城-东直门-察慈小区', 49.33, '1', 7300, 7300]
repeat 1 : ['整租·法华南里 1室1厅 西', '东城-崇文门-法华南里', 47.56, '1', 5600, 5600]
repeat 1 : ['整租·万国城MOMA 1室0厅 东', '东城-东直门-万国城MOMA', 45.86, '1', 8600, 8600]
repeat 1 : ['整租·安德路乙61号院 2室1厅 东', '东城-安定门-安德路乙61号院', 84.1, '2', 13000, 13000]
repeat 1 : ['整租·绿景苑 1室0厅 西', '东城-广渠门-绿景苑', 18.0, '1', 3700, 3700]
repeat 1 : ['整租·西香河园 2室1厅 南/北', '东城-东直门-西香河园', 52.37, '2', 6000, 6000]
repeat 1 : ['整租·新景家园东区 1室1厅 西', '东城-崇文门-新景家园东区', 58.98, '1', 6700, 6700]
repeat 1 : ['整租·海运仓小区 1室1厅 西', '东城-东直门-海运仓小区', 53.42, '1', 8000, 8000]
repeat 1 : ['整租·天坛东里北区 2室1厅 南', '东城-天坛-天坛东里北区', 50.0, '2', 7000, 7000]
repeat 1 : ['整租·北京INN 3房间 西', '东城-朝阳门内-北京INN', 80.0, '3', 10000, 10000]
repeat 1 : ['整租·新景家园东区 3室1厅 东/西', '东城-崇文门-新景家园东区', 90.0, '3', 9500, 9500]
repeat 1 : ['整租·新景家园东区 2室1厅 南/北', '东城-崇文门-新景家园东区', 76.0, '2', 8600, 8600]
repeat 1 : ['整租·海晟名苑北区 1室0厅 东', '东城-工体-海晟名苑北区', 47.59, '1', 7700, 7700]
repeat 1 : ['整租·新景家园西区 1室1厅 西', '东城-崇文门-新景家园西区', 60.0, '1', 7200, 7200]
repeat 1 : ['整租·潘家坡胡同4号院 3室1厅 南/北', '东城-朝阳门外-潘家坡胡同4号院', 69.3, '3', 9800, 9800]
repeat 1 : ['整租·建国门内大街 3室2厅 东/南/北', '东城-建国门外-建国门内大街', 129.0, '3', 19000, 19000]
repeat 1 : ['整租·兴隆都市馨园 3室2厅 南/北', '东城-崇文门-兴隆都市馨园', 96.0, '3', 11500, 11500]
repeat 1 : ['整租·广渠家园 3室1厅 西南', '东城-广渠门-广渠家园', 79.0, '3', 8300, 8300]
repeat 1 : ['整租·雍和家园二期 2室1厅 北', '东城-和平里-雍和家园二期', 178.0, '2', 30000, 30000]
repeat 1 : ['整租·海运仓小区 3室1厅 东南', '东城-东直门-海运仓小区', 88.0, '3', 12500, 12500]
repeat 1 : ['整租·安化北里 2室1厅 南/北', '东城-广渠门-安化北里', 57.69, '2', 5600, 5600]
repeat 1 : ['整租·东方银座 3室2厅 西南', '东城-东直门-东方银座', 138.64, '3', 18000, 18000]
repeat 1 : ['整租·新景家园东区 1室0厅 东', '东城-崇文门-新景家园东区', 42.93, '1', 7500, 7500]
repeat 1 : ['整租·长青园 2室1厅 南/北', '东城-左安门-长青园', 69.15, '2', 7000, 7000]
repeat 1 : ['整租·前门前酒店公寓 1房间 西北', '东城-天坛-前门前酒店公寓', 49.89, '1', 6000, 6000]
repeat 1 : ['整租·本家润园C区 2室1厅 东', '东城-东花市-本家润园C区', 67.35, '2', 7300, 7300]
repeat 1 : ['整租·和平里七区 1室1厅 南', '东城-和平里-和平里七区', 39.0, '1', 5600, 5600]
repeat 1 : ['整租·百荣嘉园 2室1厅 东南', '东城-永定门-百荣嘉园', 71.0, '2', 6200, 6200]
repeat 1 : ['整租·兴隆都市馨园 1室0厅 东', '东城-崇文门-兴隆都市馨园', 29.22, '1', 4300, 4300]
repeat 1 : ['整租·新裕家园 1室0厅 北', '东城-崇文门-新裕家园', 36.0, '1', 5900, 5900]
repeat 1 : ['整租·东环广场 2室1厅 东北', '东城-东直门-东环广场', 173.01, '2', 25000, 25000]
repeat 1 : ['整租·雍和家园一期 2室1厅 东南', '东城-和平里-雍和家园一期', 97.11, '2', 15500, 15500]
repeat 1 : ['整租·南弓匠营胡同 3室1厅 南/北', '东城-朝阳门内-南弓匠营胡同', 85.0, '3', 13400, 13400]
repeat 2 : ['整租·东方财富 1室1厅 东', '东城-广渠门-东方财富', 44.82, '1', 5100, 5100]
repeat 1 : ['整租·体育馆路 2室1厅 南/北', '东城-左安门-体育馆路', 59.77, '2', 5800, 5800]
repeat 1 : ['整租·长青园 3室1厅 东南', '东城-左安门-长青园', 81.77, '3', 7500, 7500]
repeat 1 : ['整租·十字坡西里 2室1厅 南/北', '东城-东直门-十字坡西里', 56.62, '2', 7800, 7800]
repeat 1 : ['整租·朝阳门南小街 3室1厅 东/西', '东城-朝阳门内-朝阳门南小街', 85.7, '3', 13500, 13500]
repeat 1 : ['整租·朝阳首府 3室2厅 南/北', '东城-朝阳门内-朝阳首府', 178.89, '3', 33000, 33000]
repeat 1 : ['整租·北官厅胡同2号院 2室1厅 南/北', '东城-东直门-北官厅胡同2号院', 58.28, '2', 7000, 7000]
repeat 1 : ['整租·海运仓小区 2室1厅 西南', '东城-东直门-海运仓小区', 65.0, '2', 8600, 8600]
repeat 1 : ['整租·新景家园东区 1室1厅 南', '东城-崇文门-新景家园东区', 60.0, '1', 7300, 7300]
repeat 1 : ['整租·安外大街80号院 2室1厅 东', '东城-和平里-安外大街80号院', 59.46, '2', 7000, 7000]
repeat 1 : ['整租·幸福家园三期 4室2厅 东/南/北', '东城-广渠门-幸福家园三期', 180.0, '4', 24000, 24000]
repeat 1 : ['整租·东罗圈胡同11号院 1室1厅 东/西', '东城-金宝街-东罗圈胡同11号院', 39.5, '1', 6500, 6500]
repeat 1 : ['整租·左安浦园 2室1厅 东/西', '东城-左安门-左安浦园', 85.57, '2', 8000, 8000]
repeat 1 : ['整租·本家润园C区 2室1厅 南/北', '东城-东花市-本家润园C区', 77.71, '2', 8600, 8600]
repeat 1 : ['整租·鼓楼东大街 2室1厅 北', '东城-地安门-鼓楼东大街', 200.0, '2', 50000, 50000]
repeat 1 : ['整租·阳光都市 2室2厅 西北', '东城-工体-阳光都市', 117.56, '2', 19000, 19000]
repeat 1 : ['整租·幸福南里 2室1厅 东北', '东城-广渠门-幸福南里', 58.0, '2', 5700, 5700]
repeat 1 : ['整租·和平里五区 1室1厅 西南', '东城-和平里-和平里五区', 40.57, '1', 6200, 6200]
repeat 1 : ['整租·安定路 1室1厅 西南', '东城-安贞-安定路', 49.46, '1', 6500, 6500]
repeat 1 : ['整租·前永康二巷 2室1厅 南/北', '东城-东直门-前永康二巷', 54.23, '2', 8000, 8000]
repeat 1 : ['整租·万国城MOMA 2室1厅 西', '东城-东直门-万国城MOMA', 100.0, '2', 16000, 16000]
repeat 1 : ['整租·绿景馨园 2室1厅 南', '东城-广渠门-绿景馨园', 52.12, '2', 6200, 6200]
repeat 1 : ['整租·上龙西里 2室2厅 南/西', '东城-安定门-上龙西里', 81.0, '2', 13500, 13500]
repeat 1 : ['整租·金桥国际 1室0厅 北', '东城-广渠门-金桥国际', 55.0, '1', 6200, 6200]
repeat 1 : ['整租·新景家园东区 2室1厅 跃层 南/北', '东城-崇文门-新景家园东区', 98.8, '2', 11500, 11500]
repeat 1 : ['整租·锡拉胡同10号院 2室1厅 南', '东城-灯市口-锡拉胡同10号院', 50.97, '2', 8500, 8500]
repeat 1 : ['整租·前门东大街7号 3室1厅 西/北', '东城-前门-前门东大街7号', 80.4, '3', 10500, 10500]
repeat 1 : ['整租·前门东大街 1室0厅 南', '东城-前门-前门东大街', 38.0, '1', 6500, 6500]
repeat 1 : ['整租·台基厂三条 2室1厅 南', '东城-前门-台基厂三条', 62.0, '2', 7600, 7600]
repeat 1 : ['整租·东交民巷32号院 1室1厅 南/北', '东城-前门-东交民巷32号院', 72.0, '1', 7000, 7000]
repeat 1 : ['整租·前门东大街1号 3室0厅 南/北', '东城-前门-前门东大街1号', 70.0, '3', 9000, 9000]
repeat 1 : ['整租·前门东大街7号 2室1厅 北', '东城-前门-前门东大街7号', 67.71, '2', 7500, 7500]
repeat 1 : ['整租·东皇城根南街 3室1厅 南/北', '东城-灯市口-东皇城根南街', 75.0, '3', 10500, 10500]
repeat 1 : ['整租·甘雨胡同33号院 2室1厅 南/北', '东城-灯市口-甘雨胡同33号院', 60.0, '2', 8500, 8500]
repeat 1 : ['整租·骑河楼大街 2室1厅 南/北', '东城-灯市口-骑河楼大街', 49.0, '2', 7000, 7000]
repeat 1 : ['整租·禾风相府 3室1厅 东/西', '东城-金宝街-禾风相府', 112.6, '3', 23000, 23000]
repeat 1 : ['整租·鸿安国际大厦 4室1厅 东/西', '东城-金宝街-鸿安国际大厦', 242.0, '4', 28000, 28000]
repeat 1 : ['整租·演乐胡同 1室1厅 南', '东城-金宝街-演乐胡同', 38.0, '1', 6500, 6500]
repeat 1 : ['整租·凯德华玺 4房间 南', '东城-金宝街-凯德华玺', 252.21, '4', 32000, 32000]
repeat 1 : ['整租·华人一品大厦 3房间 南/北', '东城-东四-华人一品大厦', 43.54, '3', 5700, 5700]
repeat 1 : ['整租·后局大院胡同 1室0厅 南/北', '东城-东四-后局大院胡同', 9.5, '1', 3500, 3500]
repeat 1 : ['整租·东四七条 4室1厅 南/北', '东城-东四-东四七条', 100.0, '4', 14000, 14000]
repeat 1 : ['整租·什锦花园胡同 1室1厅 南', '东城-东四-什锦花园胡同', 11.9, '1', 3500, 3500]
repeat 1 : ['整租·禄米仓胡同71号院 2室1厅 南/北', '东城-朝阳门内-禄米仓胡同71号院', 52.74, '2', 8500, 8500]
repeat 1 : ['整租·北京INN 1室1厅 西', '东城-朝阳门内-北京INN', 61.98, '1', 7100, 7100]
repeat 1 : ['整租·朝阳首府 2室1厅 西', '东城-朝阳门内-朝阳首府', 88.0, '2', 13500, 13500]
repeat 1 : ['整租·建国门北大街5号 1室1厅 南', '东城-建国门内-建国门北大街5号', 68.0, '1', 7800, 7800]
repeat 1 : ['整租·北总布胡同 2室1厅 南/北', '东城-建国门内-北总布胡同', 69.57, '2', 7200, 7200]
repeat 1 : ['整租·苏州胡同 2室1厅 西北', '东城-建国门内-苏州胡同', 58.55, '2', 6500, 6500]
repeat 1 : ['整租·大羊宜宾胡同31号院 2室1厅 南/北', '东城-建国门内-大羊宜宾胡同31号院', 57.67, '2', 6800, 6800]
repeat 2 : ['整租·恒基中心 2室1厅 东', '东城-建国门内-恒基中心', 104.0, '2', 13500, 13500]
repeat 1 : ['整租·东城逸墅 3室1厅 南/北', '东城-工体-东城逸墅', 158.37, '3', 22000, 22000]
repeat 1 : ['整租·阳光都市 3室2厅 西南', '东城-工体-阳光都市', 191.74, '3', 22000, 22000]
repeat 1 : ['整租·海晟名苑北区 1室0厅 西', '东城-工体-海晟名苑北区', 47.69, '1', 8000, 8000]
repeat 1 : ['整租·小羊宜宾胡同 1室1厅 南', '东城-建国门内-小羊宜宾胡同', 42.0, '1', 6900, 6900]
repeat 1 : ['整租·天华公馆 1室0厅 东', '东城-崇文门-天华公馆', 31.0, '1', 4900, 4900]
repeat 1 : ['整租·东四四条 1室1厅 南/北', '东城-东四-东四四条', 19.22, '1', 6500, 6500]
repeat 1 : ['整租·东堂子胡同 3室1厅 东/东南/南/西南', '东城-建国门内-东堂子胡同', 128.6, '3', 28000, 28000]
repeat 1 : ['整租·中海紫御公馆 2室1厅 东北', '东城-陶然亭-中海紫御公馆', 63.71, '2', 8000, 8000]
repeat 1 : ['整租·金鱼池西区 2室1厅 南/北', '东城-天坛-金鱼池西区', 55.0, '2', 5500, 5500]
repeat 1 : ['整租·胡家园小区 2室1厅 东/南', '东城-东直门-胡家园小区', 53.0, '2', 6900, 6900]
repeat 1 : ['整租·胜古中路1号院 5室2厅 东/西', '东城-安贞-胜古中路1号院', 221.0, '5', 22000, 22000]
repeat 2 : ['整租·东堂子胡同 1室1厅 南', '东城-建国门内-东堂子胡同', 40.68, '1', 6500, 6500]
repeat 2 : ['整租·小黄庄一区 1室1厅 南', '东城-安贞-小黄庄一区', 51.0, '1', 5500, 5500]
repeat 1 : ['整租·金世纪嘉园 2室1厅 西南', '东城-广渠门-金世纪嘉园', 66.01, '2', 6800, 6800]
repeat 1 : ['整租·后永康胡同2号院4号院 1室1厅 东', '东城-东直门-后永康胡同2号院4号院', 41.0, '1', 5600, 5600]
repeat 1 : ['整租·左安浦园 1室1厅 北', '东城-左安门-左安浦园', 49.0, '1', 4800, 4800]
repeat 1 : ['整租·盛德紫阙 1室1厅 东', '东城-和平里-盛德紫阙', 88.96, '1', 16000, 16000]
repeat 1 : ['整租·安外大街3号院 2室1厅 东/西', '东城-安定门-安外大街3号院', 56.82, '2', 7200, 7200]
repeat 2 : ['整租·国瑞城西区 2室1厅 西/北', '东城-崇文门-国瑞城西区', 101.0, '2', 16000, 16000]
repeat 2 : ['整租·台基厂三条 2室1厅 南/北', '东城-前门-台基厂三条', 57.0, '2', 7600, 7600]
